date,归属于母公司普通股股东的净利润,累积同比,基本每股收益,营业收入
2026-03-31,1267151599,0.7348,0.3193,5281938122
2025-12-31,3285461019,0.3438,0.8213,18880860110
2025-09-30,2568142561,0.6751,0.6415,13904196237
2025-06-30,1687049316,0.7551,0.4214,9109103240
2025-03-31,730417877,1.0852,0.1825,4478911753
2024-12-31,2444813279,-0.197,0.6107,15855766998
2024-09-30,1533153975,-0.4266,0.383,11632158703
2024-06-30,961241598,-0.5341,0.2401,7738980640
2024-03-31,350293848,-0.6197,0.0875,3382461404
2023-12-31,3044441957,-0.5394,0.7605,14875802392
2023-09-30,2673913733,-0.5154,0.668,11425481366
2023-06-30,2063034637,-0.5095,0.5154,7829543672
2023-03-31,921110923,-0.4984,0.2301,3671172469
2022-12-31,6610015912,0.0965,1.6512,20192222965
2022-09-30,5517300311,0.2817,1.3782,16102342868
2022-06-30,4206126003,0.6196,1.0507,11909682323
2022-03-31,1836322239,0.7268,0.4587,5132770833
2021-12-31,6028473747,1.4951,1.5059,19706882080
2021-09-30,4304557909,2.364,1.0753,13836296678
2021-06-30,2597026532,2.4068,0.6487,8560338835
2021-03-31,1063454546,2.4356,0.3036,3996134198
2020-12-31,2416110989,0.1349,0.6899,11666196819
2020-09-30,1279607588,-0.1738,0.3654,7875547039
2020-06-30,762295799,-0.2766,0.2177,4891587117
2020-03-31,309543704,-0.3795,0.0884,2442256401
2019-12-31,2128865280,-0.1032,0.6078,10493293116
2019-09-30,1548717494,-0.1902,0.4422,7738366006
2019-06-30,1053794168,-0.1683,0.3009,5062384259
2019-03-31,498825271,-0.1914,0.1424,2496328836
2018-12-31,2373978330,0.1043,0.6778,10032423279
2018-09-30,1912435622,0.2326,0.5461,7629350441
2018-06-30,1267070840,0.2591,0.3618,5017869519
2018-03-31,616900951,0.3117,0.2114,2494844789
2017-12-31,2149849387,0.4134,0.7366,8651549179
2017-09-30,1551536337,0.3588,0.5316,6439317650
2017-06-30,1006317173,0.3208,0.3448,4077468447
2017-03-31,470315793,0.3077,0.1934,1859506018
2016-12-31,1521035121,0.5473,0.6254,7446333674
2016-09-30,1141819110,0.4916,0.4695,5519435167
