date,自由现金流量,经营活动产生的现金流量净额,累积同比,经营活动产生的现金流量净额对净利润的比率
2026-03-31,3225413149,221173113,3.39,1.138
2025-12-31,3247205897,4200505001,1.0669,1.2299
2025-09-30,2511850277,2134790213,0.992,0.856
2025-06-30,2346603206,1440714772,5.3454,0.9836
2025-03-31,1238443519,-92542930,0.5165,0.728
2024-12-31,1034400521,2032312761,1.3435,0.8035
2024-09-30,470708420,1071684591,1.21,0.7379
2024-06-30,323891023,227049053,-0.3794,0.3627
2024-03-31,1502594408,-191382727,0.8278,0.6949
2023-12-31,950400500,867222853,-0.7897,0.2747
2023-09-30,890749316,484916017,-0.8658,0.2539
2023-06-30,1070756747,365827142,-0.8944,0.2212
2023-03-31,-30933066,-1111485956,-1.8322,0.2852
2022-12-31,1822986097,4124060977,-0.3105,0.6047
2022-09-30,3040099975,3614246739,-0.086,0.7567
2022-06-30,2886659519,3463110281,0.2176,0.8422
2022-03-31,3295675461,1335531221,0.0954,0.8762
2021-12-31,3387228483,5981158526,1.9155,0.9744
2021-09-30,2752091844,3954285156,2.4927,0.8848
2021-06-30,1800097306,2844178771,1.7598,0.9015
2021-03-31,1283811225,1219190652,1.1552,0.8513
2020-12-31,568388133,2051501993,-0.259,0.8513
2020-09-30,-745862809,1132171490,-0.3001,1.2522
2020-06-30,-549326405,1030577293,0.0149,1.5488
2020-03-31,-1602499367,565705740,0.0511,1.456
2019-12-31,-2138458753,2768596593,-0.2831,1.31
2019-09-30,-3086526685,1617638692,-0.3361,1.5081
2019-06-30,-3497416305,1015478118,-0.352,1.5271
2019-03-31,-2701152872,538188993,0.1272,1.7373
2018-12-31,-2191473952,3862006790,0.0133,1.6194
2018-09-30,-339229417,2436727907,0.0845,1.5872
2018-06-30,1331024667,1567016922,0.3898,1.7553
2018-03-31,1774706732,477444625,0.1228,1.6726
2017-12-31,1770408910,3802770323,0.2,1.7625
2017-09-30,1308180397,2246882816,-0.0651,1.5608
2017-06-30,1214518616,1127522303,-0.3115,1.5024
2017-03-31,1281530509,425241801,-0.3379,1.7992
2016-12-31,1443534945,3169081427,0.3044,2.073
2016-09-30,2459666326,2403321041,1.9666,2.9211
