date,净利润率,资本回报率(ROIC),基本每股收益,负债合计,流动负债合计,速动比率,资产负债率,货币资金,归属于母公司普通股股东的净利润,营业收入,经营活动产生的现金流量净额对净利润的比率,流动资产合计,经营活动产生的现金流量净额,自由现金流量,毛利率(GM),所有者权益合计,总资产收益率(ROA),流动比率,长期负债合计,应收账款,有息负债率,净资产收益率(ROE),资产合计
2026-03-31,0.2015,0.0948,0.3193,21529068667,274390301,0.8794,0.3893,97316253857.68,1267151599,5281938122,1.138,0,221173113,3225413149,0.3546,33767957804,0.0727,1.1772,4720803591,3143487769,0.2082,0.1203,55297026471
