date,基本每股收益,累积同比,营业收入,归属于母公司普通股股东的净利润
2026-03-31,1.36,-0.0423,266478000000,29342000000
2025-12-31,6.35,-0.0155,1050187000000,137095000000
2025-09-30,5.34,0.0309,794666000000,115353000000
2025-06-30,3.9,0.04,543769000000,84235000000
2025-03-31,1.42,0.029,263760000000,30631000000
2024-12-31,6.45,0.0471,1040759000000,138373000000
2024-09-30,5.18,0.0486,791458000000,110881000000
2024-06-30,3.75,0.0534,546744000000,80201000000
2024-03-31,1.38,0.0534,263707000000,29609000000
2023-12-31,6.16,0.0476,1009309000000,131766000000
2023-09-30,4.94,0.0693,775560000000,105506000000
2023-06-30,3.56,0.0821,530719000000,76173000000
2023-03-31,1.31,0.0917,250746000000,28067000000
2022-12-31,5.88,0.0389,937259000000,125459000000
2022-09-30,4.62,0.0871,723487000000,98532000000
2022-06-30,3.29,0.1384,496934000000,70275000000
2022-03-31,1.2,0.0256,227320000000,25624000000
2021-12-31,5.66,0.074,848258000000,115937000000
2021-09-30,4.25,0.0678,648630000000,86962000000
2021-06-30,2.89,,443647000000,59118000000
2021-03-31,1.17,,198429000000,24056000000
2020-12-31,5.27,0.0154,768070000000,107837000000
2020-09-30,3.98,,574413000000,81555000000
2019-12-31,5.19,-0.0895,745917000000,106325000000
2018-12-31,5.7,,736819000000,116699000000
