日期,理杏仁前复权(元),前复权(元),后复权(元),股价(元),市值(元),流通市值(元),自由流通市值(元),行业中位数,股息率
2026-07-03,=8.5500,=8.5500,=8.5500,=8.5500,=79732141528.5,=68018310242.0,=37552338403.65,,=0.0209
2026-07-02,=8.4600,=8.4600,=8.4600,=8.4600,=78892855828.2,=67302328029.0,=37157050630.98,,=0.0212
2026-07-01,=8.5400,=8.5400,=8.5400,=8.5400,=79638887561.8,=67938756662.0,=37508417540.02,,=0.0210
2026-06-30,=8.2600,=8.2600,=8.2600,=8.2600,=77027776494.2,=65711256444.0,=36278633358.38,,=0.0217
2026-06-29,=8.6000,=8.6000,=8.6000,=8.6000,=80198411362.0,=68416078138.0,=37771942721.8,,=0.0208
2026-06-26,=8.0000,=8.0000,=8.0000,=8.0000,=74603173360.0,=63642863384.0,=35136690904.0,,=0.0224
2026-06-25,=8.2800,=8.2800,=8.2800,=8.2800,=77214284427.6,=65870363602.0,=36366475085.64,,=0.0216
2026-06-24,=8.2900,=8.2900,=8.2900,=8.2900,=77307538394.3,=65949917182.0,=36410395949.27,,=0.0216
2026-06-23,=8.5800,=8.5800,=8.5800,=8.5800,=80011903428.6,=68256970979.0,=37684100994.54,,=0.0209
2026-06-22,=8.4900,=8.4900,=8.4900,=8.4900,=79172617728.3,=67540988766.0,=37288813221.87,,=0.0211
2026-06-18,=8.2700,=8.2700,=8.2700,=8.2700,=77121030460.9,=65790810023.0,=36322554222.01,,=0.0217
2026-06-17,=8.3000,=8.3000,=8.3000,=8.3000,=77400792361.0,=66029470761.0,=36454316812.9,,=0.0216
2026-06-16,=8.2800,=8.2800,=8.2800,=8.2800,=77214284427.6,=65870363602.0,=36366475085.64,,=0.0216
2026-06-15,=8.4500,=8.4500,=8.4500,=8.4500,=78799601861.5,=67222774449.0,=37113129767.35,,=0.0212
2026-06-12,=8.4600,=8.4600,=8.4600,=8.4600,=78892855828.2,=67302328029.0,=37157050630.98,,=0.0212
2026-06-11,=8.4100,=8.4100,=8.4100,=8.4100,=78426585994.7,=66904560132.0,=36937446312.83,,=0.0213
2026-06-10,=8.2500,=8.2500,=8.2500,=8.2500,=76934522527.5,=65631702865.0,=36234712494.75,,=0.0217
2026-06-09,=8.2500,=8.2500,=8.2500,=8.2500,=76934522527.5,=65631702865.0,=36234712494.75,,=0.0217
2026-06-08,=8.3100,=8.3100,=8.3100,=8.3100,=77494046327.7,=66109024340.0,=36498237676.53,,=0.0216
2026-06-05,=8.5400,=8.5400,=8.5400,=8.5400,=79638887561.8,=67938756662.0,=37508417540.02,,=0.0210
