date,营业收入,累积同比,归属于母公司普通股股东的净利润,基本每股收益
2026-03-31,10285128726,-0.0154,1799783004,1.319
2025-12-31,32473493664,0.0104,4588101137,3.363
2025-09-30,29366671110,0.0141,5274352712,3.867
2025-06-30,20491167745,0.0211,3904325353,2.862
2025-03-31,10445537525,0.0291,1710355183,1.254
2024-12-31,32137830111,-0.053,4344983858,3.191
2024-09-30,28959288497,-0.0652,4989889602,3.667
2024-06-30,20068307930,-0.0706,3641652772,2.672
2024-03-31,10150014997,-0.0519,1597244544,1.175
2023-12-31,33936522741,0.0549,4267851406,3.139
2023-09-30,30978047855,0.0642,4907707530,3.612
2023-06-30,21591789633,0.1203,3425652286,2.516
2023-03-31,10706181672,0.1627,1451240380,1.071
2022-12-31,32171565624,0.0665,3710628593,2.736
2022-09-30,29109843175,0.0873,4266993082,3.149
2022-06-30,19272658300,0.0537,2852094449,2.1
2022-03-31,9208137288,0.0314,1126228090,0.834
2021-12-31,30166805377,0.0867,3155455810,2.328
2021-09-30,26771391438,0.0962,3610797933,2.665
2021-06-30,18291160751,0.1666,2415521329,1.78
2021-03-31,8927731306,0.4187,1022011288,0.756
2020-12-31,27759710926,-0.008,2201323556,1.629
2020-09-30,24422079478,-0.0191,2978011508,2.204
2020-06-30,15678991336,-0.0527,1854983102,1.373
2020-03-31,6292946111,-0.2086,537178217,0.398
2019-12-31,27983760363,0.053,1852103376,1.371
2019-09-30,24896834162,0.0531,2585748595,1.914
2019-06-30,16550665464,0.0922,1630516036,1.207
2019-03-31,7951216293,0.1138,807528602,0.598
2018-12-31,26575255205,0.0113,1422199705,1.053
2018-09-30,23640829195,0.0109,2099747417,1.554
2018-06-30,15153690513,0.006,1302224985,0.964
2018-03-31,7251708139,0.0301,667158070,0.494
2017-12-31,26277051684,0.0065,1263017188,0.935
2017-09-30,23384988885,0.0151,1869488697,1.384
2017-06-30,15062721002,0.0215,1148467993,0.85
2017-03-31,7039943927,0.026,579311983,0.429
2016-12-31,26106343738,-0.0553,1043486428,0.772
2016-09-30,23036385101,-0.0526,1840050057,1.362
2016-06-30,14746116848,-0.0822,1069028886,0.791
