date,营业收入,累积同比,归属于母公司普通股股东的净利润,基本每股收益
2026-03-31,3198103002,0.0081,577796194,0.23
2025-12-31,13346192164,0.079,2116775136,0.85
2025-09-30,9713925368,0.0569,1634013984,0.66
2025-06-30,6353366890,0.0478,1044154278,0.42
2025-03-31,3172262269,0.0472,518983551,0.21
2024-12-31,12368804103,0.1197,1933948720,0.78
2024-09-30,9190859565,0.1603,1201623638,0.48
2024-06-30,6063660122,0.2455,814873099,0.33
2024-03-31,3029379847,0.4061,385764036,0.16
2023-12-31,11047016051,1.0157,934049713,0.38
2023-09-30,7920800176,0.9181,496800930,0.2
2023-06-30,4868588389,0.9269,132495699,0.05
2023-03-31,2154410997,0.1878,-99346474,-0.04
2022-12-31,5480447621,-0.3279,-2994949875,-1.26
2022-09-30,4129418054,-0.3206,-2102573863,-0.84
2022-06-30,1165794336,-0.3537,-1257549109,-0.65
2022-03-31,840888120,-0.0294,-508536328,-0.26
2021-12-31,3727797262,-0.1338,-1710938710,-0.89
2021-09-30,2747381813,-0.2008,-1251080892,-0.65
2021-06-30,1803863038,-0.2697,-740717532,-0.38
2021-03-31,866352982,-0.4705,-436426541,-0.23
2020-12-31,4303465088,-0.6068,-1266651388,-0.66
2020-09-30,3437878650,-0.5811,-737430647,-0.38
2020-06-30,2470139847,-0.5472,-385786192,-0.2
2020-03-31,1636291905,-0.4102,80577057,0.04
2019-12-31,10944668478,0.1752,5030210053,2.61
2019-09-30,8207782786,0.1895,3994520326,2.07
2019-06-30,5455110955,0.2111,2699513723,1.4
2019-03-31,2774401241,0.2164,1391195569,0.72
2018-12-31,9313114687,0.1551,4231432035,2.2
2018-09-30,6900484470,0.1484,3140539467,1.63
2018-06-30,4504435534,0.1557,2021551931,1.05
2018-03-31,2280746767,0.2035,1017912080,0.53
2017-12-31,8062379030,0.1598,3683408500,1.91
2017-09-30,6008794859,0.149,2692122490,1.4
2017-06-30,3897713274,0.1471,1695799354,0.88
2017-03-31,1895161857,0.1577,791423544,0.41
2016-12-31,6951474481,0.106,2805650702,1.46
2016-09-30,5229806072,0.108,2104734588,1.09
2016-06-30,3397794786,0.0982,1406598170,0.73
