date,市值(元),PS-TTM,PS-TTM_分位点,PS-TTM_80%分位点值,PS-TTM_50%分位点值,PS-TTM_20%分位点值,PB,PB_分位点,PB_80%分位点值,PB_50%分位点值,PB_20%分位点值,PE-TTM,PE-TTM_分位点,PE-TTM_80%分位点值,PE-TTM_50%分位点值,PE-TTM_20%分位点值,股息率
2026-04-08,69896713293.6,5.4218,0.0041,23.4989,11.7552,7.5914,1.6623,0.0041,4.1191,3.2293,2.1745,29.5379,0.3557,-58.8511,38.2812,24.8754,0.0182
2026-04-07,68428608600.0,5.3079,0.0004,23.4989,11.7552,7.5914,1.6274,0.0004,4.1191,3.2293,2.1755,28.9175,0.3371,-58.8511,38.2812,24.8747,0.0185
2026-04-03,68901388077.6,5.3446,0.0017,23.4989,11.7477,7.5942,1.6386,0.0017,4.1191,3.2279,2.1760,29.1173,0.3430,-58.8511,38.2752,24.8577,0.0184
2026-04-02,69374167555.2,5.3812,0.0025,23.4989,11.7519,7.5957,1.6499,0.0025,4.1191,3.2283,2.1761,29.3171,0.3481,-58.8511,38.2812,24.8577,0.0183
2026-04-01,69971362684.8,5.4276,0.0029,23.4989,11.7552,7.5971,1.6641,0.0029,4.1191,3.2293,2.1767,29.5695,0.3573,-58.8511,38.2812,24.8577,0.0181
2026-03-31,68727206164.8,5.3311,0.0012,23.4989,11.7552,7.5999,1.6345,0.0012,4.1191,3.2293,2.1767,29.0437,0.3416,-58.8511,38.2812,24.8520,0.0185
2026-03-30,69000920599.2,5.3523,0.0017,23.4989,11.7552,7.6027,1.6410,0.0017,4.1191,3.2293,2.1769,29.1594,0.3449,-58.8511,38.2812,24.8493,0.0184
2026-03-27,68926271208.0,5.3465,0.0012,23.4989,11.7477,7.6061,1.6392,0.0012,4.1191,3.2279,2.1780,29.1278,0.3446,-58.8511,38.2752,24.8298,0.0184
2026-03-26,68652556773.6,5.3253,0.0004,23.4989,11.7519,7.6084,1.6327,0.0004,4.1191,3.2283,2.1798,29.0121,0.3423,-58.8511,38.2812,24.8298,0.0185
2026-03-25,69622998859.2,5.4005,0.0008,23.4989,11.7552,7.6198,1.6558,0.0008,4.1191,3.2293,2.1804,29.4222,0.3516,-58.8511,38.2812,24.8298,0.0182
2026-03-24,68677439904.0,5.3272,0.0004,23.4989,11.7552,7.6198,1.6333,0.0004,4.1191,3.2293,2.1810,29.0227,0.3429,-58.8511,38.2812,24.8298,0.0185
2026-03-23,68105127904.8,5.2828,0.0000,23.4989,11.7552,7.6198,1.6197,0.0000,4.1191,3.2293,2.1817,28.7808,0.3337,-58.8511,38.2812,24.8293,0.0186
2026-03-20,71265285465.6,5.5279,0.0000,23.4989,11.7477,7.6226,1.6948,0.0000,4.1191,3.2279,2.1829,30.1163,0.3682,-58.8511,38.2752,24.8062,0.0178
2026-03-19,72360143203.2,5.6129,0.0000,23.4989,11.7519,7.6254,1.7209,0.0000,4.1191,3.2283,2.1829,30.5789,0.3742,-58.8511,38.2812,24.8062,0.0175
2026-03-18,72982221463.2,5.6611,0.0008,23.4989,11.7552,7.6254,1.7357,0.0008,4.1191,3.2293,2.1860,30.8418,0.3793,-58.8511,38.2812,24.8062,0.0174
2026-03-17,73380351549.6,5.6920,0.0033,23.4989,11.7552,7.6283,1.7451,0.0033,4.1191,3.2293,2.1865,31.0101,0.3839,-58.8511,38.2812,24.7952,0.0173
2026-03-16,73131520245.6,5.6727,0.0025,23.4989,11.7552,7.6283,1.7392,0.0025,4.1191,3.2293,2.1867,30.9049,0.3822,-58.8511,38.2812,24.7842,0.0174
2026-03-13,72832922680.8,5.6495,0.0004,23.4989,11.7477,7.6283,1.7321,0.0004,4.1191,3.2279,2.1871,30.7787,0.3794,-58.8511,38.2752,24.7395,0.0174
2026-03-12,73081753984.8,5.6688,0.0012,23.4989,11.7519,7.6283,1.7380,0.0012,4.1191,3.2283,2.1879,30.8839,0.3816,-58.8511,38.2812,24.7395,0.0174
2026-03-11,72982221463.2,5.6611,0.0004,23.4989,11.7552,7.6283,1.7357,0.0004,4.1191,3.2293,2.1891,30.8418,0.3810,-58.8511,38.2812,24.7395,0.0174
2026-03-10,73156403376.0,5.6746,0.0012,23.4989,11.7552,7.6311,1.7398,0.0012,4.1191,3.2293,2.1904,30.9154,0.3826,-58.8511,38.2812,24.7327,0.0173
2026-03-09,72484558855.2,5.6225,0.0000,23.4989,11.7552,7.6339,1.7238,0.0000,4.1191,3.2293,2.1904,30.6315,0.3781,-58.8511,38.2812,24.7186,0.0175
2026-03-06,73878014157.6,5.7306,0.0008,23.4989,11.7477,7.6368,1.7570,0.0008,4.1191,3.2279,2.1916,31.2204,0.3864,-58.8511,38.2752,24.6733,0.0172
2026-03-05,73106637115.2,5.6708,0.0004,23.4989,11.7519,7.6566,1.7386,0.0004,4.1191,3.2283,2.1944,30.8944,0.3829,-58.8511,38.2812,24.6733,0.0174
2026-03-04,72982221463.2,5.6611,0.0000,23.4989,11.7552,7.6566,1.7357,0.0000,4.1191,3.2293,2.1953,30.8418,0.3826,-58.8511,38.2812,24.6733,0.0174
2026-03-03,74450326156.8,5.7750,0.0000,23.4989,11.7552,7.6680,1.7706,0.0000,4.1191,3.2293,2.1975,31.4622,0.3880,-58.8511,38.2812,24.6702,0.0170
2026-03-02,74549858678.4,5.7827,0.0000,23.4989,11.7552,7.6708,1.7730,0.0000,4.1191,3.2293,2.1981,31.5043,0.3888,-58.8511,38.2812,24.6702,0.0170
2026-02-27,75918430850.4,5.8889,0.0004,23.4989,11.7477,7.6813,1.8055,0.0004,4.1191,3.2279,2.1997,32.0827,0.3943,-58.8511,38.2752,24.6342,0.0167
2026-02-26,75868664589.6,5.8850,0.0000,23.4989,11.7519,7.6878,1.8043,0.0000,4.1191,3.2283,2.2017,32.0616,0.3940,-58.8511,38.2812,24.6342,0.0167
2026-02-25,76192145284.8,5.9101,0.0012,23.4989,11.7519,7.6896,1.8120,0.0012,4.1191,3.2283,2.2035,32.1983,0.3961,-58.8511,38.2812,24.6342,0.0167
2026-02-24,76465859719.2,5.9313,0.0012,23.4989,11.7519,7.7020,1.8185,0.0012,4.1191,3.2283,2.2053,32.3140,0.3974,-58.8511,38.2812,24.6342,0.0166
2026-02-13,76515625980.0,5.9352,0.0017,23.4938,11.7350,7.7048,1.8197,0.0017,4.1179,3.2200,2.2071,32.3350,0.3999,-59.0162,38.2451,24.5495,0.0166
2026-02-12,77187470500.8,5.9873,0.0041,23.4957,11.7380,7.7048,1.8357,0.0041,4.1184,3.2226,2.2071,32.6189,0.4034,-58.9763,38.2451,24.5430,0.0164
2026-02-11,77759782500.0,6.0317,0.0058,23.4957,11.7404,7.7105,1.8493,0.0070,4.1184,3.2237,2.2073,32.8608,0.4064,-58.9763,38.2571,24.5430,0.0163
2026-02-10,77884198152.0,6.0413,0.0062,23.4957,11.7427,7.7105,1.8523,0.0079,4.1184,3.2249,2.2073,32.9134,0.4070,-58.9763,38.2692,24.5430,0.0163
2026-02-09,77784665630.4,6.0336,0.0058,23.4957,11.7431,7.7133,1.8499,0.0070,4.1184,3.2261,2.2079,32.8713,0.4068,-58.9763,38.2692,24.5430,0.0163
2026-02-06,76988405457.6,5.9719,0.0029,23.4957,11.7434,7.7209,1.8310,0.0029,4.1184,3.2274,2.2097,32.5348,0.4028,-58.9763,38.2692,24.5430,0.0165
2026-02-05,77734899369.6,6.0298,0.0050,23.4989,11.7477,7.7209,1.8487,0.0062,4.1191,3.2279,2.2097,32.8503,0.4063,-58.8511,38.2752,24.5396,0.0163
2026-02-04,77610483717.6,6.0201,0.0046,23.4989,11.7477,7.7585,1.8458,0.0050,4.1191,3.2279,2.2126,32.7977,0.4059,-58.8511,38.2752,24.5386,0.0164
2026-02-03,75993080241.6,5.8947,0.0004,23.4989,11.7477,7.7627,1.8073,0.0004,4.1191,3.2279,2.2127,32.1142,0.3993,-58.8511,38.2752,24.5283,0.0167
2026-02-02,75918430850.4,5.8889,0.0000,23.4989,11.7477,7.7672,1.8055,0.0000,4.1191,3.2279,2.2139,32.0827,0.3993,-58.8511,38.2752,24.5236,0.0167
2026-01-30,76640041632.0,5.9448,0.0012,23.4957,11.7434,7.7700,1.8227,0.0012,4.1184,3.2274,2.2156,32.3876,0.4024,-58.9763,38.2692,24.5226,0.0166
2026-01-29,77013288588.0,5.9738,0.0021,23.4989,11.7477,7.7700,1.8315,0.0021,4.1191,3.2279,2.2156,32.5453,0.4042,-58.8511,38.2752,24.5069,0.0165
2026-01-28,76142379024.0,5.9062,0.0000,23.4989,11.7477,7.7700,1.8108,0.0000,4.1191,3.2279,2.2182,32.1773,0.4009,-58.8511,38.2752,24.5039,0.0167
2026-01-27,76988405457.6,5.9719,0.0012,23.4989,11.7477,7.7814,1.8310,0.0012,4.1191,3.2279,2.2219,32.5348,0.4042,-58.8511,38.2752,24.4940,0.0165
2026-01-26,77262119892.0,5.9931,0.0017,23.4989,11.7477,7.7842,1.8375,0.0017,4.1191,3.2279,2.2226,32.6505,0.4055,-58.8511,38.2752,24.4908,0.0164
2026-01-23,78008613804.0,6.0510,0.0017,23.4957,11.7434,7.7956,1.8552,0.0033,4.1184,3.2274,2.2264,32.9659,0.4078,-58.9763,38.2692,24.4882,0.0163
2026-01-22,78755107716.0,6.1089,0.0033,23.4989,11.7477,7.7956,1.8730,0.0108,4.1191,3.2279,2.2264,33.2814,0.4137,-58.8511,38.2752,24.4771,0.0161
2026-01-21,79526484758.4,6.1687,0.0095,23.4989,11.7477,7.7956,1.8913,0.0273,4.1191,3.2279,2.2281,33.6074,0.4216,-58.8511,38.2752,24.4715,0.0160
2026-01-20,80546693104.8,6.2479,0.0203,23.4989,11.7477,7.7956,1.9156,0.0517,4.1191,3.2279,2.2282,34.0385,0.4303,-58.8511,38.2752,24.4713,0.0158
2026-01-19,78929289628.8,6.1224,0.0037,23.4989,11.7477,7.7984,1.8771,0.0141,4.1191,3.2279,2.2292,33.3550,0.4158,-58.8511,38.2752,24.4452,0.0161
2026-01-16,78108146325.6,6.0587,0.0017,23.4957,11.7434,7.8069,1.8576,0.0037,4.1184,3.2274,2.2313,33.0080,0.4107,-58.9763,38.2692,24.4387,0.0162
2026-01-15,79153237802.4,6.1398,0.0037,23.4989,11.7477,7.8069,1.8824,0.0174,4.1191,3.2279,2.2313,33.4497,0.4179,-58.8511,38.2752,24.4374,0.0160
2026-01-14,79252770324.0,6.1475,0.0058,23.4989,11.7477,7.8097,1.8848,0.0207,4.1191,3.2279,2.2329,33.4917,0.4199,-58.8511,38.2752,24.4321,0.0160
2026-01-13,80944823191.2,6.2787,0.0236,23.4989,11.7477,7.8126,1.9250,0.0579,4.1191,3.2279,2.2342,34.2068,0.4336,-58.8511,38.2752,24.4126,0.0157
2026-01-12,80969706321.6,6.2807,0.0248,23.4989,11.7477,7.8183,1.9256,0.0579,4.1191,3.2279,2.2349,34.2173,0.4340,-58.8511,38.2752,24.3876,0.0157
2026-01-09,81342953277.6,6.3096,0.0318,23.4957,11.7434,7.8247,1.9345,0.0629,4.1184,3.2274,2.2369,34.3750,0.4380,-58.9763,38.2692,24.3863,0.0156
2026-01-08,81691317103.2,6.3367,0.0401,23.4989,11.7477,7.8247,1.9428,0.0658,4.1191,3.2279,2.2369,34.5222,0.4402,-58.8511,38.2752,24.3670,0.0155
2026-01-07,81641550842.4,6.3328,0.0397,23.4989,11.7477,7.8247,1.9416,0.0654,4.1191,3.2279,2.2373,34.5012,0.4402,-58.8511,38.2752,24.3670,0.0155
2026-01-06,82039680928.8,6.3637,0.0434,23.4989,11.7477,7.8324,1.9511,0.0674,4.1191,3.2279,2.2375,34.6695,0.4410,-58.8511,38.2752,24.3579,0.0155
2026-01-05,81367836408.0,6.3116,0.0327,23.4989,11.7477,7.8338,1.9351,0.0629,4.1191,3.2279,2.2375,34.3855,0.4394,-58.8511,38.2752,24.3539,0.0156
2025-12-31,81517135190.4,6.3231,0.0352,23.4957,11.7434,7.8381,1.9387,0.0633,4.1184,3.2274,2.2400,34.4486,0.4404,-58.9763,38.2692,24.3445,0.0156
2025-12-30,81591784581.6,6.3289,0.0368,23.4957,11.7434,7.8418,1.9404,0.0637,4.1184,3.2274,2.2439,34.4802,0.4409,-58.9763,38.2692,24.3409,0.0156
2025-12-29,83084772405.6,6.4447,0.0562,23.4957,11.7434,7.8428,1.9759,0.0840,4.1184,3.2274,2.2447,35.1111,0.4479,-58.9763,38.2692,24.3279,0.0153
2025-12-26,83059889275.2,6.4428,0.0558,23.4957,11.7431,7.8428,1.9754,0.0827,4.1184,3.2261,2.2460,35.1006,0.4481,-58.9763,38.2692,24.3279,0.0153
2025-12-25,84055214491.2,6.5200,0.0732,23.4957,11.7434,7.8480,1.9990,0.1030,4.1184,3.2274,2.2480,35.5212,0.4570,-58.9763,38.2692,24.3279,0.0151
2025-12-24,83731733796.0,6.4949,0.0674,23.4957,11.7434,7.8494,1.9913,0.0968,4.1184,3.2274,2.2491,35.3845,0.4537,-58.9763,38.2692,24.3213,0.0152
2025-12-23,82611992928.0,6.4081,0.0488,23.4957,11.7434,7.8494,1.9647,0.0744,4.1184,3.2274,2.2496,34.9113,0.4467,-58.9763,38.2692,24.3212,0.0154
2025-12-22,83209188057.6,6.4544,0.0562,23.4957,11.7434,7.8494,1.9789,0.0864,4.1184,3.2274,2.2499,35.1637,0.4504,-58.9763,38.2692,24.3148,0.0153
2025-12-19,83532668752.8,6.4795,0.0628,23.4957,11.7431,7.8518,1.9866,0.0918,4.1184,3.2261,2.2545,35.3004,0.4527,-58.9763,38.2692,24.3148,0.0152
2025-12-18,82388044754.4,6.3907,0.0459,23.4957,11.7434,7.8566,1.9594,0.0695,4.1184,3.2274,2.2551,34.8167,0.4462,-58.9763,38.2692,24.3148,0.0154
2025-12-17,76913756066.4,5.9661,0.0008,23.4957,11.7434,7.8580,1.8292,0.0008,4.1184,3.2274,2.2576,32.5033,0.4152,-58.9763,38.2692,24.3148,0.0165
2025-12-16,76465859719.2,5.9313,0.0000,23.4957,11.7434,7.8665,1.8185,0.0000,4.1184,3.2274,2.2576,32.3140,0.4140,-58.9763,38.2692,24.3138,0.0166
2025-12-15,76515625980.0,5.9352,0.0000,23.4957,11.7434,7.8669,1.8197,0.0000,4.1184,3.2274,2.2586,32.3350,0.4144,-58.9763,38.2692,24.2889,0.0166
2025-12-12,77187470500.8,5.9873,0.0000,23.4957,11.7431,7.8693,1.8357,0.0000,4.1184,3.2261,2.2600,32.6189,0.4159,-58.9763,38.2692,24.2871,0.0164
2025-12-11,79650900410.4,6.1784,0.0070,23.4957,11.7434,7.8693,1.8943,0.0277,4.1184,3.2274,2.2607,33.6600,0.4301,-58.9763,38.2692,24.2871,0.0159
2025-12-10,80596459365.6,6.2517,0.0165,23.4957,11.7434,7.8699,1.9168,0.0492,4.1184,3.2274,2.2612,34.0596,0.4384,-58.9763,38.2692,24.2841,0.0157
2025-12-09,79227887193.6,6.1456,0.0029,23.4957,11.7434,7.8750,1.8842,0.0186,4.1184,3.2274,2.2623,33.4812,0.4280,-58.9763,38.2692,24.2822,0.0160
2025-12-08,79999264236.0,6.2054,0.0099,23.4957,11.7434,7.8750,1.9026,0.0364,4.1184,3.2274,2.2654,33.8072,0.4342,-58.9763,38.2692,24.2627,0.0159
2025-12-05,79153237802.4,6.1398,0.0021,23.4957,11.7431,7.8785,1.8824,0.0157,4.1184,3.2261,2.2667,33.4497,0.4279,-58.9763,38.2692,24.2627,0.0160
2025-12-04,79352302845.6,6.1552,0.0033,23.4957,11.7434,7.8789,1.8872,0.0190,4.1184,3.2274,2.2679,33.5338,0.4289,-58.9763,38.2692,24.2627,0.0160
2025-12-03,79675783540.8,6.1803,0.0066,23.4957,11.7434,7.8806,1.8949,0.0277,4.1184,3.2274,2.2693,33.6705,0.4318,-58.9763,38.2692,24.2512,0.0159
2025-12-02,79203004063.2,6.1436,0.0021,23.4957,11.7434,7.8835,1.8836,0.0170,4.1184,3.2274,2.2705,33.4707,0.4293,-58.9763,38.2692,24.2508,0.0160
2025-12-01,79352302845.6,6.1552,0.0029,23.4957,11.7434,7.8873,1.8872,0.0186,4.1184,3.2274,2.2729,33.5338,0.4297,-58.9763,38.2692,24.2508,0.0160
2025-11-28,78779990846.4,6.1108,0.0012,23.4957,11.7431,7.8902,1.8736,0.0091,4.1184,3.2261,2.2749,33.2919,0.4274,-58.9763,38.2692,24.2431,0.0161
2025-11-27,78730224585.6,6.1070,0.0008,23.4957,11.7434,7.8902,1.8724,0.0083,4.1184,3.2274,2.2777,33.2709,0.4272,-58.9763,38.2692,24.2431,0.0161
2025-11-26,78979055889.6,6.1263,0.0008,23.4957,11.7434,7.8975,1.8783,0.0132,4.1184,3.2274,2.2779,33.3761,0.4289,-58.9763,38.2692,24.2295,0.0161
2025-11-25,78506276412.0,6.0896,0.0004,23.4957,11.7434,7.9000,1.8671,0.0045,4.1184,3.2274,2.2785,33.1763,0.4268,-58.9763,38.2692,24.2159,0.0162
2025-11-24,78481393281.6,6.0877,0.0000,23.4957,11.7434,7.9002,1.8665,0.0041,4.1184,3.2274,2.2878,33.1657,0.4268,-58.9763,38.2692,24.2143,0.0162
2025-11-21,79650900410.4,6.1784,0.0029,23.4957,11.7431,7.9090,1.8943,0.0236,4.1184,3.2261,2.2886,33.6600,0.4320,-58.9763,38.2692,24.1910,0.0159
2025-11-20,81069238843.2,6.2884,0.0186,23.4957,11.7434,7.9113,1.9280,0.0513,4.1184,3.2274,2.2950,34.2594,0.4409,-58.9763,38.2692,24.1910,0.0157
2025-11-19,81218537625.6,6.3000,0.0194,23.4957,11.7434,7.9134,1.9316,0.0529,4.1184,3.2274,2.2952,34.3224,0.4429,-58.9763,38.2692,24.1750,0.0156
2025-11-18,82462694145.6,6.3965,0.0380,23.4957,11.7434,7.9147,1.9611,0.0629,4.1184,3.2274,2.2962,34.8482,0.4471,-58.9763,38.2692,24.1714,0.0154
2025-11-17,83582435013.6,6.4833,0.0542,23.4957,11.7434,7.9241,1.9878,0.0831,4.1184,3.2274,2.2971,35.3214,0.4529,-58.9763,38.2692,24.1714,0.0152
2025-11-14,85174955359.2,6.6069,0.0794,23.4957,11.7431,7.9241,2.0257,0.1038,4.1184,3.2261,2.3002,35.9944,0.4630,-58.9763,38.2692,24.1580,0.0149
2025-11-13,85971215532.0,6.6686,0.0848,23.4957,11.7434,7.9331,2.0446,0.1141,4.1184,3.2274,2.3014,36.3309,0.4677,-58.9763,38.2692,24.1580,0.0148
2025-11-12,84503110838.4,6.5548,0.0670,23.4957,11.7434,7.9458,2.0097,0.0964,4.1184,3.2274,2.3014,35.7105,0.4607,-58.9763,38.2692,24.1580,0.0150
2025-11-11,83433136231.2,6.4718,0.0505,23.4957,11.7434,7.9458,1.9842,0.0802,4.1184,3.2274,2.3018,35.2583,0.4537,-58.9763,38.2692,24.1580,0.0152
2025-11-10,82761291710.4,6.4196,0.0414,23.4957,11.7434,7.9475,1.9682,0.0682,4.1184,3.2274,2.3021,34.9744,0.4504,-58.9763,38.2692,24.1580,0.0153
2025-11-07,80198329279.2,6.2208,0.0066,23.4957,11.7431,7.9487,1.9073,0.0331,4.1184,3.2261,2.3033,33.8913,0.4386,-58.9763,38.2692,24.1323,0.0158
2025-11-06,79700666671.2,6.1822,0.0033,23.4957,11.7434,7.9575,1.8955,0.0244,4.1184,3.2274,2.3039,33.6810,0.4363,-58.9763,38.2692,24.1323,0.0159
2025-11-05,80248095540.0,6.2247,0.0074,23.4957,11.7434,7.9600,1.9085,0.0343,4.1184,3.2274,2.3058,33.9123,0.4400,-58.9763,38.2692,24.1323,0.0158
2025-11-04,79825082323.2,6.1919,0.0033,23.4957,11.7434,7.9602,1.8984,0.0273,4.1184,3.2274,2.3076,33.7336,0.4376,-58.9763,38.2692,24.1323,0.0159
