date,市值(元),PB,PB_分位点,PB_80%分位点值,PB_50%分位点值,PB_20%分位点值,PE-TTM,PE-TTM_分位点,PE-TTM_80%分位点值,PE-TTM_50%分位点值,PE-TTM_20%分位点值,股息率,PS-TTM,PS-TTM_分位点,PS-TTM_80%分位点值,PS-TTM_50%分位点值,PS-TTM_20%分位点值
2023-10-09,153786845081.19,0.6168,0.0000,2.1578,1.7599,1.0522,7.5886,0.2485,10.8355,8.7894,7.2318,0.0528,0.3089,0.0009,1.0676,0.8912,0.5365
2023-09-28,156053679880.68,0.6259,0.0009,2.1578,1.7598,1.0541,7.7004,0.2657,10.8355,8.7840,7.2318,0.0520,0.3135,0.0026,1.0676,0.8917,0.5366
2023-09-27,155695758596.55,0.6245,0.0000,2.1578,1.7598,1.0547,7.6828,0.2632,10.8355,8.7867,7.2318,0.0521,0.3128,0.0017,1.0676,0.8919,0.5369
2023-09-26,155934372785.97,0.6254,0.0000,2.1578,1.7598,1.0548,7.6945,0.2645,10.8355,8.7867,7.2318,0.0520,0.3132,0.0017,1.0676,0.8919,0.5370
2023-09-25,156769522448.94,0.6288,0.0000,2.1578,1.7598,1.0572,7.7357,0.2732,10.8355,8.7867,7.2318,0.0518,0.3149,0.0026,1.0676,0.8919,0.5373
2023-09-22,159752199816.69,0.6407,0.0017,2.1578,1.7597,1.0572,7.8829,0.2990,10.8355,8.7834,7.2318,0.0508,0.3209,0.0061,1.0676,0.8922,0.5382
2023-09-21,158201207585.46,0.6345,0.0000,2.1578,1.7598,1.0578,7.8064,0.2848,10.8355,8.7840,7.2318,0.0513,0.3178,0.0026,1.0676,0.8923,0.5389
2023-09-20,158559128869.59,0.6359,0.0000,2.1578,1.7598,1.0584,7.8241,0.2875,10.8355,8.7867,7.2318,0.0512,0.3185,0.0026,1.0676,0.8926,0.5392
2023-09-19,158678435964.3,0.6364,0.0000,2.1578,1.7599,1.0587,7.8299,0.2881,10.8355,8.7894,7.2318,0.0511,0.3188,0.0026,1.0676,0.8928,0.5392
2023-09-18,158797743059.01,0.6369,0.0000,2.1582,1.7599,1.0587,7.8358,0.2882,10.8358,8.7894,7.2265,0.0511,0.3190,0.0030,1.0680,0.8930,0.5392
2023-09-15,160110121100.82,0.6422,0.0000,2.1578,1.7598,1.0601,7.9006,0.2988,10.8355,8.7867,7.2318,0.0507,0.3216,0.0057,1.0676,0.8937,0.5402
2023-09-14,161183884953.21,0.6465,0.0000,2.1578,1.7599,1.0603,7.9536,0.3103,10.8355,8.7894,7.2318,0.0503,0.3238,0.0078,1.0676,0.8942,0.5402
2023-09-13,162496262995.02,0.6517,0.0000,2.1582,1.7599,1.0603,8.0183,0.3243,10.8358,8.7894,7.2265,0.0499,0.3264,0.0109,1.0680,0.8943,0.5402
2023-09-12,162854184279.15,0.6532,0.0009,2.1582,1.7599,1.0618,8.0360,0.3287,10.8358,8.7894,7.2265,0.0498,0.3271,0.0122,1.0680,0.8948,0.5405
2023-09-11,163450719752.7,0.6556,0.0009,2.1582,1.7599,1.0633,8.0654,0.3383,10.8358,8.7894,7.2265,0.0496,0.3283,0.0157,1.0680,0.8951,0.5413
2023-09-08,165956168741.61,0.6656,0.0035,2.1578,1.7598,1.0634,8.1891,0.3662,10.8355,8.7867,7.2318,0.0489,0.3334,0.0209,1.0676,0.8952,0.5431
2023-09-07,167029932594.0,0.6699,0.0057,2.1578,1.7599,1.0637,8.2420,0.3821,10.8355,8.7894,7.2318,0.0486,0.3355,0.0222,1.0676,0.8952,0.5442
2023-09-06,169058153204.07,0.6781,0.0126,2.1582,1.7599,1.0637,8.3421,0.4114,10.8358,8.7894,7.2265,0.0480,0.3396,0.0257,1.0680,0.8956,0.5442
2023-09-05,165598247457.48,0.6642,0.0017,2.1582,1.7599,1.0637,8.1714,0.3622,10.8358,8.7894,7.2265,0.0490,0.3327,0.0192,1.0680,0.8965,0.5442
2023-09-04,167507160972.84,0.6718,0.0061,2.1582,1.7599,1.0647,8.2656,0.3914,10.8358,8.7894,7.2265,0.0484,0.3365,0.0226,1.0680,0.8971,0.5448
2023-09-01,167626468067.55,0.6723,0.0065,2.1578,1.7598,1.0653,8.2715,0.3945,10.8355,8.7867,7.2318,0.0484,0.3367,0.0226,1.0676,0.8975,0.5469
2023-08-31,162734877184.44,0.6527,0.0004,2.1578,1.7599,1.0659,8.0301,0.3294,10.8355,8.7894,7.2318,0.0499,0.3269,0.0109,1.0676,0.8975,0.5479
2023-08-30,169416074488.2,0.7121,0.0287,2.1582,1.7599,1.0659,7.4848,0.2347,10.8358,8.7894,7.2265,0.0479,0.3324,0.0178,1.0680,0.8978,0.5479
2023-08-29,169416074488.2,0.7121,0.0287,2.1582,1.7599,1.0664,7.4848,0.2347,10.8358,8.7894,7.2265,0.0479,0.3324,0.0178,1.0680,0.8986,0.5480
2023-08-28,167626468067.55,0.7046,0.0231,2.1582,1.7599,1.0679,7.4058,0.2229,10.8358,8.7894,7.2265,0.0484,0.3289,0.0157,1.0680,0.8992,0.5483
2023-08-25,160348735290.24,0.6740,0.0070,2.1578,1.7598,1.0714,7.0842,0.1914,10.8355,8.7867,7.2318,0.0506,0.3146,0.0017,1.0676,0.8994,0.5503
2023-08-24,163570026847.41,0.6649,0.0017,2.1578,1.7599,1.0743,7.2265,0.1989,10.8355,8.7894,7.2397,0.0496,0.3209,0.0039,1.0676,0.8994,0.5506
2023-08-23,164882404889.22,0.6702,0.0044,2.1582,1.7599,1.0743,7.2845,0.2055,10.8358,8.7894,7.2397,0.0492,0.3235,0.0065,1.0680,0.8997,0.5506
2023-08-22,167268546783.42,0.6799,0.0109,2.1582,1.7599,1.0743,7.3900,0.2190,10.8358,8.7894,7.2397,0.0485,0.3282,0.0126,1.0680,0.9002,0.5517
2023-08-21,166791318404.58,0.6780,0.0087,2.1582,1.7599,1.0747,7.3689,0.2151,10.8358,8.7894,7.2397,0.0486,0.3273,0.0104,1.0680,0.9008,0.5519
2023-08-18,170728452530.01,0.6940,0.0165,2.1578,1.7598,1.0758,7.5428,0.2384,10.8355,8.7867,7.2432,0.0475,0.3350,0.0170,1.0676,0.9017,0.5536
2023-08-17,173353208613.63,0.7047,0.0205,2.1578,1.7599,1.0758,7.6588,0.2585,10.8355,8.7894,7.2432,0.0468,0.3401,0.0209,1.0676,0.9023,0.5571
2023-08-16,173472515708.34,0.7051,0.0205,2.1582,1.7599,1.0758,7.6640,0.2590,10.8358,8.7894,7.2397,0.0468,0.3404,0.0209,1.0680,0.9024,0.5571
2023-08-15,170489838340.59,0.6930,0.0161,2.1582,1.7599,1.0768,7.5323,0.2373,10.8358,8.7894,7.2397,0.0476,0.3345,0.0165,1.0680,0.9026,0.5573
2023-08-14,171802216382.4,0.6983,0.0174,2.1582,1.7599,1.0768,7.5902,0.2460,10.8358,8.7894,7.2397,0.0472,0.3371,0.0178,1.0680,0.9027,0.5574
2023-08-11,174188358276.6,0.7080,0.0213,2.1578,1.7598,1.0786,7.6957,0.2601,10.8355,8.7867,7.2432,0.0466,0.3418,0.0217,1.0676,0.9027,0.5594
2023-08-10,175977964697.25,0.7153,0.0252,2.1578,1.7599,1.0789,7.7747,0.2750,10.8355,8.7894,7.2432,0.0461,0.3453,0.0257,1.0676,0.9027,0.5595
2023-08-09,175381429223.7,0.7129,0.0235,2.1582,1.7599,1.0789,7.7484,0.2708,10.8358,8.7894,7.2397,0.0463,0.3441,0.0239,1.0680,0.9028,0.5595
2023-08-08,173949744087.18,0.7071,0.0209,2.1582,1.7599,1.0789,7.6851,0.2595,10.8358,8.7894,7.2397,0.0466,0.3413,0.0213,1.0680,0.9030,0.5596
2023-08-07,175739350507.83,0.7144,0.0235,2.1582,1.7599,1.0795,7.7642,0.2721,10.8358,8.7894,7.2397,0.0462,0.3448,0.0239,1.0680,0.9031,0.5600
2023-08-04,181824012338.04,0.7391,0.0304,2.1578,1.7598,1.0812,8.0330,0.3258,10.8355,8.7867,7.2432,0.0446,0.3568,0.0365,1.0676,0.9034,0.5603
2023-08-03,183136390379.85,0.7444,0.0326,2.1578,1.7599,1.0817,8.0910,0.3416,10.8355,8.7894,7.2432,0.0443,0.3593,0.0396,1.0676,0.9035,0.5604
2023-08-02,179676484633.26,0.7304,0.0270,2.1582,1.7599,1.0817,7.9381,0.3026,10.8358,8.7894,7.2397,0.0452,0.3526,0.0300,1.0680,0.9037,0.5604
2023-08-01,180034405917.39,0.7318,0.0283,2.1582,1.7599,1.0843,7.9539,0.3069,10.8358,8.7894,7.2397,0.0451,0.3533,0.0322,1.0680,0.9039,0.5614
2023-07-31,181943319432.75,0.7396,0.0300,2.1582,1.7599,1.0861,8.0383,0.3261,10.8358,8.7894,7.2397,0.0446,0.3570,0.0357,1.0680,0.9039,0.5617
2023-07-28,181704705243.33,0.7386,0.0291,2.1578,1.7598,1.0874,8.0277,0.3245,10.8355,8.7867,7.2432,0.0446,0.3565,0.0352,1.0676,0.9043,0.5624
2023-07-27,175739350507.83,0.7144,0.0235,2.1578,1.7599,1.0887,7.7642,0.2720,10.8355,8.7894,7.2432,0.0462,0.3448,0.0239,1.0676,0.9045,0.5629
2023-07-26,177409649833.77,0.7211,0.0239,2.1582,1.7599,1.0887,7.8380,0.2817,10.8358,8.7894,7.2397,0.0457,0.3481,0.0248,1.0680,0.9045,0.5629
2023-07-25,178006185307.32,0.7236,0.0248,2.1582,1.7599,1.0887,7.8643,0.2878,10.8358,8.7894,7.2397,0.0456,0.3493,0.0261,1.0680,0.9046,0.5632
2023-07-24,164643790699.8,0.6693,0.0035,2.1582,1.7599,1.0908,7.2740,0.2037,10.8358,8.7894,7.2397,0.0493,0.3231,0.0057,1.0680,0.9049,0.5637
2023-07-21,166791318404.58,0.6780,0.0083,2.1578,1.7598,1.0963,7.3689,0.2144,10.8355,8.7867,7.2432,0.0486,0.3273,0.0100,1.0676,0.9057,0.5666
2023-07-20,165598247457.48,0.6731,0.0052,2.1578,1.7599,1.0967,7.3162,0.2080,10.8355,8.7894,7.2432,0.0490,0.3249,0.0070,1.0676,0.9059,0.5669
2023-07-19,165836861646.9,0.6741,0.0052,2.1582,1.7599,1.0967,7.3267,0.2094,10.8358,8.7894,7.2397,0.0489,0.3254,0.0070,1.0680,0.9061,0.5669
2023-07-18,163450719752.7,0.6644,0.0013,2.1582,1.7599,1.0973,7.2213,0.1985,10.8358,8.7894,7.2397,0.0496,0.3207,0.0035,1.0680,0.9063,0.5695
2023-07-17,163570026847.41,0.6649,0.0013,2.1582,1.7599,1.0995,7.2265,0.1985,10.8358,8.7894,7.2432,0.0496,0.3209,0.0035,1.0680,0.9064,0.5708
2023-07-14,164405176510.38,0.6683,0.0017,2.1578,1.7608,1.1008,7.2634,0.2023,10.8355,8.7920,7.2476,0.0493,0.3226,0.0043,1.0699,0.9071,0.5723
2023-07-13,164643790699.8,0.6693,0.0022,2.1578,1.7609,1.1027,7.2740,0.2023,10.8355,8.7941,7.2476,0.0493,0.3231,0.0044,1.0699,0.9072,0.5736
2023-07-12,163212105563.28,0.6634,0.0009,2.1582,1.7610,1.1027,7.2107,0.1972,10.8358,8.7982,7.2471,0.0497,0.3202,0.0030,1.0715,0.9076,0.5736
2023-07-11,165359633268.06,0.6722,0.0022,2.1582,1.7619,1.1044,7.3056,0.2046,10.8358,8.8036,7.2476,0.0491,0.3245,0.0039,1.0718,0.9080,0.5772
2023-07-10,165956168741.61,0.6746,0.0026,2.1582,1.7626,1.1046,7.3320,0.2068,10.8358,8.8061,7.2476,0.0489,0.3256,0.0044,1.0719,0.9083,0.5816
2023-07-07,165478940362.77,0.6726,0.0022,2.1578,1.7626,1.1052,7.3109,0.2049,10.8355,8.8061,7.2482,0.0490,0.3247,0.0039,1.0718,0.9089,0.5857
2023-07-06,166672011309.87,0.6775,0.0030,2.1578,1.7627,1.1083,7.3636,0.2093,10.8355,8.8073,7.2482,0.0487,0.3270,0.0048,1.0718,0.9090,0.5894
2023-07-05,166672011309.87,0.6775,0.0030,2.1582,1.7629,1.1083,7.3636,0.2094,10.8358,8.8075,7.2476,0.0487,0.3270,0.0048,1.0719,0.9091,0.5894
2023-07-04,167268546783.42,0.6799,0.0044,2.1582,1.7632,1.1087,7.3900,0.2125,10.8358,8.8075,7.2476,0.0485,0.3282,0.0061,1.0719,0.9092,0.5894
2023-07-03,168819539014.65,0.6862,0.0057,2.1582,1.7632,1.1093,7.4585,0.2203,10.8358,8.8075,7.2476,0.0481,0.3312,0.0074,1.0719,0.9095,0.5913
2023-06-30,167268546783.42,0.6799,0.0043,2.1578,1.7629,1.1108,7.3900,0.2123,10.8355,8.8061,7.2482,0.0485,0.3282,0.0061,1.0718,0.9101,0.6010
2023-06-29,167149239688.71,0.6794,0.0035,2.1578,1.7632,1.1116,7.3847,0.2106,10.8355,8.8073,7.2482,0.0485,0.3280,0.0052,1.0718,0.9102,0.6029
2023-06-28,169654688677.62,0.6896,0.0070,2.1582,1.7632,1.1116,7.4954,0.2251,10.8358,8.8075,7.2476,0.0478,0.3329,0.0078,1.0719,0.9105,0.6029
2023-06-27,170967066719.43,0.6950,0.0078,2.1582,1.7632,1.1116,7.5534,0.2303,10.8358,8.8075,7.2476,0.0475,0.3355,0.0083,1.0719,0.9108,0.6066
2023-06-26,164047255226.25,0.6668,0.0009,2.1582,1.7632,1.1129,7.2476,0.1998,10.8358,8.8075,7.2476,0.0495,0.3219,0.0035,1.0719,0.9111,0.6075
2023-06-21,166314090025.74,0.6760,0.0017,2.1578,1.7629,1.1144,7.3478,0.2075,10.8355,8.8061,7.2516,0.0488,0.3263,0.0039,1.0718,0.9116,0.6096
2023-06-20,167149239688.71,0.6794,0.0026,2.1578,1.7629,1.1161,7.3847,0.2097,10.8355,8.8061,7.2516,0.0485,0.3280,0.0043,1.0718,0.9117,0.6101
2023-06-19,169296767393.49,0.6882,0.0043,2.1578,1.7629,1.1166,7.4796,0.2205,10.8355,8.8061,7.2516,0.0479,0.3322,0.0052,1.0718,0.9119,0.6101
2023-06-16,173472515708.34,0.7051,0.0091,2.1578,1.7634,1.1166,7.6640,0.2477,10.8355,8.8075,7.2516,0.0468,0.3404,0.0096,1.0719,0.9122,0.6106
2023-06-15,175620043413.12,0.7139,0.0122,2.1578,1.7635,1.1173,7.7589,0.2600,10.8355,8.8078,7.2516,0.0462,0.3446,0.0126,1.0719,0.9123,0.6108
2023-06-14,171802216382.4,0.6983,0.0070,2.1578,1.7636,1.1177,7.5902,0.2353,10.8355,8.8099,7.2516,0.0472,0.3371,0.0074,1.0719,0.9124,0.6109
2023-06-13,174426972466.02,0.7090,0.0096,2.1578,1.7639,1.1180,7.7062,0.2497,10.8355,8.8122,7.2516,0.0465,0.3423,0.0100,1.0721,0.9125,0.6111
2023-06-12,173830436992.47,0.7066,0.0091,2.1578,1.7646,1.1185,7.6799,0.2479,10.8355,8.8129,7.2516,0.0467,0.3411,0.0096,1.0723,0.9125,0.6114
2023-06-09,175023507939.57,0.7114,0.0100,2.1578,1.7650,1.1245,7.7326,0.2546,10.8355,8.8135,7.2516,0.0464,0.3434,0.0104,1.0723,0.9126,0.6120
2023-06-08,177648264023.19,0.7221,0.0109,2.1582,1.7652,1.1245,7.8485,0.2721,10.8358,8.8157,7.2482,0.0457,0.3486,0.0118,1.0725,0.9126,0.6120
2023-06-07,174426972466.02,0.7090,0.0091,2.1582,1.7654,1.1252,7.7062,0.2496,10.8358,8.8179,7.2482,0.0465,0.3423,0.0096,1.0725,0.9126,0.6125
2023-06-06,172518058950.66,0.7013,0.0070,2.1582,1.7655,1.1262,7.6219,0.2400,10.8358,8.8209,7.2482,0.0470,0.3385,0.0074,1.0728,0.9130,0.6148
2023-06-05,171324988003.56,0.6964,0.0061,2.1582,1.7657,1.1273,7.5692,0.2317,10.8358,8.8221,7.2482,0.0474,0.3362,0.0065,1.0729,0.9133,0.6152
2023-06-02,173233901518.92,0.7042,0.0070,2.1578,1.7661,1.1292,7.6535,0.2450,10.8355,8.8250,7.2516,0.0468,0.3399,0.0074,1.0736,0.9138,0.6168
2023-06-01,167029932594.0,0.6789,0.0022,2.1582,1.7662,1.1292,7.3794,0.2094,10.8358,8.8250,7.2482,0.0486,0.3277,0.0039,1.0740,0.9139,0.6168
2023-05-31,169893302867.04,0.6906,0.0048,2.1582,1.7664,1.1318,7.5059,0.2239,10.8358,8.8250,7.2482,0.0478,0.3334,0.0057,1.0740,0.9140,0.6182
2023-05-30,171324988003.56,0.6964,0.0052,2.1582,1.7664,1.1353,7.5692,0.2308,10.8358,8.8268,7.2482,0.0474,0.3362,0.0057,1.0740,0.9143,0.6182
2023-05-29,167387853878.13,0.6804,0.0022,2.1582,1.7665,1.1359,7.3952,0.2108,10.8358,8.8291,7.2482,0.0485,0.3284,0.0039,1.0742,0.9144,0.6184
2023-05-26,169535381582.91,0.6891,0.0039,2.1578,1.7667,1.1388,7.4901,0.2219,10.8355,8.8357,7.2516,0.0479,0.3327,0.0048,1.0745,0.9147,0.6187
2023-05-25,169296767393.49,0.6882,0.0035,2.1582,1.7669,1.1388,7.4796,0.2199,10.8358,8.8357,7.2482,0.0479,0.3322,0.0044,1.0745,0.9147,0.6187
2023-05-24,168342310635.81,0.6843,0.0022,2.1582,1.7672,1.1389,7.4374,0.2147,10.8358,8.8357,7.2482,0.0482,0.3303,0.0039,1.0745,0.9147,0.6192
2023-05-23,173233901518.92,0.7042,0.0039,2.1582,1.7679,1.1417,7.6535,0.2422,10.8358,8.8357,7.2482,0.0468,0.3399,0.0044,1.0747,0.9150,0.6192
2023-05-22,175023507939.57,0.7114,0.0048,2.1582,1.7680,1.1424,7.7326,0.2496,10.8358,8.8365,7.2482,0.0464,0.3434,0.0052,1.0748,0.9150,0.6195
2023-05-19,173472515708.34,0.7051,0.0039,2.1578,1.7686,1.1431,7.6640,0.2428,10.8355,8.8398,7.2516,0.0468,0.3404,0.0044,1.0756,0.9154,0.6219
2023-05-18,174426972466.02,0.7090,0.0039,2.1582,1.7688,1.1431,7.7062,0.2442,10.8358,8.8409,7.2482,0.0465,0.3423,0.0044,1.0756,0.9154,0.6219
2023-05-17,176335885981.38,0.7168,0.0039,2.1582,1.7691,1.1431,7.7905,0.2587,10.8358,8.8421,7.2482,0.0460,0.3460,0.0044,1.0756,0.9154,0.6219
2023-05-16,177886878212.61,0.7231,0.0039,2.1582,1.7691,1.1445,7.8591,0.2666,10.8358,8.8508,7.2482,0.0456,0.3490,0.0052,1.0760,0.9155,0.6231
2023-05-15,179676484633.26,0.7304,0.0048,2.1582,1.7695,1.1468,7.9381,0.2827,10.8358,8.8566,7.2482,0.0452,0.3526,0.0078,1.0761,0.9157,0.6271
2023-05-12,179676484633.26,0.7304,0.0048,2.1578,1.7698,1.1489,7.9381,0.2824,10.8355,8.8622,7.2516,0.0452,0.3526,0.0078,1.0763,0.9158,0.6296
2023-05-11,182539854906.3,0.7420,0.0065,2.1582,1.7701,1.1489,8.0646,0.3135,10.8358,8.8637,7.2482,0.0444,0.3582,0.0122,1.0764,0.9158,0.6296
2023-05-10,182539854906.3,0.7420,0.0065,2.1582,1.7704,1.1505,8.0646,0.3136,10.8358,8.8652,7.2482,0.0444,0.3582,0.0122,1.0764,0.9158,0.6302
2023-05-09,184568075516.37,0.7502,0.0087,2.1582,1.7705,1.1505,8.1542,0.3328,10.8358,8.8661,7.2482,0.0440,0.3622,0.0170,1.0769,0.9158,0.6304
2023-05-08,185880453558.18,0.7556,0.0109,2.1582,1.7711,1.1518,8.2122,0.3515,10.8358,8.8668,7.2482,0.0436,0.3647,0.0200,1.0775,0.9158,0.6312
2023-05-05,185403225179.34,0.7536,0.0100,2.1578,1.7714,1.1531,8.1911,0.3438,10.8355,8.8701,7.2516,0.0438,0.3638,0.0178,1.0780,0.9174,0.6328
2023-05-04,178364106591.45,0.7250,0.0039,2.1582,1.7716,1.1531,7.8802,0.2712,10.8358,8.8701,7.2482,0.0455,0.3500,0.0057,1.0780,0.9175,0.6328
2023-04-28,180630941390.94,0.7443,0.0061,2.1578,1.7719,1.1546,7.9862,0.2889,10.8355,8.8714,7.2516,0.0449,0.3585,0.0117,1.0782,0.9180,0.6336
2023-04-27,178006185307.32,0.7335,0.0052,2.1582,1.7719,1.1546,7.8702,0.2690,10.8358,8.8720,7.2482,0.0456,0.3533,0.0087,1.0785,0.9181,0.6336
2023-04-26,176574500170.8,0.7276,0.0039,2.1582,1.7720,1.1553,7.8069,0.2600,10.8358,8.8726,7.2482,0.0459,0.3505,0.0057,1.0785,0.9181,0.6336
2023-04-25,177528956928.48,0.7315,0.0039,2.1582,1.7730,1.1569,7.8491,0.2648,10.8358,8.8759,7.2482,0.0457,0.3524,0.0065,1.0788,0.9181,0.6355
2023-04-24,177767571117.9,0.7325,0.0039,2.1582,1.7731,1.1574,7.8596,0.2657,10.8358,8.8767,7.2482,0.0456,0.3528,0.0065,1.0789,0.9184,0.6377
2023-04-21,182539854906.3,0.7521,0.0065,2.1578,1.7733,1.1589,8.0706,0.3116,10.8355,8.8778,7.2516,0.0444,0.3623,0.0144,1.0790,0.9191,0.6380
2023-04-20,184090847137.53,0.7585,0.0083,2.1582,1.7734,1.1589,8.1392,0.3235,10.8358,8.8781,7.2482,0.0441,0.3654,0.0170,1.0799,0.9192,0.6380
2023-04-19,184687382611.08,0.7610,0.0091,2.1582,1.7735,1.1593,8.1656,0.3345,10.8358,8.8784,7.2482,0.0439,0.3666,0.0183,1.0799,0.9192,0.6382
2023-04-18,189698280588.9,0.7816,0.0166,2.1582,1.7737,1.1593,8.3871,0.4003,10.8358,8.8809,7.2482,0.0428,0.3765,0.0226,1.0801,0.9194,0.6382
2023-04-17,190056201873.03,0.7831,0.0170,2.1582,1.7757,1.1593,8.4030,0.4042,10.8358,8.8826,7.2482,0.0427,0.3772,0.0231,1.0803,0.9198,0.6385
2023-04-14,188624516736.51,0.7772,0.0131,2.1578,1.7765,1.1603,8.3397,0.3851,10.8355,8.8828,7.2516,0.0430,0.3744,0.0209,1.0808,0.9202,0.6401
2023-04-13,189101745115.35,0.7792,0.0148,2.1582,1.7767,1.1603,8.3608,0.3940,10.8358,8.8851,7.2482,0.0429,0.3753,0.0218,1.0813,0.9204,0.6401
2023-04-12,191487887009.55,0.7890,0.0205,2.1582,1.7770,1.1617,8.4663,0.4177,10.8358,8.8874,7.2482,0.0424,0.3801,0.0226,1.0813,0.9205,0.6417
2023-04-11,191368579914.84,0.7885,0.0196,2.1582,1.7772,1.1631,8.4610,0.4172,10.8358,8.8880,7.2482,0.0424,0.3798,0.0222,1.0843,0.9205,0.6420
2023-04-10,187312138694.7,0.7718,0.0109,2.1582,1.7772,1.1650,8.2816,0.3685,10.8358,8.8933,7.2482,0.0433,0.3718,0.0205,1.0855,0.9207,0.6441
2023-04-07,188743823831.22,0.7777,0.0126,2.1578,1.7787,1.1666,8.3449,0.3860,10.8355,8.8939,7.2516,0.0430,0.3746,0.0205,1.0863,0.9212,0.6444
2023-04-06,179437870443.84,0.7394,0.0039,2.1582,1.7788,1.1666,7.9335,0.2791,10.8358,8.8945,7.2482,0.0452,0.3561,0.0096,1.0868,0.9213,0.6444
2023-04-04,180750248485.65,0.7448,0.0039,2.1582,1.7790,1.1667,7.9915,0.2896,10.8358,8.8952,7.2482,0.0449,0.3587,0.0100,1.0868,0.9213,0.6447
2023-04-03,183852232948.11,0.7576,0.0070,2.1582,1.7791,1.1674,8.1287,0.3211,10.8358,8.8974,7.2482,0.0441,0.3649,0.0157,1.0868,0.9213,0.6450
2023-03-31,181824012338.04,0.7492,0.0048,2.1582,1.7803,1.1682,8.0390,0.3021,10.8358,8.9008,7.2482,0.0446,0.3609,0.0109,1.0874,0.9225,0.6452
2023-03-30,186119067747.6,0.7719,0.0091,2.1582,1.7804,1.1685,8.1326,0.3210,10.8358,8.9011,7.2482,0.0610,0.3586,0.0096,1.0874,0.9225,0.6458
2023-03-29,183613618758.69,0.7615,0.0074,2.1582,1.7808,1.1685,8.0231,0.2989,10.8358,8.9011,7.2482,0.0618,0.3538,0.0074,1.0874,0.9226,0.6467
2023-03-28,183136390379.85,0.7596,0.0065,2.1582,1.7813,1.1692,8.0022,0.2919,10.8358,8.9027,7.2482,0.0620,0.3529,0.0065,1.0875,0.9230,0.6470
2023-03-27,184568075516.37,0.7655,0.0078,2.1582,1.7817,1.1700,8.0648,0.3089,10.8358,8.9048,7.2482,0.0615,0.3556,0.0078,1.0881,0.9235,0.6477
2023-03-24,188624516736.51,0.7823,0.0113,2.1582,1.7825,1.1710,8.2420,0.3513,10.8358,8.9074,7.2482,0.0602,0.3634,0.0113,1.0897,0.9241,0.6479
2023-03-23,189221052210.06,0.7848,0.0122,2.1582,1.7826,1.1730,8.2681,0.3606,10.8358,8.9076,7.2482,0.0600,0.3646,0.0122,1.0897,0.9242,0.6483
2023-03-22,189698280588.9,0.7868,0.0131,2.1582,1.7826,1.1731,8.2890,0.3656,10.8358,8.9083,7.2482,0.0598,0.3655,0.0126,1.0897,0.9242,0.6484
2023-03-21,187789367073.54,0.7789,0.0100,2.1582,1.7828,1.1746,8.2055,0.3416,10.8358,8.9108,7.2482,0.0604,0.3618,0.0100,1.0897,0.9242,0.6491
2023-03-20,187550752884.12,0.7779,0.0092,2.1582,1.7830,1.1787,8.1951,0.3381,10.8358,8.9142,7.2482,0.0605,0.3614,0.0092,1.0911,0.9243,0.6491
2023-03-17,189698280588.9,0.7868,0.0122,2.1582,1.7836,1.1811,8.2890,0.3644,10.8358,8.9173,7.2482,0.0598,0.3655,0.0118,1.0926,0.9247,0.6492
2023-03-16,187908674168.25,0.7794,0.0096,2.1582,1.7837,1.1811,8.2108,0.3415,10.8358,8.9183,7.2482,0.0604,0.3621,0.0096,1.0926,0.9250,0.6499
2023-03-15,189221052210.06,0.7848,0.0109,2.1582,1.7841,1.1817,8.2681,0.3595,10.8358,8.9183,7.2482,0.0600,0.3646,0.0109,1.0926,0.9250,0.6512
2023-03-14,187908674168.25,0.7794,0.0096,2.1582,1.7847,1.1818,8.2108,0.3416,10.8358,8.9201,7.2482,0.0604,0.3621,0.0096,1.0937,0.9250,0.6512
2023-03-13,188982438020.64,0.7838,0.0100,2.1582,1.7850,1.1832,8.2577,0.3560,10.8358,8.9219,7.2482,0.0600,0.3641,0.0100,1.0950,0.9252,0.6512
2023-03-10,188863130925.93,0.7833,0.0096,2.1582,1.7856,1.1849,8.2525,0.3539,10.8358,8.9242,7.2482,0.0601,0.3639,0.0096,1.0979,0.9254,0.6515
2023-03-09,192323036672.52,0.7977,0.0135,2.1582,1.7856,1.1875,8.4036,0.3950,10.8358,8.9242,7.2482,0.0590,0.3706,0.0118,1.0979,0.9254,0.6519
2023-03-08,187138115388.39,0.7762,0.0083,2.1582,1.7856,1.1885,8.1771,0.3329,10.8358,8.9248,7.2482,0.0606,0.3606,0.0087,1.0979,0.9254,0.6523
2023-03-07,187603343767.23,0.7781,0.0087,2.1582,1.7856,1.1892,8.1974,0.3381,10.8358,8.9282,7.2482,0.0605,0.3615,0.0087,1.0985,0.9254,0.6548
2023-03-06,191325170797.95,0.7935,0.0113,2.1582,1.7859,1.1892,8.3600,0.3839,10.8358,8.9311,7.2482,0.0593,0.3687,0.0105,1.0996,0.9255,0.6548
2023-03-03,195512226207.51,0.8109,0.0157,2.1582,1.7874,1.1892,8.5430,0.4223,10.8358,8.9337,7.2482,0.0580,0.3767,0.0109,1.1011,0.9258,0.6550
2023-03-02,194581769449.83,0.8070,0.0144,2.1582,1.7874,1.1892,8.5023,0.4116,10.8358,8.9358,7.2482,0.0583,0.3749,0.0105,1.1011,0.9259,0.6554
2023-03-01,200280817090.62,0.8307,0.0227,2.1582,1.7876,1.1895,8.7514,0.4593,10.8358,8.9359,7.2482,0.0567,0.3859,0.0139,1.1011,0.9259,0.6556
