date,经营活动产生的现金流量净额对净利润的比率,流动资产合计,经营活动产生的现金流量净额,净资产收益率(ROE),总资产收益率(ROA),自由现金流量,有息负债率,资产合计,长期负债合计,流动比率,应收账款,负债合计,净利润率,基本每股收益,资产负债率,营业收入,货币资金,归属于母公司普通股股东的净利润,流动负债合计,速动比率,所有者权益合计,毛利率(GM),资本回报率(ROIC)
2026-03-31,3.0154,2377306854,4417351113,0.0495,0.0304,15249016227,0.1122,366162658920,4324401334,0.9666,14465776463,138519424298,0.0347,0.1,0.3783,77061220745,139623163241.09,2224542173,27628182455,0.5873,227643234622,0.071,0.0451
