date,市值(元),PS-TTM,PS-TTM_分位点,PS-TTM_80%分位点值,PS-TTM_50%分位点值,PS-TTM_20%分位点值,股息率,PB,PB_分位点,PB_80%分位点值,PB_50%分位点值,PB_20%分位点值,PE-TTM,PE-TTM_分位点,PE-TTM_80%分位点值,PE-TTM_50%分位点值,PE-TTM_20%分位点值
2026-06-08,63626750925.0,3.1757,0.2042,5.3512,4.5466,3.1658,0.0388,1.4681,0.1712,2.0456,1.8263,1.4926,13.3981,0.5763,16.0659,13.0191,11.3946
2026-06-05,63878638300.0,3.1883,0.2073,5.3512,4.5514,3.1658,0.0386,1.4740,0.1756,2.0456,1.8263,1.4929,13.4511,0.5886,16.0672,13.0236,11.3946
2026-06-04,64231280625.0,3.2059,0.2120,5.3512,4.5517,3.1658,0.0384,1.4821,0.1860,2.0456,1.8263,1.4929,13.5254,0.5984,16.0672,13.0214,11.3946
2026-06-03,64684677900.0,3.2285,0.2162,5.3512,4.5520,3.1658,0.0382,1.4926,0.1988,2.0456,1.8264,1.4930,13.6208,0.6068,16.0672,13.0191,11.3946
2026-06-02,65591472450.0,3.2738,0.2331,5.3512,4.5533,3.1658,0.0376,1.5135,0.2281,2.0456,1.8264,1.4932,13.8118,0.6316,16.0981,13.0191,11.3946
2026-06-01,65138075175.0,3.2512,0.2252,5.3512,4.5565,3.1658,0.0379,1.5030,0.2108,2.0456,1.8264,1.4932,13.7163,0.6213,16.1061,13.0191,11.3946
2026-05-29,64936565275.0,3.2411,0.2201,5.3512,4.5607,3.1658,0.0380,1.4984,0.2045,2.0456,1.8275,1.4932,13.6739,0.6146,16.1214,13.0236,11.3946
2026-05-28,63122976175.0,3.1506,0.1942,5.3512,4.5611,3.1658,0.0391,1.4565,0.1621,2.0456,1.8275,1.4932,13.2920,0.5596,16.1214,13.0214,11.3946
2026-05-27,63677128400.0,3.1783,0.2042,5.3512,4.5616,3.1658,0.0388,1.4693,0.1724,2.0456,1.8275,1.4945,13.4087,0.5796,16.1214,13.0191,11.3946
2026-05-26,62971843750.0,3.1431,0.1910,5.3512,4.5616,3.1658,0.0392,1.4530,0.1588,2.0456,1.8277,1.4945,13.2602,0.5557,16.1232,13.0191,11.3946
2026-05-25,62266559100.0,3.1079,0.1803,5.3512,4.5657,3.1678,0.0396,1.4368,0.1423,2.0456,1.8278,1.4946,13.1116,0.5215,16.1266,13.0191,11.3946
2026-05-22,61561274450.0,3.0727,0.1694,5.3512,4.5685,3.1699,0.0401,1.4205,0.1261,2.0456,1.8279,1.4952,12.9631,0.4856,16.1463,13.0236,11.3946
2026-05-21,62165804150.0,3.1028,0.1781,5.3512,4.5696,3.1719,0.0397,1.4344,0.1381,2.0456,1.8280,1.4953,13.0904,0.5175,16.1463,13.0236,11.3946
2026-05-20,62014671725.0,3.0953,0.1762,5.3512,4.5707,3.1734,0.0398,1.4309,0.1320,2.0456,1.8281,1.4957,13.0586,0.5107,16.1463,13.0236,11.3946
2026-05-19,62468069000.0,3.1179,0.1823,5.3512,4.5722,3.1734,0.0395,1.4414,0.1456,2.0456,1.8281,1.4957,13.1541,0.5322,16.1568,13.0236,11.3946
2026-05-18,61460519500.0,3.0676,0.1675,5.3512,4.5768,3.1740,0.0402,1.4182,0.1233,2.0456,1.8284,1.4961,12.9419,0.4818,16.1621,13.0236,11.3946
2026-05-15,61762784350.0,3.0827,0.1723,5.3512,4.5791,3.1740,0.0400,1.4251,0.1286,2.0456,1.8289,1.4961,13.0056,0.4955,16.1723,13.0236,11.3946
2026-05-14,62316936575.0,3.1104,0.1798,5.3512,4.5805,3.1740,0.0396,1.4379,0.1406,2.0456,1.8290,1.4976,13.1223,0.5208,16.1723,13.0236,11.3946
2026-05-13,62367314050.0,3.1129,0.1799,5.3512,4.5819,3.1781,0.0396,1.4391,0.1415,2.0456,1.8292,1.4991,13.1329,0.5264,16.1723,13.0236,11.3946
2026-05-12,62770333850.0,3.1330,0.1844,5.3512,4.5823,3.1805,0.0393,1.4484,0.1510,2.0456,1.8295,1.4997,13.2177,0.5433,16.1779,13.0236,11.3946
2026-05-11,61611651925.0,3.0752,0.1696,5.3512,4.5844,3.1805,0.0401,1.4217,0.1271,2.0456,1.8297,1.4999,12.9737,0.4868,16.1785,13.0236,11.3946
2026-05-08,61460519500.0,3.0676,0.1674,5.3512,4.5844,3.1805,0.0402,1.4182,0.1232,2.0456,1.8299,1.5000,12.9419,0.4815,16.1882,13.0236,11.3946
2026-05-07,61208632125.0,3.0551,0.1629,5.3512,4.5850,3.1805,0.0403,1.4124,0.1171,2.0456,1.8299,1.5007,12.8889,0.4656,16.1882,13.0249,11.3946
2026-05-06,61611651925.0,3.0752,0.1687,5.3512,4.5856,3.1848,0.0401,1.4217,0.1262,2.0456,1.8299,1.5007,12.9737,0.4860,16.1882,13.0262,11.3946
2026-04-30,61964294250.0,3.0928,0.1726,5.3512,4.5885,3.1872,0.0398,1.4298,0.1290,2.0456,1.8318,1.5007,13.0480,0.5039,16.1946,13.0314,11.3946
2026-04-29,61561274450.0,3.0342,0.1570,5.3512,4.5898,3.1886,0.0401,1.4855,0.1834,2.0456,1.8321,1.5007,13.4007,0.5701,16.1946,13.0301,11.3946
2026-04-28,61359764550.0,3.0243,0.1538,5.3512,4.5920,3.1904,0.0402,1.4806,0.1764,2.0456,1.8323,1.5007,13.3569,0.5647,16.1984,13.0301,11.3946
2026-04-27,60452970000.0,2.9796,0.1385,5.3512,4.5962,3.1904,0.0408,1.4587,0.1570,2.0456,1.8323,1.5007,13.1595,0.5293,16.2016,13.0301,11.3946
2026-04-24,61208632125.0,3.0168,0.1503,5.3511,4.6004,3.1962,0.0403,1.4769,0.1709,2.0455,1.8331,1.5020,13.3240,0.5548,16.2106,13.0327,11.3955
2026-04-23,61460519500.0,3.0292,0.1541,5.3512,4.6004,3.1962,0.0402,1.4830,0.1776,2.0456,1.8331,1.5020,13.3788,0.5661,16.2128,13.0314,11.3946
2026-04-22,61309387075.0,3.0218,0.1521,5.3512,4.6004,3.1967,0.0403,1.4794,0.1739,2.0456,1.8331,1.5022,13.3459,0.5622,16.2128,13.0301,11.3946
2026-04-21,60654479900.0,2.9895,0.1422,5.3512,4.6022,3.1967,0.0407,1.4636,0.1608,2.0456,1.8333,1.5029,13.2033,0.5375,16.2128,13.0301,11.3946
2026-04-20,59395043025.0,2.9274,0.1220,5.3512,4.6022,3.1999,0.0416,1.4332,0.1323,2.0456,1.8334,1.5031,12.9292,0.4773,16.2128,13.0301,11.3946
2026-04-17,59193533125.0,2.9175,0.1186,5.3511,4.6057,3.2007,0.0417,1.4283,0.1277,2.0455,1.8340,1.5031,12.8853,0.4638,16.2147,13.0346,11.3955
2026-04-16,59395043025.0,2.9274,0.1215,5.3512,4.6057,3.2007,0.0416,1.4332,0.1319,2.0456,1.8341,1.5031,12.9292,0.4767,16.2190,13.0357,11.3946
2026-04-15,58840890800.0,2.9001,0.1109,5.3512,4.6057,3.2035,0.0420,1.4198,0.1245,2.0456,1.8341,1.5032,12.8086,0.4493,16.2190,13.0369,11.3946
2026-04-14,58185983625.0,2.8678,0.1006,5.3512,4.6057,3.2067,0.0424,1.4040,0.1117,2.0456,1.8346,1.5037,12.6660,0.4312,16.2240,13.0369,11.3946
2026-04-13,57984473725.0,2.8579,0.0969,5.3512,4.6073,3.2076,0.0426,1.3992,0.1051,2.0456,1.8349,1.5037,12.6221,0.4225,16.2267,13.0369,11.3946
2026-04-10,58085228675.0,2.8629,0.0976,5.3511,4.6123,3.2114,0.0425,1.4016,0.1071,2.0455,1.8353,1.5045,12.6441,0.4263,16.2267,13.0370,11.3955
2026-04-09,58085228675.0,2.8629,0.0977,5.3512,4.6139,3.2114,0.0425,1.4016,0.1071,2.0456,1.8353,1.5045,12.6441,0.4265,16.2267,13.0370,11.3946
2026-04-08,58538625950.0,2.8852,0.1047,5.3512,4.6155,3.2166,0.0422,1.4125,0.1158,2.0456,1.8353,1.5045,12.7428,0.4373,16.2267,13.0370,11.3946
2026-04-07,58085228675.0,2.8629,0.0977,5.3512,4.6164,3.2192,0.0425,1.4016,0.1072,2.0456,1.8353,1.5045,12.6441,0.4266,16.2352,13.0462,11.3946
2026-04-03,58891268275.0,2.9026,0.1096,5.3511,4.6240,3.2264,0.0419,1.4210,0.1219,2.0463,1.8361,1.5057,12.8195,0.4481,16.2428,13.0501,11.3955
2026-04-02,60301837575.0,2.9721,0.1298,5.3512,4.6267,3.2264,0.0409,1.4551,0.1496,2.0464,1.8361,1.5057,13.1266,0.5146,16.2464,13.0501,11.3946
2026-04-01,59646930400.0,2.9398,0.1220,5.3512,4.6295,3.2264,0.0414,1.4393,0.1348,2.0464,1.8361,1.5067,12.9840,0.4843,16.2464,13.0501,11.3946
2026-03-31,60704857375.0,2.9920,0.1377,5.3512,4.6295,3.2274,0.0407,1.4648,0.1558,2.0475,1.8361,1.5070,13.2143,0.5342,16.2497,13.0501,11.3946
2026-03-30,60301837575.0,2.9721,0.1294,5.3512,4.6338,3.2314,0.0409,1.4551,0.1492,2.0478,1.8368,1.5070,13.1266,0.5144,16.2497,13.0501,11.3946
2026-03-27,60956744750.0,2.7556,0.0618,5.3511,4.6377,3.2317,0.0405,1.5132,0.2096,2.0478,1.8370,1.5077,13.0694,0.5037,16.2589,13.0501,11.3955
2026-03-26,62165804150.0,2.8102,0.0812,5.3512,4.6377,3.2317,0.0397,1.5432,0.2373,2.0479,1.8370,1.5070,13.3286,0.5484,16.2589,13.0501,11.3946
2026-03-25,61158254650.0,2.7647,0.0651,5.3512,4.6377,3.2349,0.0404,1.5182,0.2164,2.0479,1.8371,1.5070,13.1126,0.5115,16.2589,13.0501,11.3946
2026-03-24,60654479900.0,2.7419,0.0569,5.3512,4.6377,3.2360,0.0407,1.5057,0.1983,2.0488,1.8373,1.5070,13.0046,0.4885,16.2589,13.0501,11.3946
2026-03-23,59848440300.0,2.7055,0.0379,5.3512,4.6405,3.2380,0.0412,1.4857,0.1748,2.0494,1.8381,1.5077,12.8317,0.4530,16.2589,13.0501,11.3946
2026-03-20,62115426675.0,2.8080,0.0791,5.3511,4.6406,3.2395,0.0397,1.5420,0.2352,2.0498,1.8389,1.5083,13.3178,0.5457,16.2589,13.0586,11.3955
2026-03-19,62619201425.0,2.8307,0.0869,5.3512,4.6417,3.2395,0.0394,1.5545,0.2447,2.0498,1.8389,1.5082,13.4258,0.5649,16.2589,13.0584,11.3946
2026-03-18,62568823950.0,2.8285,0.0862,5.3512,4.6428,3.2395,0.0395,1.5532,0.2436,2.0498,1.8389,1.5082,13.4150,0.5618,16.2589,13.0582,11.3946
2026-03-17,62871088800.0,2.8421,0.0894,5.3512,4.6428,3.2398,0.0393,1.5607,0.2477,2.0499,1.8389,1.5082,13.4798,0.5730,16.2589,13.0582,11.3946
2026-03-16,62518446475.0,2.8262,0.0857,5.3512,4.6428,3.2418,0.0395,1.5520,0.2415,2.0499,1.8391,1.5082,13.4042,0.5589,16.2589,13.0582,11.3946
2026-03-13,62316936575.0,2.8171,0.0820,5.3511,4.6462,3.2439,0.0396,1.5470,0.2376,2.0498,1.8395,1.5083,13.3610,0.5544,16.2589,13.0586,11.3955
2026-03-12,62619201425.0,2.8307,0.0857,5.3512,4.6470,3.2439,0.0394,1.5545,0.2435,2.0499,1.8398,1.5082,13.4258,0.5637,16.2589,13.0584,11.3946
2026-03-11,61460519500.0,2.7784,0.0680,5.3512,4.6479,3.2439,0.0402,1.5257,0.2222,2.0499,1.8400,1.5082,13.1774,0.5256,16.2589,13.0582,11.3946
2026-03-10,61007122225.0,2.7579,0.0614,5.3512,4.6479,3.2444,0.0405,1.5145,0.2106,2.0499,1.8404,1.5082,13.0802,0.5045,16.2589,13.0582,11.3946
2026-03-09,60906367275.0,2.7533,0.0598,5.3512,4.6479,3.2459,0.0405,1.5120,0.2036,2.0499,1.8406,1.5082,13.0586,0.5004,16.2589,13.0582,11.3946
2026-03-06,61410142025.0,2.7761,0.0663,5.3511,4.6496,3.2476,0.0402,1.5245,0.2191,2.0498,1.8407,1.5083,13.1666,0.5218,16.2589,13.0586,11.3955
2026-03-05,60604102425.0,2.7396,0.0548,5.3512,4.6507,3.2476,0.0407,1.5045,0.1961,2.0499,1.8407,1.5082,12.9938,0.4845,16.2589,13.0584,11.3946
2026-03-04,60100327675.0,2.7169,0.0408,5.3512,4.6518,3.2480,0.0411,1.4920,0.1805,2.0499,1.8407,1.5083,12.8857,0.4604,16.2589,13.0586,11.3946
2026-03-03,61460519500.0,2.7784,0.0660,5.3512,4.6580,3.2500,0.0402,1.5257,0.2201,2.0499,1.8411,1.5083,13.1774,0.5235,16.2589,13.0586,11.3946
2026-03-02,60805612325.0,2.7488,0.0577,5.3512,4.6605,3.2508,0.0406,1.5095,0.2007,2.0499,1.8420,1.5083,13.0370,0.4963,16.2589,13.0586,11.3946
