date,stockCode,融资偿还金额
2025-09-01T00:00:00+08:00,002475,586706525
2025-09-02T00:00:00+08:00,002475,636535889
2025-09-03T00:00:00+08:00,002475,402293825
2025-09-04T00:00:00+08:00,002475,710081863
2025-09-05T00:00:00+08:00,002475,836190599
2025-09-08T00:00:00+08:00,002475,1225148382
2025-09-09T00:00:00+08:00,002475,1024382636
2025-09-10T00:00:00+08:00,002475,1048117587
2025-09-11T00:00:00+08:00,002475,1267885454
2025-09-12T00:00:00+08:00,002475,2242162594
2025-09-15T00:00:00+08:00,002475,1477361627
2025-09-16T00:00:00+08:00,002475,1275306492
2025-09-17T00:00:00+08:00,002475,1249216740
2025-09-18T00:00:00+08:00,002475,1998185953
2025-09-19T00:00:00+08:00,002475,2115679487
2025-09-22T00:00:00+08:00,002475,743370689
2025-09-23T00:00:00+08:00,002475,3305016174
2025-09-24T00:00:00+08:00,002475,3087022590
2025-09-25T00:00:00+08:00,002475,3461796526
2025-09-26T00:00:00+08:00,002475,2845578746
2025-09-29T00:00:00+08:00,002475,2466075356
2025-09-30T00:00:00+08:00,002475,1914740524
2025-10-09T00:00:00+08:00,002475,2129328334
2025-10-10T00:00:00+08:00,002475,2085334243
2025-10-13T00:00:00+08:00,002475,1593850410
2025-10-14T00:00:00+08:00,002475,1335201225
2025-10-15T00:00:00+08:00,002475,1238311155
2025-10-16T00:00:00+08:00,002475,1315898512
2025-10-17T00:00:00+08:00,002475,1539135515
2025-10-20T00:00:00+08:00,002475,1400889750
2025-10-21T00:00:00+08:00,002475,1769620134
2025-10-22T00:00:00+08:00,002475,1133416488
2025-10-23T00:00:00+08:00,002475,854210036
2025-10-24T00:00:00+08:00,002475,1466187103
2025-10-27T00:00:00+08:00,002475,2120125844
2025-10-28T00:00:00+08:00,002475,1200711335
2025-10-29T00:00:00+08:00,002475,1559533759
2025-10-30T00:00:00+08:00,002475,1460080648
2025-10-31T00:00:00+08:00,002475,1186396583
2025-11-03T00:00:00+08:00,002475,867612309
2025-11-04T00:00:00+08:00,002475,860956623
2025-11-05T00:00:00+08:00,002475,741813455
2025-11-06T00:00:00+08:00,002475,681745169
2025-11-07T00:00:00+08:00,002475,666458956
2025-11-10T00:00:00+08:00,002475,629173126
2025-11-11T00:00:00+08:00,002475,511470512
2025-11-12T00:00:00+08:00,002475,692762033
2025-11-13T00:00:00+08:00,002475,513369816
2025-11-14T00:00:00+08:00,002475,683401650
2025-11-17T00:00:00+08:00,002475,422265119
2025-11-18T00:00:00+08:00,002475,497228064
2025-11-19T00:00:00+08:00,002475,445292349
2025-11-20T00:00:00+08:00,002475,704599290
2025-11-21T00:00:00+08:00,002475,678105494
2025-11-24T00:00:00+08:00,002475,550380974
2025-11-25T00:00:00+08:00,002475,710931270
2025-11-26T00:00:00+08:00,002475,796969018
2025-11-27T00:00:00+08:00,002475,855558894
2025-11-28T00:00:00+08:00,002475,473014423
2025-12-01T00:00:00+08:00,002475,911911319
2025-12-02T00:00:00+08:00,002475,907947901
2025-12-03T00:00:00+08:00,002475,589764144
2025-12-04T00:00:00+08:00,002475,636121359
2025-12-05T00:00:00+08:00,002475,400657613
2025-12-08T00:00:00+08:00,002475,603186523
2025-12-09T00:00:00+08:00,002475,772852891
2025-12-10T00:00:00+08:00,002475,542130286
2025-12-11T00:00:00+08:00,002475,628411246
2025-12-12T00:00:00+08:00,002475,795560231
2025-12-15T00:00:00+08:00,002475,469163897
2025-12-16T00:00:00+08:00,002475,397483681
2025-12-17T00:00:00+08:00,002475,429686640
2025-12-18T00:00:00+08:00,002475,378095218
2025-12-19T00:00:00+08:00,002475,310277142
2025-12-22T00:00:00+08:00,002475,520137772
2025-12-23T00:00:00+08:00,002475,530340270
2025-12-24T00:00:00+08:00,002475,576489498
2025-12-25T00:00:00+08:00,002475,492515630
2025-12-26T00:00:00+08:00,002475,365335080
2025-12-29T00:00:00+08:00,002475,457173655
2025-12-30T00:00:00+08:00,002475,568412826
2025-12-31T00:00:00+08:00,002475,529076726
2026-01-05T00:00:00+08:00,002475,915390340
2026-01-06T00:00:00+08:00,002475,920254165
2026-01-07T00:00:00+08:00,002475,827289516
2026-01-08T00:00:00+08:00,002475,769526257
2026-01-09T00:00:00+08:00,002475,845287999
2026-01-12T00:00:00+08:00,002475,955630102
2026-01-13T00:00:00+08:00,002475,714574454
2026-01-14T00:00:00+08:00,002475,697662304
2026-01-15T00:00:00+08:00,002475,1270654358
2026-01-16T00:00:00+08:00,002475,1553307800
2026-01-19T00:00:00+08:00,002475,1657605232
2026-01-20T00:00:00+08:00,002475,893674784
2026-01-21T00:00:00+08:00,002475,555851060
2026-01-22T00:00:00+08:00,002475,1011520232
2026-01-23T00:00:00+08:00,002475,712699256
2026-01-26T00:00:00+08:00,002475,540180489
2026-01-27T00:00:00+08:00,002475,547121000
2026-01-28T00:00:00+08:00,002475,477530373
2026-01-29T00:00:00+08:00,002475,587834020
2026-01-30T00:00:00+08:00,002475,471802761
2026-02-02T00:00:00+08:00,002475,596304589
2026-02-03T00:00:00+08:00,002475,374008054
2026-02-04T00:00:00+08:00,002475,603845472
2026-02-05T00:00:00+08:00,002475,240402708
2026-02-06T00:00:00+08:00,002475,291524472
2026-02-09T00:00:00+08:00,002475,353010941
2026-02-10T00:00:00+08:00,002475,257714678
2026-02-11T00:00:00+08:00,002475,270449761
2026-02-12T00:00:00+08:00,002475,324159114
2026-02-13T00:00:00+08:00,002475,560088462
2026-02-24T00:00:00+08:00,002475,351158512
2026-02-25T00:00:00+08:00,002475,517676313
2026-02-26T00:00:00+08:00,002475,428030033
2026-02-27T00:00:00+08:00,002475,407243564
2026-03-02T00:00:00+08:00,002475,453831646
2026-03-03T00:00:00+08:00,002475,502051764
2026-03-04T00:00:00+08:00,002475,463501212
2026-03-05T00:00:00+08:00,002475,677539572
2026-03-06T00:00:00+08:00,002475,286120983
2026-03-09T00:00:00+08:00,002475,281487781
2026-03-10T00:00:00+08:00,002475,667000662
2026-03-11T00:00:00+08:00,002475,606058223
2026-03-12T00:00:00+08:00,002475,423448092
2026-03-13T00:00:00+08:00,002475,356451827
2026-03-16T00:00:00+08:00,002475,345674258
2026-03-17T00:00:00+08:00,002475,747840746
2026-03-18T00:00:00+08:00,002475,345889422
2026-03-19T00:00:00+08:00,002475,283364994
2026-03-20T00:00:00+08:00,002475,361492152
2026-03-23T00:00:00+08:00,002475,369046440
2026-03-24T00:00:00+08:00,002475,268940026
2026-03-25T00:00:00+08:00,002475,1767257131
2026-03-26T00:00:00+08:00,002475,1380367667
2026-03-27T00:00:00+08:00,002475,1207126505
2026-03-30T00:00:00+08:00,002475,921336632
2026-03-31T00:00:00+08:00,002475,673862769
2026-04-01T00:00:00+08:00,002475,529446185
2026-04-02T00:00:00+08:00,002475,489371752
2026-04-03T00:00:00+08:00,002475,408488604
2026-04-07T00:00:00+08:00,002475,417179331
2026-04-08T00:00:00+08:00,002475,832988483
2026-04-09T00:00:00+08:00,002475,1218540005
2026-04-10T00:00:00+08:00,002475,1705624772
2026-04-13T00:00:00+08:00,002475,1189223368
2026-04-14T00:00:00+08:00,002475,1644340734
2026-04-15T00:00:00+08:00,002475,1519102623
