date,stockCode,PB不含商誉
2025-10-30T00:00:00+08:00,002475,6.5523
2025-10-31T00:00:00+08:00,002475,5.9167
2025-11-03T00:00:00+08:00,002475,5.9092
2025-11-04T00:00:00+08:00,002475,5.6857
2025-11-05T00:00:00+08:00,002475,5.727
2025-11-06T00:00:00+08:00,002475,5.7909
2025-11-07T00:00:00+08:00,002475,5.6256
2025-11-10T00:00:00+08:00,002475,5.4847
2025-11-11T00:00:00+08:00,002475,5.3053
2025-11-12T00:00:00+08:00,002475,5.4256
2025-11-13T00:00:00+08:00,002475,5.3889
2025-11-14T00:00:00+08:00,002475,5.3072
2025-11-17T00:00:00+08:00,002475,5.311
2025-11-18T00:00:00+08:00,002475,5.3166
2025-11-19T00:00:00+08:00,002475,5.3298
2025-11-20T00:00:00+08:00,002475,5.2358
2025-11-21T00:00:00+08:00,002475,4.9635
2025-11-24T00:00:00+08:00,002475,5.0011
2025-11-25T00:00:00+08:00,002475,5.2311
2025-11-26T00:00:00+08:00,002475,5.4096
2025-11-27T00:00:00+08:00,002475,5.3495
2025-11-28T00:00:00+08:00,002475,5.4265
2025-12-01T00:00:00+08:00,002475,5.5044
2025-12-02T00:00:00+08:00,002475,5.635
2025-12-03T00:00:00+08:00,002475,5.5242
2025-12-04T00:00:00+08:00,002475,5.6002
2025-12-05T00:00:00+08:00,002475,5.5645
2025-12-08T00:00:00+08:00,002475,5.6425
2025-12-09T00:00:00+08:00,002475,5.6913
2025-12-10T00:00:00+08:00,002475,5.5908
2025-12-11T00:00:00+08:00,002475,5.4706
2025-12-12T00:00:00+08:00,002475,5.6707
2025-12-15T00:00:00+08:00,002475,5.387
2025-12-16T00:00:00+08:00,002475,5.3842
2025-12-17T00:00:00+08:00,002475,5.5091
2025-12-18T00:00:00+08:00,002475,5.3514
2025-12-19T00:00:00+08:00,002475,5.3326
2025-12-22T00:00:00+08:00,002475,5.4218
2025-12-23T00:00:00+08:00,002475,5.4518
2025-12-24T00:00:00+08:00,002475,5.5683
2025-12-25T00:00:00+08:00,002475,5.5815
2025-12-26T00:00:00+08:00,002475,5.4847
2025-12-29T00:00:00+08:00,002475,5.4678
2025-12-30T00:00:00+08:00,002475,5.4537
2025-12-31T00:00:00+08:00,002475,5.3289
2026-01-05T00:00:00+08:00,002475,5.5018
2026-01-06T00:00:00+08:00,002475,5.5648
2026-01-07T00:00:00+08:00,002475,5.4079
2026-01-08T00:00:00+08:00,002475,5.1833
2026-01-09T00:00:00+08:00,002475,5.2293
2026-01-12T00:00:00+08:00,002475,5.2087
2026-01-13T00:00:00+08:00,002475,5.1288
2026-01-14T00:00:00+08:00,002475,5.0348
2026-01-15T00:00:00+08:00,002475,5.391
2026-01-16T00:00:00+08:00,002475,5.4577
2026-01-19T00:00:00+08:00,002475,5.437
2026-01-20T00:00:00+08:00,002475,5.3994
2026-01-21T00:00:00+08:00,002475,5.3618
2026-01-22T00:00:00+08:00,002475,5.3007
2026-01-23T00:00:00+08:00,002475,5.2152
2026-01-26T00:00:00+08:00,002475,5.0827
2026-01-27T00:00:00+08:00,002475,5.048
2026-01-28T00:00:00+08:00,002475,5.0066
2026-01-29T00:00:00+08:00,002475,4.876
2026-01-30T00:00:00+08:00,002475,4.8572
2026-02-02T00:00:00+08:00,002475,4.907
2026-02-03T00:00:00+08:00,002475,4.9296
2026-02-04T00:00:00+08:00,002475,4.877
2026-02-05T00:00:00+08:00,002475,4.8583
2026-02-06T00:00:00+08:00,002475,4.8085
2026-02-09T00:00:00+08:00,002475,4.8601
2026-02-10T00:00:00+08:00,002475,4.8573
2026-02-11T00:00:00+08:00,002475,4.8066
2026-02-12T00:00:00+08:00,002475,4.8112
2026-02-13T00:00:00+08:00,002475,4.8465
2026-02-24T00:00:00+08:00,002475,4.8303
2026-02-25T00:00:00+08:00,002475,4.9209
2026-02-26T00:00:00+08:00,002475,4.8809
2026-02-27T00:00:00+08:00,002475,4.7912
2026-03-02T00:00:00+08:00,002475,4.6853
2026-03-03T00:00:00+08:00,002475,4.5212
2026-03-04T00:00:00+08:00,002475,4.4153
2026-03-05T00:00:00+08:00,002475,4.484
2026-03-06T00:00:00+08:00,002475,4.5126
2026-03-09T00:00:00+08:00,002475,4.4363
2026-03-10T00:00:00+08:00,002475,4.712
2026-03-11T00:00:00+08:00,002475,4.7864
2026-03-12T00:00:00+08:00,002475,4.7416
2026-03-13T00:00:00+08:00,002475,4.7063
2026-03-16T00:00:00+08:00,002475,4.6996
2026-03-17T00:00:00+08:00,002475,4.754
2026-03-18T00:00:00+08:00,002475,4.7072
2026-03-19T00:00:00+08:00,002475,4.5832
2026-03-20T00:00:00+08:00,002475,4.6004
2026-03-23T00:00:00+08:00,002475,4.4172
2026-03-24T00:00:00+08:00,002475,4.421
2026-03-25T00:00:00+08:00,002475,4.8627
2026-03-26T00:00:00+08:00,002475,4.7883
2026-03-27T00:00:00+08:00,002475,4.8284
2026-03-30T00:00:00+08:00,002475,4.6519
2026-03-31T00:00:00+08:00,002475,4.6996
2026-04-01T00:00:00+08:00,002475,4.8084
2026-04-02T00:00:00+08:00,002475,4.7597
2026-04-03T00:00:00+08:00,002475,4.6557
2026-04-07T00:00:00+08:00,002475,4.6166
2026-04-08T00:00:00+08:00,002475,4.9868
2026-04-09T00:00:00+08:00,002475,5.2558
2026-04-10T00:00:00+08:00,002475,5.5506
2026-04-13T00:00:00+08:00,002475,5.5907
2026-04-14T00:00:00+08:00,002475,5.6422
2026-04-15T00:00:00+08:00,002475,5.213
2026-04-16T00:00:00+08:00,002475,5.3611
