date,stockCode,PB不含商誉
2025-04-16T00:00:00+08:00,002475,3.447
2025-04-17T00:00:00+08:00,002475,3.4319
2025-04-18T00:00:00+08:00,002475,3.489
2025-04-21T00:00:00+08:00,002475,3.5961
2025-04-22T00:00:00+08:00,002475,3.5297
2025-04-23T00:00:00+08:00,002475,3.673
2025-04-24T00:00:00+08:00,002475,3.5833
2025-04-25T00:00:00+08:00,002475,3.6823
2025-04-28T00:00:00+08:00,002475,3.2019
2025-04-29T00:00:00+08:00,002475,3.1584
2025-04-30T00:00:00+08:00,002475,3.1915
2025-05-06T00:00:00+08:00,002475,3.2908
2025-05-07T00:00:00+08:00,002475,3.2608
2025-05-08T00:00:00+08:00,002475,3.387
2025-05-09T00:00:00+08:00,002475,3.3188
2025-05-12T00:00:00+08:00,002475,3.5298
2025-05-13T00:00:00+08:00,002475,3.4967
2025-05-14T00:00:00+08:00,002475,3.4677
2025-05-15T00:00:00+08:00,002475,3.3788
2025-05-16T00:00:00+08:00,002475,3.3622
2025-05-19T00:00:00+08:00,002475,3.3343
2025-05-20T00:00:00+08:00,002475,3.3726
2025-05-21T00:00:00+08:00,002475,3.3229
2025-05-22T00:00:00+08:00,002475,3.2867
2025-05-23T00:00:00+08:00,002475,3.2381
2025-05-26T00:00:00+08:00,002475,3.2319
2025-05-27T00:00:00+08:00,002475,3.1574
2025-05-28T00:00:00+08:00,002475,3.1439
2025-05-29T00:00:00+08:00,002475,3.2495
2025-05-30T00:00:00+08:00,002475,3.145
2025-06-03T00:00:00+08:00,002475,3.1367
2025-06-04T00:00:00+08:00,002475,3.1863
2025-06-05T00:00:00+08:00,002475,3.2722
2025-06-06T00:00:00+08:00,002475,3.2401
2025-06-09T00:00:00+08:00,002475,3.3033
2025-06-10T00:00:00+08:00,002475,3.2877
2025-06-11T00:00:00+08:00,002475,3.3074
2025-06-12T00:00:00+08:00,002475,3.2939
2025-06-13T00:00:00+08:00,002475,3.2329
2025-06-16T00:00:00+08:00,002475,3.3012
2025-06-17T00:00:00+08:00,002475,3.3798
2025-06-18T00:00:00+08:00,002475,3.4077
2025-06-19T00:00:00+08:00,002475,3.385
2025-06-20T00:00:00+08:00,002475,3.4357
2025-06-23T00:00:00+08:00,002475,3.4336
2025-06-24T00:00:00+08:00,002475,3.4377
2025-06-25T00:00:00+08:00,002475,3.4388
2025-06-26T00:00:00+08:00,002475,3.4108
2025-06-27T00:00:00+08:00,002475,3.504
2025-06-30T00:00:00+08:00,002475,3.5908
2025-07-01T00:00:00+08:00,002475,3.5928
2025-07-02T00:00:00+08:00,002475,3.5111
2025-07-03T00:00:00+08:00,002475,3.7026
2025-07-04T00:00:00+08:00,002475,3.6529
2025-07-07T00:00:00+08:00,002475,3.5973
2025-07-08T00:00:00+08:00,002475,3.6604
2025-07-09T00:00:00+08:00,002475,3.6542
2025-07-10T00:00:00+08:00,002475,3.7018
2025-07-11T00:00:00+08:00,002475,3.7018
2025-07-14T00:00:00+08:00,002475,3.7378
2025-07-15T00:00:00+08:00,002475,3.8879
2025-07-16T00:00:00+08:00,002475,3.9164
2025-07-17T00:00:00+08:00,002475,4.1648
2025-07-18T00:00:00+08:00,002475,4.094
2025-07-21T00:00:00+08:00,002475,4.0866
2025-07-22T00:00:00+08:00,002475,4.0263
2025-07-23T00:00:00+08:00,002475,4.0126
2025-07-24T00:00:00+08:00,002475,4.0031
2025-07-25T00:00:00+08:00,002475,4.0517
2025-07-28T00:00:00+08:00,002475,3.9915
2025-07-29T00:00:00+08:00,002475,3.9714
2025-07-30T00:00:00+08:00,002475,3.9893
2025-07-31T00:00:00+08:00,002475,3.872
2025-08-01T00:00:00+08:00,002475,3.8731
2025-08-04T00:00:00+08:00,002475,3.8308
2025-08-05T00:00:00+08:00,002475,3.8551
2025-08-06T00:00:00+08:00,002475,3.8276
2025-08-07T00:00:00+08:00,002475,3.9132
2025-08-08T00:00:00+08:00,002475,3.8519
2025-08-11T00:00:00+08:00,002475,4.0179
2025-08-12T00:00:00+08:00,002475,4.0348
2025-08-13T00:00:00+08:00,002475,4.0538
2025-08-14T00:00:00+08:00,002475,4.0676
2025-08-15T00:00:00+08:00,002475,4.0792
2025-08-18T00:00:00+08:00,002475,4.1849
2025-08-19T00:00:00+08:00,002475,4.1331
2025-08-20T00:00:00+08:00,002475,4.2335
2025-08-21T00:00:00+08:00,002475,4.4597
2025-08-22T00:00:00+08:00,002475,4.5136
2025-08-25T00:00:00+08:00,002475,4.5401
2025-08-26T00:00:00+08:00,002475,4.5751
2025-08-27T00:00:00+08:00,002475,4.5129
2025-08-28T00:00:00+08:00,002475,4.6252
2025-08-29T00:00:00+08:00,002475,4.6132
2025-09-01T00:00:00+08:00,002475,4.542
2025-09-02T00:00:00+08:00,002475,4.3945
2025-09-03T00:00:00+08:00,002475,4.3363
2025-09-04T00:00:00+08:00,002475,4.4537
2025-09-05T00:00:00+08:00,002475,4.7356
2025-09-08T00:00:00+08:00,002475,4.9914
2025-09-09T00:00:00+08:00,002475,4.7868
2025-09-10T00:00:00+08:00,002475,4.8249
2025-09-11T00:00:00+08:00,002475,5.3075
2025-09-12T00:00:00+08:00,002475,5.2884
2025-09-15T00:00:00+08:00,002475,5.2914
2025-09-16T00:00:00+08:00,002475,5.2563
2025-09-17T00:00:00+08:00,002475,5.2182
2025-09-18T00:00:00+08:00,002475,5.3286
2025-09-19T00:00:00+08:00,002475,5.5593
2025-09-22T00:00:00+08:00,002475,6.1151
2025-09-23T00:00:00+08:00,002475,6.5917
2025-09-24T00:00:00+08:00,002475,7.0432
2025-09-25T00:00:00+08:00,002475,6.8967
2025-09-26T00:00:00+08:00,002475,6.4462
2025-09-29T00:00:00+08:00,002475,6.5014
2025-09-30T00:00:00+08:00,002475,6.517
2025-10-09T00:00:00+08:00,002475,6.5785
2025-10-10T00:00:00+08:00,002475,6.1252
2025-10-13T00:00:00+08:00,002475,5.8179
2025-10-14T00:00:00+08:00,002475,5.5419
2025-10-15T00:00:00+08:00,002475,5.8632
2025-10-16T00:00:00+08:00,002475,5.964
2025-10-17T00:00:00+08:00,002475,5.5902
2025-10-20T00:00:00+08:00,002475,5.7574
2025-10-21T00:00:00+08:00,002475,6.1604
2025-10-22T00:00:00+08:00,002475,6.0556
2025-10-23T00:00:00+08:00,002475,6.0587
2025-10-24T00:00:00+08:00,002475,6.4385
2025-10-27T00:00:00+08:00,002475,6.5886
2025-10-28T00:00:00+08:00,002475,6.514
2025-10-29T00:00:00+08:00,002475,6.778
