date,stockCode,EV_EBITDA
2025-07-24T00:00:00+08:00,002475,9.6465
2025-07-25T00:00:00+08:00,002475,9.7667
2025-07-28T00:00:00+08:00,002475,9.6177
2025-07-29T00:00:00+08:00,002475,9.5681
2025-07-30T00:00:00+08:00,002475,9.6125
2025-07-31T00:00:00+08:00,002475,9.3225
2025-08-01T00:00:00+08:00,002475,9.3251
2025-08-04T00:00:00+08:00,002475,9.2205
2025-08-05T00:00:00+08:00,002475,9.2806
2025-08-06T00:00:00+08:00,002475,9.2127
2025-08-07T00:00:00+08:00,002475,9.4244
2025-08-08T00:00:00+08:00,002475,9.2728
2025-08-11T00:00:00+08:00,002475,9.6831
2025-08-12T00:00:00+08:00,002475,9.7249
2025-08-13T00:00:00+08:00,002475,9.7719
2025-08-14T00:00:00+08:00,002475,9.8059
2025-08-15T00:00:00+08:00,002475,9.8346
2025-08-18T00:00:00+08:00,002475,10.096
2025-08-19T00:00:00+08:00,002475,9.9679
2025-08-20T00:00:00+08:00,002475,10.2162
2025-08-21T00:00:00+08:00,002475,10.7754
2025-08-22T00:00:00+08:00,002475,10.9087
2025-08-25T00:00:00+08:00,002475,10.974
2025-08-26T00:00:00+08:00,002475,11.1042
2025-08-27T00:00:00+08:00,002475,10.9572
2025-08-28T00:00:00+08:00,002475,11.2228
2025-08-29T00:00:00+08:00,002475,11.1943
2025-09-01T00:00:00+08:00,002475,11.026
2025-09-02T00:00:00+08:00,002475,10.6774
2025-09-03T00:00:00+08:00,002475,10.5399
2025-09-04T00:00:00+08:00,002475,10.8173
2025-09-05T00:00:00+08:00,002475,11.4837
2025-09-08T00:00:00+08:00,002475,12.0883
2025-09-09T00:00:00+08:00,002475,11.6046
2025-09-10T00:00:00+08:00,002475,11.6947
2025-09-11T00:00:00+08:00,002475,12.8353
2025-09-12T00:00:00+08:00,002475,12.7903
2025-09-15T00:00:00+08:00,002475,12.7974
2025-09-16T00:00:00+08:00,002475,12.7144
2025-09-17T00:00:00+08:00,002475,12.6243
2025-09-18T00:00:00+08:00,002475,12.8851
2025-09-19T00:00:00+08:00,002475,13.4305
2025-09-22T00:00:00+08:00,002475,14.7442
2025-09-23T00:00:00+08:00,002475,15.8706
2025-09-24T00:00:00+08:00,002475,16.9377
2025-09-25T00:00:00+08:00,002475,16.5915
2025-09-26T00:00:00+08:00,002475,15.5268
2025-09-29T00:00:00+08:00,002475,15.6572
2025-09-30T00:00:00+08:00,002475,15.6941
2025-10-09T00:00:00+08:00,002475,15.8394
2025-10-10T00:00:00+08:00,002475,14.7679
2025-10-13T00:00:00+08:00,002475,14.0417
2025-10-14T00:00:00+08:00,002475,13.3893
2025-10-15T00:00:00+08:00,002475,14.1488
2025-10-16T00:00:00+08:00,002475,14.3869
2025-10-17T00:00:00+08:00,002475,13.5036
2025-10-20T00:00:00+08:00,002475,13.8988
2025-10-21T00:00:00+08:00,002475,14.8512
2025-10-22T00:00:00+08:00,002475,14.6036
2025-10-23T00:00:00+08:00,002475,14.6108
2025-10-24T00:00:00+08:00,002475,15.5084
2025-10-27T00:00:00+08:00,002475,15.8632
2025-10-28T00:00:00+08:00,002475,15.687
2025-10-29T00:00:00+08:00,002475,16.3109
2025-10-30T00:00:00+08:00,002475,15.7775
2025-10-31T00:00:00+08:00,002475,15.2917
2025-11-03T00:00:00+08:00,002475,15.2727
2025-11-04T00:00:00+08:00,002475,14.706
2025-11-05T00:00:00+08:00,002475,14.8108
2025-11-06T00:00:00+08:00,002475,14.9727
2025-11-07T00:00:00+08:00,002475,14.5536
2025-11-10T00:00:00+08:00,002475,14.1964
2025-11-11T00:00:00+08:00,002475,13.7417
2025-11-12T00:00:00+08:00,002475,14.0464
2025-11-13T00:00:00+08:00,002475,13.9536
2025-11-14T00:00:00+08:00,002475,13.7464
2025-11-17T00:00:00+08:00,002475,13.7559
2025-11-18T00:00:00+08:00,002475,13.7702
2025-11-19T00:00:00+08:00,002475,13.8036
2025-11-20T00:00:00+08:00,002475,13.5655
2025-11-21T00:00:00+08:00,002475,12.8749
2025-11-24T00:00:00+08:00,002475,12.9702
2025-11-25T00:00:00+08:00,002475,13.5536
2025-11-26T00:00:00+08:00,002475,14.006
2025-11-27T00:00:00+08:00,002475,13.8536
2025-11-28T00:00:00+08:00,002475,14.0488
2025-12-01T00:00:00+08:00,002475,14.2465
2025-12-02T00:00:00+08:00,002475,14.5774
2025-12-03T00:00:00+08:00,002475,14.2965
2025-12-04T00:00:00+08:00,002475,14.4893
2025-12-05T00:00:00+08:00,002475,14.3988
2025-12-08T00:00:00+08:00,002475,14.5965
2025-12-09T00:00:00+08:00,002475,14.7203
2025-12-10T00:00:00+08:00,002475,14.4655
2025-12-11T00:00:00+08:00,002475,14.1607
2025-12-12T00:00:00+08:00,002475,14.6679
2025-12-15T00:00:00+08:00,002475,13.9488
2025-12-16T00:00:00+08:00,002475,13.9417
2025-12-17T00:00:00+08:00,002475,14.2584
2025-12-18T00:00:00+08:00,002475,13.8583
2025-12-19T00:00:00+08:00,002475,13.8107
2025-12-22T00:00:00+08:00,002475,14.0369
2025-12-23T00:00:00+08:00,002475,14.1131
2025-12-24T00:00:00+08:00,002475,14.4084
2025-12-25T00:00:00+08:00,002475,14.4417
2025-12-26T00:00:00+08:00,002475,14.1964
2025-12-29T00:00:00+08:00,002475,14.1536
2025-12-30T00:00:00+08:00,002475,14.1179
2025-12-31T00:00:00+08:00,002475,13.8015
2026-01-05T00:00:00+08:00,002475,14.2399
2026-01-06T00:00:00+08:00,002475,14.3995
2026-01-07T00:00:00+08:00,002475,14.0016
2026-01-08T00:00:00+08:00,002475,13.4322
2026-01-09T00:00:00+08:00,002475,13.549
2026-01-12T00:00:00+08:00,002475,13.4965
2026-01-13T00:00:00+08:00,002475,13.294
2026-01-14T00:00:00+08:00,002475,13.0558
2026-01-15T00:00:00+08:00,002475,13.9587
2026-01-16T00:00:00+08:00,002475,14.1279
2026-01-19T00:00:00+08:00,002475,14.0755
2026-01-20T00:00:00+08:00,002475,13.9802
2026-01-21T00:00:00+08:00,002475,13.8849
2026-01-22T00:00:00+08:00,002475,13.73
2026-01-23T00:00:00+08:00,002475,13.5132
2026-01-26T00:00:00+08:00,002475,13.1773
2026-01-27T00:00:00+08:00,002475,13.0892
2026-01-28T00:00:00+08:00,002475,12.9843
2026-01-29T00:00:00+08:00,002475,12.6532
2026-01-30T00:00:00+08:00,002475,12.6055
2026-02-02T00:00:00+08:00,002475,12.7318
2026-02-03T00:00:00+08:00,002475,12.789
2026-02-04T00:00:00+08:00,002475,12.6556
2026-02-05T00:00:00+08:00,002475,12.6082
2026-02-06T00:00:00+08:00,002475,12.4819
2026-02-09T00:00:00+08:00,002475,12.6129
2026-02-10T00:00:00+08:00,002475,12.6058
2026-02-11T00:00:00+08:00,002475,12.4771
2026-02-12T00:00:00+08:00,002475,12.3056
2026-02-13T00:00:00+08:00,002475,12.3938
2026-02-24T00:00:00+08:00,002475,12.3533
2026-02-25T00:00:00+08:00,002475,12.5796
2026-02-26T00:00:00+08:00,002475,12.4795
2026-02-27T00:00:00+08:00,002475,12.2556
2026-03-02T00:00:00+08:00,002475,11.9911
2026-03-03T00:00:00+08:00,002475,11.5813
2026-03-04T00:00:00+08:00,002475,11.3169
2026-03-05T00:00:00+08:00,002475,11.4884
2026-03-06T00:00:00+08:00,002475,11.5599
2026-03-09T00:00:00+08:00,002475,11.3693
2026-03-10T00:00:00+08:00,002475,12.0578
2026-03-11T00:00:00+08:00,002475,12.2437
2026-03-12T00:00:00+08:00,002475,12.1317
2026-03-13T00:00:00+08:00,002475,12.0435
2026-03-16T00:00:00+08:00,002475,12.0269
2026-03-17T00:00:00+08:00,002475,12.1627
2026-03-18T00:00:00+08:00,002475,12.0459
2026-03-19T00:00:00+08:00,002475,11.7362
2026-03-20T00:00:00+08:00,002475,11.7791
2026-03-23T00:00:00+08:00,002475,11.3217
2026-03-24T00:00:00+08:00,002475,11.3312
2026-03-25T00:00:00+08:00,002475,12.4343
2026-03-26T00:00:00+08:00,002475,12.2484
2026-03-27T00:00:00+08:00,002475,12.3485
2026-03-30T00:00:00+08:00,002475,11.9077
2026-03-31T00:00:00+08:00,002475,12.0269
2026-04-01T00:00:00+08:00,002475,12.2985
2026-04-02T00:00:00+08:00,002475,12.177
2026-04-03T00:00:00+08:00,002475,11.9173
2026-04-07T00:00:00+08:00,002475,11.8196
2026-04-08T00:00:00+08:00,002475,12.744
2026-04-09T00:00:00+08:00,002475,13.4158
2026-04-10T00:00:00+08:00,002475,14.152
2026-04-13T00:00:00+08:00,002475,14.2521
2026-04-14T00:00:00+08:00,002475,14.3807
2026-04-15T00:00:00+08:00,002475,12.9166
2026-04-16T00:00:00+08:00,002475,13.274
