date,stockCode,EV_EBITDA
2025-04-16T00:00:00+08:00,002475,8.8915
2025-04-17T00:00:00+08:00,002475,8.8542
2025-04-18T00:00:00+08:00,002475,8.9947
2025-04-21T00:00:00+08:00,002475,9.2585
2025-04-22T00:00:00+08:00,002475,9.0951
2025-04-23T00:00:00+08:00,002475,9.4478
2025-04-24T00:00:00+08:00,002475,9.227
2025-04-25T00:00:00+08:00,002475,9.4707
2025-04-28T00:00:00+08:00,002475,7.833
2025-04-29T00:00:00+08:00,002475,7.7233
2025-04-30T00:00:00+08:00,002475,7.8069
2025-05-06T00:00:00+08:00,002475,8.0576
2025-05-07T00:00:00+08:00,002475,7.9819
2025-05-08T00:00:00+08:00,002475,8.3005
2025-05-09T00:00:00+08:00,002475,8.1281
2025-05-12T00:00:00+08:00,002475,8.6609
2025-05-13T00:00:00+08:00,002475,8.5773
2025-05-14T00:00:00+08:00,002475,8.5042
2025-05-15T00:00:00+08:00,002475,8.2796
2025-05-16T00:00:00+08:00,002475,8.2378
2025-05-19T00:00:00+08:00,002475,8.1673
2025-05-20T00:00:00+08:00,002475,8.2639
2025-05-21T00:00:00+08:00,002475,8.1386
2025-05-22T00:00:00+08:00,002475,8.0472
2025-05-23T00:00:00+08:00,002475,7.9244
2025-05-26T00:00:00+08:00,002475,7.9088
2025-05-27T00:00:00+08:00,002475,7.7207
2025-05-28T00:00:00+08:00,002475,7.6868
2025-05-29T00:00:00+08:00,002475,7.9531
2025-05-30T00:00:00+08:00,002475,7.6894
2025-06-03T00:00:00+08:00,002475,7.6685
2025-06-04T00:00:00+08:00,002475,7.7938
2025-06-05T00:00:00+08:00,002475,8.0106
2025-06-06T00:00:00+08:00,002475,7.9296
2025-06-09T00:00:00+08:00,002475,8.0889
2025-06-10T00:00:00+08:00,002475,8.0498
2025-06-11T00:00:00+08:00,002475,8.0994
2025-06-12T00:00:00+08:00,002475,8.0654
2025-06-13T00:00:00+08:00,002475,7.9114
2025-06-16T00:00:00+08:00,002475,8.0837
2025-06-17T00:00:00+08:00,002475,8.2822
2025-06-18T00:00:00+08:00,002475,8.3527
2025-06-19T00:00:00+08:00,002475,8.2953
2025-06-20T00:00:00+08:00,002475,8.4232
2025-06-23T00:00:00+08:00,002475,8.418
2025-06-24T00:00:00+08:00,002475,8.4284
2025-06-25T00:00:00+08:00,002475,8.4311
2025-06-26T00:00:00+08:00,002475,8.3605
2025-06-27T00:00:00+08:00,002475,8.5956
2025-06-30T00:00:00+08:00,002475,8.8147
2025-07-01T00:00:00+08:00,002475,8.8199
2025-07-02T00:00:00+08:00,002475,8.6135
2025-07-03T00:00:00+08:00,002475,9.0969
2025-07-04T00:00:00+08:00,002475,8.9715
2025-07-07T00:00:00+08:00,002475,8.8312
2025-07-08T00:00:00+08:00,002475,8.9906
2025-07-09T00:00:00+08:00,002475,8.9749
2025-07-10T00:00:00+08:00,002475,9.0951
2025-07-11T00:00:00+08:00,002475,9.0951
2025-07-14T00:00:00+08:00,002475,8.9906
2025-07-15T00:00:00+08:00,002475,9.3617
2025-07-16T00:00:00+08:00,002475,9.4322
2025-07-17T00:00:00+08:00,002475,10.0463
2025-07-18T00:00:00+08:00,002475,9.8712
2025-07-21T00:00:00+08:00,002475,9.8529
2025-07-22T00:00:00+08:00,002475,9.704
2025-07-23T00:00:00+08:00,002475,9.67
