date,stockCode,融券卖出金额
2025-04-16T00:00:00+08:00,002475,1825703
2025-04-17T00:00:00+08:00,002475,2595426
2025-04-18T00:00:00+08:00,002475,781695
2025-04-21T00:00:00+08:00,002475,2954259
2025-04-22T00:00:00+08:00,002475,1542270
2025-04-23T00:00:00+08:00,002475,6690666
2025-04-24T00:00:00+08:00,002475,1036612
2025-04-25T00:00:00+08:00,002475,3499227
2025-04-28T00:00:00+08:00,002475,4178250
2025-04-29T00:00:00+08:00,002475,1086868
2025-04-30T00:00:00+08:00,002475,1255595
2025-05-06T00:00:00+08:00,002475,7440359
2025-05-07T00:00:00+08:00,002475,1853376
2025-05-08T00:00:00+08:00,002475,3359124
2025-05-09T00:00:00+08:00,002475,2037080
2025-05-12T00:00:00+08:00,002475,6813764
2025-05-13T00:00:00+08:00,002475,9825660
2025-05-14T00:00:00+08:00,002475,1313984
2025-05-15T00:00:00+08:00,002475,1241080
2025-05-16T00:00:00+08:00,002475,510250
2025-05-19T00:00:00+08:00,002475,2604184
2025-05-20T00:00:00+08:00,002475,1424620
2025-05-21T00:00:00+08:00,002475,1570668
2025-05-22T00:00:00+08:00,002475,3218301
2025-05-23T00:00:00+08:00,002475,1142450
2025-05-26T00:00:00+08:00,002475,2633532
2025-05-27T00:00:00+08:00,002475,1382556
2025-05-28T00:00:00+08:00,002475,1352355
2025-05-29T00:00:00+08:00,002475,1994535
2025-05-30T00:00:00+08:00,002475,866400
2025-06-03T00:00:00+08:00,002475,764064
2025-06-04T00:00:00+08:00,002475,1413720
2025-06-05T00:00:00+08:00,002475,1995853
2025-06-06T00:00:00+08:00,002475,3573612
2025-06-09T00:00:00+08:00,002475,916391
2025-06-10T00:00:00+08:00,002475,1328404
2025-06-11T00:00:00+08:00,002475,3571049
2025-06-12T00:00:00+08:00,002475,1117584
2025-06-13T00:00:00+08:00,002475,1003125
2025-06-16T00:00:00+08:00,002475,4157873
2025-06-17T00:00:00+08:00,002475,6004746
2025-06-18T00:00:00+08:00,002475,2134512
2025-06-19T00:00:00+08:00,002475,1429864
2025-06-20T00:00:00+08:00,002475,3460482
2025-06-23T00:00:00+08:00,002475,650524
2025-06-24T00:00:00+08:00,002475,1099913
2025-06-25T00:00:00+08:00,002475,3317352
2025-06-26T00:00:00+08:00,002475,1190217
2025-06-27T00:00:00+08:00,002475,2323482
2025-06-30T00:00:00+08:00,002475,1182929
2025-07-01T00:00:00+08:00,002475,409578
2025-07-02T00:00:00+08:00,002475,4385856
2025-07-03T00:00:00+08:00,002475,4968453
2025-07-04T00:00:00+08:00,002475,952830
2025-07-07T00:00:00+08:00,002475,2157975
2025-07-08T00:00:00+08:00,002475,1417936
2025-07-09T00:00:00+08:00,002475,1959150
2025-07-10T00:00:00+08:00,002475,5167320
2025-07-11T00:00:00+08:00,002475,1687872
2025-07-14T00:00:00+08:00,002475,2800512
2025-07-15T00:00:00+08:00,002475,3733170
2025-07-16T00:00:00+08:00,002475,3864315
2025-07-17T00:00:00+08:00,002475,5346580
2025-07-18T00:00:00+08:00,002475,1680882
2025-07-21T00:00:00+08:00,002475,1623720
2025-07-22T00:00:00+08:00,002475,1767376
2025-07-23T00:00:00+08:00,002475,1742364
2025-07-24T00:00:00+08:00,002475,1764742
2025-07-25T00:00:00+08:00,002475,3039569
2025-07-28T00:00:00+08:00,002475,2348672
2025-07-29T00:00:00+08:00,002475,1236053
2025-07-30T00:00:00+08:00,002475,2026638
2025-07-31T00:00:00+08:00,002475,2146518
2025-08-01T00:00:00+08:00,002475,1025920
2025-08-04T00:00:00+08:00,002475,2511432
2025-08-05T00:00:00+08:00,002475,277172
2025-08-06T00:00:00+08:00,002475,1354254
2025-08-07T00:00:00+08:00,002475,7937088
2025-08-08T00:00:00+08:00,002475,663208
2025-08-11T00:00:00+08:00,002475,5515251
2025-08-12T00:00:00+08:00,002475,1564970
2025-08-13T00:00:00+08:00,002475,3175380
2025-08-14T00:00:00+08:00,002475,3159208
2025-08-15T00:00:00+08:00,002475,2705159
2025-08-18T00:00:00+08:00,002475,2462498
2025-08-19T00:00:00+08:00,002475,1173000
2025-08-20T00:00:00+08:00,002475,2174715
2025-08-21T00:00:00+08:00,002475,4510111
2025-08-22T00:00:00+08:00,002475,2626050
2025-08-25T00:00:00+08:00,002475,4464652.5
2025-08-26T00:00:00+08:00,002475,11705520
2025-08-27T00:00:00+08:00,002475,1592292
2025-08-28T00:00:00+08:00,002475,4596170
2025-08-29T00:00:00+08:00,002475,3770360
2025-09-01T00:00:00+08:00,002475,1724787
2025-09-02T00:00:00+08:00,002475,3670440
2025-09-03T00:00:00+08:00,002475,2913071.22
2025-09-04T00:00:00+08:00,002475,3156129
2025-09-05T00:00:00+08:00,002475,4384880
2025-09-08T00:00:00+08:00,002475,9895275
2025-09-09T00:00:00+08:00,002475,2542943
2025-09-10T00:00:00+08:00,002475,4029942
2025-09-11T00:00:00+08:00,002475,9749470
2025-09-12T00:00:00+08:00,002475,8106798
2025-09-15T00:00:00+08:00,002475,2921796
2025-09-16T00:00:00+08:00,002475,1650285
2025-09-17T00:00:00+08:00,002475,1757938
2025-09-18T00:00:00+08:00,002475,4301910
2025-09-19T00:00:00+08:00,002475,4200078
2025-09-22T00:00:00+08:00,002475,12616650
2025-09-23T00:00:00+08:00,002475,24154539.3
2025-09-24T00:00:00+08:00,002475,10888020
2025-09-25T00:00:00+08:00,002475,4791178
2025-09-26T00:00:00+08:00,002475,3533750
2025-09-29T00:00:00+08:00,002475,4471200
2025-09-30T00:00:00+08:00,002475,485175
2025-10-09T00:00:00+08:00,002475,4381630
2025-10-10T00:00:00+08:00,002475,1149120
2025-10-13T00:00:00+08:00,002475,7368900
2025-10-14T00:00:00+08:00,002475,3493135
2025-10-15T00:00:00+08:00,002475,4690920
2025-10-16T00:00:00+08:00,002475,2711360
2025-10-17T00:00:00+08:00,002475,3495870
2025-10-20T00:00:00+08:00,002475,3446145
2025-10-21T00:00:00+08:00,002475,11068150
2025-10-22T00:00:00+08:00,002475,1292365
2025-10-23T00:00:00+08:00,002475,3025042
2025-10-24T00:00:00+08:00,002475,5515433
2025-10-27T00:00:00+08:00,002475,4473360
2025-10-28T00:00:00+08:00,002475,3847270
2025-10-29T00:00:00+08:00,002475,5900456
2025-10-30T00:00:00+08:00,002475,3538176
2025-10-31T00:00:00+08:00,002475,4914000
2025-11-03T00:00:00+08:00,002475,1667380
2025-11-04T00:00:00+08:00,002475,3456834
2025-11-05T00:00:00+08:00,002475,1939164
2025-11-06T00:00:00+08:00,002475,2435570
2025-11-07T00:00:00+08:00,002475,808650
2025-11-10T00:00:00+08:00,002475,2330160
2025-11-11T00:00:00+08:00,002475,1920660
2025-11-12T00:00:00+08:00,002475,3258228
2025-11-13T00:00:00+08:00,002475,992674
2025-11-14T00:00:00+08:00,002475,1740508
2025-11-17T00:00:00+08:00,002475,2725710
2025-11-18T00:00:00+08:00,002475,2168163
2025-11-19T00:00:00+08:00,002475,2099750
2025-11-20T00:00:00+08:00,002475,1142875
2025-11-21T00:00:00+08:00,002475,3134005
2025-11-24T00:00:00+08:00,002475,3131100
2025-11-25T00:00:00+08:00,002475,18030090
2025-11-26T00:00:00+08:00,002475,4815360
2025-11-27T00:00:00+08:00,002475,3275200
2025-11-28T00:00:00+08:00,002475,803142
2025-12-01T00:00:00+08:00,002475,1512138
2025-12-02T00:00:00+08:00,002475,4776000
2025-12-03T00:00:00+08:00,002475,958766
2025-12-04T00:00:00+08:00,002475,1484787
2025-12-05T00:00:00+08:00,002475,2761050
2025-12-08T00:00:00+08:00,002475,4247656
2025-12-09T00:00:00+08:00,002475,1696800
2025-12-10T00:00:00+08:00,002475,2982453
2025-12-11T00:00:00+08:00,002475,2796000
2025-12-12T00:00:00+08:00,002475,2113300
2025-12-15T00:00:00+08:00,002475,1307808
2025-12-16T00:00:00+08:00,002475,7435701
2025-12-17T00:00:00+08:00,002475,2281874
2025-12-18T00:00:00+08:00,002475,1441594
2025-12-19T00:00:00+08:00,002475,1192380
2025-12-22T00:00:00+08:00,002475,715852
2025-12-23T00:00:00+08:00,002475,1184220
2025-12-24T00:00:00+08:00,002475,2395316
