date,自由现金流量,资产负债率,净资产收益率(ROE),总资产收益率(ROA),净利润率,归属于母公司普通股股东的净利润,经营活动产生的现金流量净额对净利润的比率,基本每股收益,营业收入,经营活动产生的现金流量净额
2026-03-31,188388000000,0.9098,0.082,0.0073,0.3237,14523000000,4.429,0.67,35277000000,37802000000
