date,基本每股收益,累积同比,营业收入,归属于母公司普通股股东的净利润
2026-03-31,0.67,0.0806,35277000000,14523000000
2025-12-31,2.07,-0.0372,131442000000,42633000000
2025-09-30,1.87,-0.0361,100669000000,38339000000
2025-06-30,1.18,-0.0407,69385000000,24870000000
2025-03-31,0.62,-0.0606,33709000000,14096000000
2024-12-31,2.15,-0.0444,146695000000,44508000000
2024-09-30,1.94,0,111582000000,39729000000
2024-06-30,1.23,0.025,77132000000,25879000000
2024-03-31,0.66,0.0154,38770000000,14932000000
2023-12-31,2.25,0.0227,164699000000,46455000000
2023-09-30,1.94,0.0899,127634000000,39635000000
2023-06-30,1.2,0.165,88610000000,25387000000
2023-03-31,0.65,0.1607,45098000000,14602000000
2022-12-31,2.2,0.2717,179895000000,45516000000
2022-09-30,1.78,0.2714,138265000000,36659000000
2022-06-30,1.03,0.2875,92022000000,22088000000
2022-03-31,0.56,0.3333,46207000000,12850000000
2021-12-31,1.73,0.2357,169383000000,36336000000
2021-09-30,1.4,0.2613,127190000000,29135000000
2021-06-30,0.8,0.2121,84680000000,17583000000
2021-03-31,0.42,0.05,41788000000,10132000000
2020-12-31,1.4,-0.0909,153542000000,28928000000
2020-09-30,1.11,-0.1591,116564000000,22398000000
2020-06-30,0.66,-0.2235,78328000000,13678000000
2020-03-31,0.4,0.0526,37926000000,8548000000
2019-12-31,1.54,0.1079,137958000000,28195000000
2019-09-30,1.32,0.1579,102958000000,23621000000
2019-06-30,0.85,0.1644,67829000000,15403000000
2019-03-31,0.38,0.1515,32476000000,7446000000
2018-12-31,1.39,0.0692,116716000000,24818000000
2018-09-30,1.14,0.0755,86664000000,20456000000
2018-06-30,0.73,0.0735,57241000000,13372000000
2018-03-31,0.33,0.0645,28026000000,6595000000
2017-12-31,1.3,-0.0152,105786000000,23189000000
2017-09-30,1.06,-0.0275,79833000000,19153000000
2017-06-30,0.68,-0.0556,54073000000,12554000000
2017-03-31,0.31,-0.1143,27712000000,6214000000
2016-12-31,1.32,0.0154,107715000000,22599000000
2016-09-30,1.09,0.0283,81968000000,18719000000
