date,流动资产合计,负债合计,总资产收益率(ROA),净资产收益率(ROE),毛利率(GM),所有者权益合计,净利润率,自由现金流量,资产负债率,营业收入,长期负债合计,货币资金,经营活动产生的现金流量净额,速动比率,归属于母公司普通股股东的净利润,基本每股收益,有息负债率,资本回报率(ROIC),流动负债合计,经营活动产生的现金流量净额对净利润的比率,资产合计,应收账款,流动比率
2026-03-31,376140909000,1878032758000,0.0105,0.0465,0.0923,546552405000,0.0229,-41921321000,0.7746,234997667000,388966440000,134046185074.47,-86427712000,0.4555,4358918000,0.177,0.259,0.0311,144054866000,0.7995,2424585163000,281086003000,0.9536
