date,经营活动产生的现金流量净额对净利润的比率,资产负债率,长期负债合计,经营活动产生的现金流量净额,资产合计,净资产收益率(ROE),自由现金流量,总资产收益率(ROA),流动比率,应收账款,毛利率(GM),所有者权益合计,流动资产合计,负债合计,有息负债率,资本回报率(ROIC),净利润率,归属于母公司普通股股东的净利润,流动负债合计,货币资金,基本每股收益,营业收入,速动比率
2026-03-31,-0.0289,0.7713,149584289700,-2163425442,997406724022,-0.3279,35424376,-0.0816,1.2194,10642080520,0.0999,228061984694,11365643304,769344739328,0.3416,-0.1284,-0.4078,-5952156227,89916045760,47603530789.29,-0.4989,28927889365,0.5103
