date,营业收入,累积同比,归属于母公司普通股股东的净利润,基本每股收益
2026-03-31,28927889365,-0.2386,-5952156227,-0.4989
2025-12-31,233432768960,-0.3198,-88556470496,-7.4453
2025-09-30,161388415447,-0.2661,-28015835677,-2.3578
2025-06-30,105323304409,-0.2623,-11946573688,-1.0075
2025-03-31,37994649925,-0.3831,-6246208543,-0.5268
2024-12-31,343176440713,-0.2632,-49478429212,-4.1734
2024-09-30,219894827699,-0.2425,-17943298450,-1.5132
2024-06-30,142778764080,-0.2893,-9852499599,-0.8309
2024-03-31,61594149066,-0.1005,-361967512,-0.0305
2023-12-31,465739076702,-0.0756,12162684369,1.03
2023-09-30,290308491289,-0.1403,13621477420,1.1585
2023-06-30,200892590067,-0.0291,9870472246,0.84
2023-03-31,68474007399,0.0927,1445811342,0.1251
2022-12-31,503838367359,0.1127,22617778516,1.95
2022-09-30,337673241645,0.2438,17050421835,1.4697
2022-06-30,206916289450,0.2382,12222659218,1.05
2022-03-31,62667074774,0.0065,1428994048,0.1229
2021-12-31,452797773974,0.0804,22524033383,1.94
2021-09-30,271485774926,0.1242,16688796292,1.436
2021-06-30,167110935245,0.1419,11046937586,0.95
2021-03-31,62264095939,0.3033,1292286264,0.1112
2020-12-31,419111677714,0.1392,41515544941,3.62
2020-09-30,241491467191,0.0785,19862827130,1.741
2020-06-30,146349506730,0.0505,12507519557,1.1067
2020-03-31,47774342785,-0.0124,1249359313,0.111
2019-12-31,367893877539,0.2359,38872086881,3.47
2019-09-30,223914757487,0.2721,18240745065,1.631
2019-06-30,139320076841,0.3147,11841752171,1.06
2019-03-31,48374630775,0.5693,1120626569,0.102
2018-12-31,297679331103,0.2255,33772651679,3.06
2018-09-30,176022139200,0.5032,13984559800,1.267
2018-06-30,105974537270,0.518,9123743200,0.83
2018-03-31,30825615284,0.6583,894878011,0.081
2017-12-31,242897110251,0.0101,28051814882,2.54
2017-09-30,117100503697,0.0004,11091000885,1.005
2017-06-30,69810477567,-0.0666,7302723985,0.66
2017-03-31,18589228819,0.2722,695411557,0.063
2016-12-31,240477236923,0.2298,21022606257,1.9
2016-09-30,117054800129,0.4706,8262381012,0.748
