date,经营活动产生的现金流量净额对净利润的比率,经营活动产生的现金流量净额,累积同比,自由现金流量
2026-03-31,2.4073,660423050,-0.0627,4893376829
2025-12-31,2.4815,5981731896,0.0815,4870306601
2025-09-30,2.2103,4186339796,0.1006,5106996639
2025-06-30,2.2578,2546055684,0.0038,4700536182
2025-03-31,2.4444,704585525,0.4375,4969988177
2024-12-31,2.4857,5530816401,0.3758,4056736332
2024-09-30,2.9554,3803714947,0.871,3825835988
2024-06-30,2.7976,2536508179,1.2047,3420909181
2024-03-31,2.6614,490141673,15.8343,2479715003
2023-12-31,3.3808,4020086468,35.3711,2778149521
2023-09-30,-17.2404,2032999935,4.9719,1016999214
2023-06-30,-0.7672,1150477780,10.0736,-408417373
2023-03-31,0.0044,-33041140,0.8649,-1309419848
2022-12-31,0.0419,-116961358,-1.0632,-1358258520
2022-09-30,0.2155,-511839908,-1.3753,-1819643584
2022-06-30,-0.0639,17758972,-0.9066,-897525832
2022-03-31,-0.0542,-139682620,-2.7572,-925818493
2021-12-31,-0.1917,310932080,1.2554,-1191807676
2021-09-30,0.0352,322832581,1.3859,-1577521612
2021-06-30,0.2554,190127941,1.2975,-1818447178
2021-03-31,0.5532,79489854,1.406,-2404129547
2020-12-31,1.042,-1217659314,-1.2493,-2542880951
2020-09-30,0.8352,-836534247,-1.2258,-503743780
2020-06-30,0.9703,-639091204,-1.291,606051144
2020-03-31,0.943,-195791640,-1.2001,1873647669
2019-12-31,0.9286,4885045783,0.0935,2583961159
2019-09-30,0.9346,3704209890,0.156,1681856056
2019-06-30,0.9183,2196175310,0.1283,1116522159
2019-03-31,1.0277,978515468,0.958,1364041630
2018-12-31,1.0082,4467517030,0.0859,898042626
2018-09-30,1.0544,3204441874,0.1577,1578289391
2018-06-30,0.9908,1946392056,0.0155,1446143089
2018-03-31,1.0086,499748735,0.0161,1278565383
2017-12-31,1.0666,4114021179,0.5978,1822767148
2017-09-30,1.1487,2767846440,1.2205,1376105360
2017-06-30,1.1885,1916724429,2.1341,1345300351
2017-03-31,1.0027,491818827,8.804,299199677
2016-12-31,0.8682,2574784694,-0.1972,-8722540
2016-09-30,0.9482,1246474157,-0.2818,712656654
