date,自由现金流量,经营活动产生的现金流量净额对净利润的比率,营业收入,货币资金,总资产收益率(ROA),资产负债率,速动比率,毛利率(GM),所有者权益合计,流动资产合计,净资产收益率(ROE),负债合计,长期负债合计,净利润率,基本每股收益,资产合计,经营活动产生的现金流量净额,归属于母公司普通股股东的净利润,有息负债率,应收账款,流动比率,资本回报率(ROIC),流动负债合计
2026-03-31,4893376829,2.4073,3198103002,68727206164.8,0.0353,0.3651,2.7223,0.2705,45189177321,0,0.0552,25989368993,0,0.1844,0.23,71178546314,660423050,577796194,0.2722,2538793348,2.7312,0.0545,64315793
