日期,理杏仁前复权(元),前复权(元),后复权(元),股价(元),市值(元),流通市值(元),自由流通市值(元),行业中位数,股息率
2025-08-01,=29.1100,=29.1100,=29.1100,=29.1100,=268778403269.86,=265066048286.0,=137578811349.01,,=0.0239
2025-07-31,=28.1000,=28.1000,=28.1000,=28.1000,=259452872960.6,=255869321773.0,=132805379557.1,,=0.0248
2025-07-30,=28.4900,=28.4900,=28.4900,=28.4900,=263053820307.74,=259420533001.0,=134648585892.59,,=0.0244
2025-07-29,=28.5600,=28.5600,=28.5600,=28.5600,=263700144190.56,=260057929888.0,=134979417798.96,,=0.0244
2025-07-28,=28.5900,=28.5900,=28.5900,=28.5900,=263977140140.34,=260331099982.0,=135121202901.69,,=0.0244
2025-07-25,=28.6600,=28.6600,=28.6600,=28.6600,=264623464023.16,=260968496869.0,=135452034808.06,,=0.0243
2025-07-24,=28.6400,=28.6400,=28.6400,=28.6400,=264438800056.64,=260786383473.0,=135357511406.24,,=0.0243
2025-07-23,=28.2700,=28.2700,=28.2700,=28.2700,=261022516676.02,=257417285642.0,=133608828472.57,,=0.0246
2025-07-22,=28.4000,=28.4000,=28.4000,=28.4000,=262222832458.4,=258601022718.0,=134223230584.4,,=0.0245
2025-07-21,=28.1400,=28.1400,=28.1400,=28.1400,=259822200893.64,=256233548566.0,=132994426360.74,,=0.0247
2025-07-18,=28.0100,=28.0100,=28.0100,=28.0100,=258621885111.26,=255049811490.0,=132380024248.91,,=0.0249
2025-07-17,=27.9400,=27.9400,=27.9400,=27.9400,=257975561228.44,=254412414603.0,=132049192342.54,,=0.0249
2025-07-16,=27.7200,=27.7200,=27.7200,=27.7200,=255944257596.72,=252409167244.0,=131009434922.52,,=0.0251
2025-07-15,=27.9300,=27.9300,=27.9300,=27.9300,=257883229245.18,=254321357905.0,=132001930641.63,,=0.0249
2025-07-14,=27.7600,=27.7600,=27.7600,=27.7600,=256313585529.76,=252773394037.0,=131198481726.16,,=0.0251
2025-07-11,=27.9000,=27.9000,=27.9000,=27.9000,=257606233295.4,=254048187811.0,=131860145538.9,,=0.0250
2025-07-10,=27.7800,=27.7800,=27.7800,=27.7800,=256498249496.28,=252955507433.0,=131293005127.98,,=0.0251
2025-07-09,=27.6800,=27.6800,=27.6800,=27.6800,=255574929663.68,=252044940452.0,=130820388118.88,,=0.0252
2025-07-08,=27.6200,=27.6200,=27.6200,=27.6200,=255020937764.12,=251498600263.0,=130536817913.42,,=0.0252
