日期,理杏仁前复权(元),前复权(元),后复权(元),股价(元),市值(元),流通市值(元),自由流通市值(元),行业中位数,PE-TTM(扣非),PE-TTM(扣非) 分位点,PE-TTM(扣非) 80%分位点值,PE-TTM(扣非) 50%分位点值,PE-TTM(扣非) 20%分位点值
2026-07-07,=33.8600,=33.8600,=33.8600,=33.8600,=310322550683.0,=306311177781.0,=158021262984.16,,=21.5138,,,,
2026-07-06,=33.8300,=33.8300,=33.8300,=33.8300,=310047604536.5,=306039785716.0,=157881255958.48,,=21.4947,,,,
2026-07-03,=34.0000,=34.0000,=34.0000,=34.0000,=311605632700.0,=307577674086.0,=158674629104.0,,=21.6027,,,,
2026-07-02,=33.6100,=33.6100,=33.6100,=33.6100,=308031332795.5,=304049577236.0,=156854537770.16,,=21.3549,,,,
2026-07-01,=34.0300,=34.0300,=34.0300,=34.0300,=311880578846.5,=307849066151.0,=158814636129.68,,=21.6218,,,,
2026-06-30,=34.2000,=34.2000,=34.2000,=34.2000,=313438607010.0,=309386954522.0,=159608009275.2,,=21.7298,,,,
2026-06-29,=32.9900,=32.9900,=32.9900,=32.9900,=302349112434.5,=298440807885.0,=153961059239.44,,=20.9610,,,,
2026-06-26,=33.3200,=33.3200,=33.3200,=33.3200,=305373520046.0,=301426120604.0,=155501136521.92,,=21.1707,,,,
2026-06-25,=34.4400,=34.4400,=34.4400,=34.4400,=315638176182.0,=311558091045.0,=160728065480.64,,=21.8823,,,,
2026-06-24,=34.0300,=34.0300,=34.0300,=34.0300,=311880578846.5,=307849066151.0,=158814636129.68,,=21.6218,,,,
2026-06-23,=31.4100,=31.4100,=31.4100,=31.4100,=287868615385.5,=284147492442.0,=146587355886.96,,=19.9571,,,,
2026-06-22,=32.8300,=32.8300,=32.8300,=32.8300,=300882732986.5,=296993383537.0,=153214355102.48,,=20.8593,,,,
2026-06-18,=32.3000,=32.3000,=32.3000,=32.3000,=296025351065.0,=292198790382.0,=150740897648.8,,=20.5226,,,,
2026-06-17,=32.3600,=32.3600,=32.3600,=32.3600,=296575243358.0,=292741574512.0,=151020911700.16,,=20.5607,,,,
2026-06-16,=32.2000,=32.2000,=32.2000,=32.2000,=295108863910.0,=291294150164.0,=150274207563.2,,=20.4590,,,,
2026-06-15,=30.7100,=30.7100,=30.7100,=30.7100,=281453205300.5,=277815010917.0,=143320525287.76,,=19.5123,,,,
2026-06-12,=30.2400,=30.2400,=30.2400,=30.2400,=277145715672.0,=273563201893.0,=141127081885.44,,=19.2137,,,,
2026-06-11,=29.9800,=29.9800,=29.9800,=29.9800,=274762849069.0,=271211137326.0,=139913687662.88,,=19.0485,,,,
2026-06-10,=30.3800,=30.3800,=30.3800,=30.3800,=278428797689.0,=274829698198.0,=141780448005.28,,=19.3027,,,,
2026-06-09,=30.4900,=30.4900,=30.4900,=30.4900,=279436933559.5,=275824802438.0,=142293807099.44,,=19.3726,,,,
2026-06-08,=30.3000,=30.3000,=30.3000,=30.3000,=277695607965.0,=274105986024.0,=141407095936.8,,=19.2518,,,,
2026-06-05,=31.2800,=31.2800,=31.2800,=31.2800,=286677182084.0,=282971460159.0,=145980658775.68,,=19.8745,,,,
2026-06-04,=30.6300,=30.6300,=30.6300,=30.6300,=280720015576.5,=277091298743.0,=142947173219.28,,=19.4615,,,,
2026-06-03,=30.7700,=30.7700,=30.7700,=30.7700,=282003097593.5,=278357795048.0,=143600539339.12,,=19.5505,,,,
2026-06-02,=30.7500,=30.7500,=30.7500,=30.7500,=281819800162.5,=278176867004.0,=143507201322.0,,=19.5378,,,,
2026-06-01,=30.0600,=30.0600,=30.0600,=30.0600,=275496038793.0,=271934849501.0,=140287039731.36,,=19.0993,,,,
2026-05-29,=30.5600,=30.5600,=30.5600,=30.5600,=280078474568.0,=276458050590.0,=142620490159.36,,=19.4170,,,,
2026-05-28,=30.7600,=30.7600,=30.7600,=30.7600,=281911448878.0,=278267331026.0,=143553870330.56,,=19.5441,,,,
2026-05-27,=31.6500,=31.6500,=31.6500,=31.6500,=290068184557.5,=286318628965.0,=147707412092.4,,=20.1096,,,,
2026-05-26,=32.0000,=32.0000,=32.0000,=32.0000,=293275889600.0,=289484869728.0,=149340827392.0,,=20.3320,,,,
2026-05-25,=32.2700,=32.2700,=32.2700,=32.2700,=295750404918.5,=291927398316.0,=150600890623.12,,=20.5035,,,,
2026-05-22,=31.8300,=31.8300,=31.8300,=31.8300,=291717861436.5,=287946981358.0,=148547454246.48,,=20.2240,,,,
2026-05-21,=31.6300,=31.6300,=31.6300,=31.6300,=289884887126.5,=286137700922.0,=147614074075.28,,=20.0969,,,,
2026-05-20,=32.5500,=32.5500,=32.5500,=32.5500,=298316568952.5,=294460390926.0,=151907622862.8,,=20.6814,,,,
2026-05-19,=33.3800,=33.3800,=33.3800,=33.3800,=305923412339.0,=301968904735.0,=155781150573.28,,=21.2088,,,,
2026-05-18,=33.0000,=33.0000,=33.0000,=33.0000,=302440761150.0,=298531271907.0,=154007728248.0,,=20.9673,,,,
2026-05-15,=33.1200,=33.1200,=33.1200,=33.1200,=303540545736.0,=299616840168.0,=154567756350.72,,=21.0436,,,,
2026-05-14,=33.4500,=33.4500,=33.4500,=33.4500,=306564953347.5,=302602152888.0,=156107833633.2,,=21.2533,,,,
2026-05-13,=34.4900,=34.4900,=34.4900,=34.4900,=316096419759.5,=312010411154.0,=160961410523.44,,=21.9141,,,,
2026-05-12,=34.5600,=34.5600,=34.5600,=34.5600,=316737960768.0,=312643659306.0,=161288093583.36,,=21.9585,,,,
2026-05-11,=35.3600,=35.3600,=35.3600,=35.3600,=324069858008.0,=319880781049.0,=165021614268.16,,=22.4668,,,,
2026-05-08,=35.5500,=35.5500,=35.5500,=35.5500,=325811183602.5,=321599597463.0,=165908325430.8,,=22.5875,,,,
2026-05-07,=35.9600,=35.9600,=35.9600,=35.9600,=329568780938.0,=325308622357.0,=167821754781.76,,=22.8481,,,,
2026-05-06,=36.0400,=36.0400,=36.0400,=36.0400,=330301970662.0,=326032334531.0,=168195106850.24,,=22.8989,,,,
2026-04-30,=36.2900,=36.2900,=36.2900,=36.2900,=332593188549.5,=328293935076.0,=169361832064.24,,=23.0577,,,,
2026-04-29,=34.8100,=34.8100,=34.8100,=34.8100,=319029178655.5,=314905259851.0,=162454818797.36,,=22.1174,,,,
2026-04-28,=34.6500,=34.6500,=34.6500,=34.6500,=317562799207.5,=313457835502.0,=161708114660.4,,=22.0157,,,,
2026-04-27,=33.9700,=33.9700,=33.9700,=33.9700,=311330686553.5,=307306282021.0,=158534622078.32,,=21.5837,,,,
2026-04-24,=33.6000,=33.6000,=33.6000,=33.6000,=307939684080.0,=303959113214.0,=156807868761.6,,=21.3486,,,,
2026-04-23,=33.4900,=33.4900,=33.4900,=33.4900,=306931548209.5,=302964008975.0,=156294509667.44,,=21.2787,,,,
2026-04-22,=33.6300,=33.6300,=33.6300,=33.6300,=308214630226.5,=304230505280.0,=156947875787.28,,=21.3676,,,,
2026-04-21,=33.7300,=33.7300,=33.7300,=33.7300,=309131117381.5,=305135145498.0,=157414565872.88,,=21.4312,,,,
2026-04-20,=34.5100,=34.5100,=34.5100,=34.5100,=316279717190.5,=312191339197.0,=161054748540.56,,=21.9268,,,,
2026-04-17,=33.1300,=33.1300,=33.1300,=33.1300,=303632194451.5,=299708345234.0,=154615466403.27,,=24.0316,,,,
2026-04-16,=33.5400,=33.5400,=33.5400,=33.5400,=307389791787.0,=303417383011.0,=156528908637.66,,=24.3290,,,,
2026-04-15,=33.2000,=33.2000,=33.2000,=33.2000,=304273735460.0,=300341595586.0,=154942151662.8,,=24.0824,,,,
2026-04-14,=33.4800,=33.4800,=33.4800,=33.4800,=306839899494.0,=302874596995.0,=156248892700.92,,=24.2855,,,,
2026-04-13,=32.6500,=32.6500,=32.6500,=32.6500,=299233056107.5,=295366057105.0,=152375338909.35,,=23.6834,,,,
2026-04-10,=31.7100,=31.7100,=31.7100,=31.7100,=290618076850.5,=286862409519.0,=147988422567.09,,=23.0016,,,,
2026-04-09,=30.7600,=30.7600,=30.7600,=30.7600,=281911448878.0,=278268297598.0,=143554836902.04,,=22.3125,,,,
2026-04-08,=30.8800,=30.8800,=30.8800,=30.8800,=283011233464.0,=279353869630.0,=144114868775.52,,=22.3995,,,,
2026-04-07,=30.2000,=30.2000,=30.2000,=30.2000,=276779120810.0,=273202294780.0,=140941354825.8,,=21.9063,,,,
2026-04-03,=30.2700,=30.2700,=30.2700,=30.2700,=277420661818.5,=273835545133.0,=141268040085.33,,=21.9570,,,,
2026-04-02,=30.4000,=30.4000,=30.4000,=30.4000,=278612095120.0,=275011581501.0,=141874741281.6,,=22.0513,,,,
2026-04-01,=30.7200,=30.7200,=30.7200,=30.7200,=281544854016.0,=277906440253.0,=143368159610.88,,=22.2835,,,,
2026-03-31,=30.4200,=30.4200,=30.4200,=30.4200,=278795392551.0,=275192510173.0,=141968079927.18,,=22.0659,,,,
2026-03-30,=30.5300,=30.5300,=30.5300,=30.5300,=279803528421.5,=276187617869.0,=142481442477.87,,=22.1456,,,,
2026-03-27,=30.3500,=30.3500,=30.3500,=30.3500,=278153851542.5,=274559259821.0,=141641394667.65,,=22.0151,,,,
2026-03-26,=30.3700,=30.3700,=30.3700,=30.3700,=278337148973.5,=274740188493.0,=141734733313.23,,=22.0296,,,,
2026-03-25,=30.7800,=30.7800,=30.7800,=30.7800,=282094746309.0,=278449226270.0,=143648175547.62,,=22.3270,,,,
2026-03-24,=30.2800,=30.2800,=30.2800,=30.2800,=277512310534.0,=273926009469.0,=141314709408.12,,=21.9643,,,,
2026-03-23,=30.0100,=30.0100,=30.0100,=30.0100,=275037795215.5,=271483472396.0,=140054637692.79,,=21.7685,,,,
2026-03-20,=31.3000,=31.3000,=31.3000,=31.3000,=286860479515.0,=283153371743.0,=146074980332.7,,=22.7042,,,,
2026-03-19,=31.2500,=31.2500,=31.2500,=31.2500,=286402235937.5,=282701050063.0,=145841633718.75,,=22.6679,,,,
2026-03-18,=32.1700,=32.1700,=32.1700,=32.1700,=294833917763.5,=291023768976.0,=150135211415.43,,=23.3353,,,,
2026-03-17,=31.6200,=31.6200,=31.6200,=31.6200,=289793238411.0,=286048230495.0,=147568398661.98,,=22.9363,,,,
2026-03-16,=31.7600,=31.7600,=31.7600,=31.7600,=291076320428.0,=287314731200.0,=148221769181.04,,=23.0379,,,,
2026-03-13,=31.9400,=31.9400,=31.9400,=31.9400,=292725997307.0,=288943089248.0,=149061816991.26,,=23.1684,,,,
2026-03-12,=31.9200,=31.9200,=31.9200,=31.9200,=292542699876.0,=288762160576.0,=148968478345.68,,=23.1539,,,,
2026-03-11,=31.6500,=31.6500,=31.6500,=31.6500,=290068184557.5,=286319623503.0,=147708406630.35,,=22.9581,,,,
2026-03-10,=31.3200,=31.3200,=31.3200,=31.3200,=287043776946.0,=283334300415.0,=146168318978.28,,=22.7187,,,,
