date,基本每股收益,累积同比,归属于母公司普通股股东的净利润,营业收入
2026-03-31,0.33,-0.0833,13881336000,511847191000
2025-12-31,0.94,-0.1532,39069002000,2082141811000
2025-09-30,0.92,-0.0417,38182402000,1558219881000
2025-06-30,0.73,0.0282,30404353000,1108307435000
2025-03-31,0.36,0.0286,15013469000,555342204000
2024-12-31,1.11,-0.1527,46187099000,2187147839000
2024-09-30,0.96,-0.0857,39703061000,1626540973000
2024-06-30,0.71,0.0143,29449876000,1144619035000
2024-03-31,0.35,0,14921852000,549319265000
2023-12-31,1.31,0.065,54264173000,2265529244000
2023-09-30,1.05,0,43652883000,1671241806000
2023-06-30,0.7,0.0294,28972340000,1113313056000
2023-03-31,0.35,0.129,14744751000,524828043000
2022-12-31,1.23,-0.016,50950301000,2055052070000
2022-09-30,1.05,0.1413,43513560000,1535273749000
2022-06-30,0.68,0.0968,28503338000,1060771087000
2022-03-31,0.31,0.1481,12922672000,485438959000
2021-12-31,1.25,0.1682,51407661000,1891338970000
2021-09-30,0.92,0.2432,37830104000,1337047568000
2021-06-30,0.62,0.3191,25642823000,936715963000
2021-03-31,0.27,0.5,11014174000,404730157000
2020-12-31,1.07,0.1031,44944250000,1615023327000
2020-09-30,0.74,0.0882,31136838000,1076106209000
2020-06-30,0.47,0.0444,19839785000,728187767000
2020-03-31,0.18,-0.1429,7572374000,263830618000
2019-12-31,0.97,0.1149,41881399000,1419836588000
2019-09-30,0.68,0.0968,29980121000,973599119000
2019-06-30,0.45,0.0714,20308445000,685419315000
2019-03-31,0.21,0.1053,8857917000,297576769000
2018-12-31,0.87,0.1447,38241324000,1199324525000
2018-09-30,0.62,0.0508,27299468000,840510102000
2018-06-30,0.42,0.0244,19137676000,588926767000
2018-03-31,0.27,0.125,8144599000,270160699000
2017-12-31,1.07,0.1146,32941799000,1054106503000
2017-09-30,0.83,0.0506,25782179000,770899430000
2017-06-30,0.57,0.1176,18037729000,525254692000
2017-03-31,0.24,0.1429,7083478000,234827342000
2016-12-31,0.96,0.1429,29870104000,959765486000
2016-09-30,0.79,0.3167,24765623000,670200687000
2016-06-30,0.51,0.186,16100310000,469694799000
