日期,理杏仁前复权(元),前复权(元),后复权(元),股价(元),市值(元),流通市值(元),自由流通市值(元),行业中位数,股息率
2026-07-03,=5.3600,=5.3600,=5.3600,=5.3600,=153825911511.68,=130396997537.0,=52207578117.28,,=0.0429
2026-07-02,=5.3300,=5.3300,=5.3300,=5.3300,=152964945589.04,=129667163596.0,=51915371523.34,,=0.0432
2026-07-01,=5.3100,=5.3100,=5.3100,=5.3100,=152390968307.28,=129180607635.0,=51720567127.38,,=0.0433
2026-06-30,=5.2000,=5.2000,=5.2000,=5.2000,=149234093257.6,=126504549850.0,=50649142949.6,,=0.0442
2026-06-29,=5.2800,=5.2800,=5.2800,=5.2800,=151530002384.64,=128450773693.0,=51428360533.44,,=0.0436
2026-06-26,=5.2200,=5.2200,=5.2200,=5.2200,=149808070539.36,=126991105811.0,=50843947345.56,,=0.0441
2026-06-25,=5.3100,=5.3100,=5.3100,=5.3100,=152390968307.28,=129180607635.0,=51720567127.38,,=0.0433
2026-06-24,=5.2600,=5.2600,=5.2600,=5.2600,=150956025102.88,=127964217732.0,=51233556137.48,,=0.0437
2026-06-23,=5.4300,=5.4300,=5.4300,=5.4300,=155834831997.84,=132099943401.0,=52889393503.14,,=0.0424
2026-06-22,=5.6700,=5.6700,=5.6700,=5.6700,=162722559378.96,=137938614932.0,=55227046254.66,,=0.0406
2026-06-18,=5.6000,=5.6000,=5.6000,=5.6000,=160713638892.8,=136235669069.0,=54545230868.8,,=0.0411
2026-06-17,=5.7300,=5.7300,=5.7300,=5.7300,=164444491224.24,=139398282815.0,=55811459442.54,,=0.0401
2026-06-16,=5.7200,=5.7200,=5.7200,=5.7200,=164157502583.36,=139155004835.0,=55714057244.56,,=0.0402
2026-06-15,=5.7600,=5.7600,=5.7600,=5.7600,=165305457146.88,=140128116756.0,=56103666036.48,,=0.0399
2026-06-12,=5.7600,=5.7600,=5.7600,=5.7600,=165305457146.88,=140128116756.0,=56103666036.48,,=0.0399
2026-06-11,=5.7100,=5.7100,=5.7100,=5.7100,=163870513942.48,=138911726854.0,=55616655046.58,,=0.0403
2026-06-10,=5.6500,=5.6500,=5.6500,=5.6500,=162148582097.2,=137452058971.0,=55032241858.7,,=0.0407
2026-06-09,=5.6100,=5.6100,=5.6100,=5.6100,=161000627533.68,=136478947049.0,=54642633066.78,,=0.0410
2026-06-08,=5.5700,=5.5700,=5.5700,=5.5700,=159852672970.16,=135505835127.0,=54253024274.86,,=0.0413
2026-06-05,=5.6600,=5.6600,=5.6600,=5.6600,=162435570738.08,=137695336952.0,=55129644056.68,,=0.0406
2026-06-04,=5.6400,=5.6400,=5.6400,=5.6400,=161861593456.32,=137208780991.0,=54934839660.72,,=0.0408
2026-06-03,=5.6700,=5.6700,=5.6700,=5.6700,=162722559378.96,=137938614932.0,=55227046254.66,,=0.0406
2026-06-02,=5.6900,=5.6900,=5.6900,=5.6900,=163296536660.72,=138425170893.0,=55421850650.62,,=0.0404
2026-06-01,=5.7800,=5.7800,=5.7800,=5.7800,=165879434428.64,=140614672717.0,=56298470432.44,,=0.0398
2026-05-29,=5.7700,=5.7700,=5.7700,=5.7700,=165592445787.76,=140371394737.0,=56201068234.46,,=0.0399
2026-05-28,=5.7300,=5.7300,=5.7300,=5.7300,=164444491224.24,=139398282815.0,=55811459442.54,,=0.0401
2026-05-27,=5.7700,=5.7700,=5.7700,=5.7700,=165592445787.76,=140371394737.0,=56201068234.46,,=0.0399
2026-05-26,=5.8000,=5.8000,=5.8000,=5.8000,=166453411710.4,=141101228678.0,=56493274828.4,,=0.0397
2026-05-25,=5.7600,=5.7600,=5.7600,=5.7600,=165305457146.88,=140128116756.0,=56103666036.48,,=0.0399
2026-05-22,=5.7700,=5.7700,=5.7700,=5.7700,=165592445787.76,=140371394737.0,=56201068234.46,,=0.0399
2026-05-21,=5.7300,=5.7300,=5.7300,=5.7300,=164444491224.24,=139398282815.0,=55811459442.54,,=0.0401
2026-05-20,=5.7900,=5.7900,=5.7900,=5.7900,=166166423069.52,=140857950698.0,=56395872630.42,,=0.0397
2026-05-19,=5.9100,=5.9100,=5.9100,=5.9100,=169610286760.08,=143777286464.0,=57564699006.18,,=0.0389
2026-05-18,=5.8800,=5.8800,=5.8800,=5.8800,=168749320837.44,=143047452522.0,=57272492412.24,,=0.0391
2026-05-15,=5.9700,=5.9700,=5.9700,=5.9700,=171332218605.36,=145236954347.0,=58149112194.06,,=0.0385
2026-05-14,=6.0200,=6.0200,=6.0200,=6.0200,=172767161809.76,=146453344249.0,=58636123183.96,,=0.0382
2026-05-13,=6.0700,=6.0700,=6.0700,=6.0700,=174202105014.16,=147669734151.0,=59123134173.86,,=0.0379
2026-05-12,=6.0400,=6.0400,=6.0400,=6.0400,=173341139091.52,=146939900210.0,=58830927579.92,,=0.0381
2026-05-11,=5.9800,=5.9800,=5.9800,=5.9800,=171619207246.24,=145480232327.0,=58246514392.04,,=0.0385
2026-05-08,=5.8800,=5.8800,=5.8800,=5.8800,=168749320837.44,=143047452522.0,=57272492412.24,,=0.0391
2026-05-07,=5.9400,=5.9400,=5.9400,=5.9400,=170471252682.72,=144507120405.0,=57856905600.12,,=0.0387
2026-05-06,=5.9400,=5.9400,=5.9400,=5.9400,=170471252682.72,=144507120405.0,=57856905600.12,,=0.0387
2026-04-30,=5.9700,=5.9700,=5.9700,=5.9700,=171332218605.36,=145236954347.0,=58149112194.06,,=0.0385
2026-04-29,=5.9100,=5.9100,=5.9100,=5.9100,=169610286760.08,=143777286464.0,=57564699006.18,,=0.0389
2026-04-28,=5.9100,=5.9100,=5.9100,=5.9100,=169610286760.08,=143777286464.0,=57564699006.18,,=0.0389
2026-04-27,=5.8700,=5.8700,=5.8700,=5.8700,=168462332196.56,=142804174542.0,=57175090214.26,,=0.0392
2026-04-24,=5.9100,=5.9100,=5.9100,=5.9100,=169610286760.08,=143777286464.0,=57564699006.18,,=0.0389
2026-04-23,=5.9700,=5.9700,=5.9700,=5.9700,=171332218605.36,=145236954347.0,=58149112194.06,,=0.0385
2026-04-22,=6.0200,=6.0200,=6.0200,=6.0200,=172767161809.76,=146453344249.0,=58636123183.96,,=0.0382
2026-04-21,=6.0900,=6.0900,=6.0900,=6.0900,=174776082295.92,=148156290112.0,=59317938569.82,,=0.0378
2026-04-20,=6.0900,=6.0900,=6.0900,=6.0900,=174776082295.92,=148156290112.0,=59317938569.82,,=0.0378
2026-04-17,=6.1500,=6.1500,=6.1500,=6.1500,=176498014141.2,=149615957995.0,=59902351757.7,,=0.0374
2026-04-16,=6.1900,=6.1900,=6.1900,=6.1900,=177645968704.72,=150589069917.0,=60291960549.62,,=0.0372
2026-04-15,=6.1900,=6.1900,=6.1900,=6.1900,=177645968704.72,=150589069917.0,=60291960549.62,,=0.0372
2026-04-14,=6.2400,=6.2400,=6.2400,=6.2400,=179080911909.12,=151805459820.0,=60778971539.52,,=0.0369
2026-04-13,=6.2300,=6.2300,=6.2300,=6.2300,=178793923268.24,=151562181839.0,=60681569341.54,,=0.0369
2026-04-10,=6.2900,=6.2900,=6.2900,=6.2900,=180515855113.52,=153021849722.0,=61265982529.42,,=0.0366
2026-04-09,=6.1800,=6.1800,=6.1800,=6.1800,=177358980063.84,=150345791937.0,=60194558351.64,,=0.0372
2026-04-08,=6.2900,=6.2900,=6.2900,=6.2900,=180515855113.52,=153021849722.0,=61265982529.42,,=0.0366
2026-04-07,=6.1700,=6.1700,=6.1700,=6.1700,=177071991422.96,=150102513956.0,=60097156153.66,,=0.0373
2026-04-03,=6.2100,=6.2100,=6.2100,=6.2100,=178219945986.48,=151075625878.0,=60486764945.58,,=0.0370
2026-04-02,=6.2700,=6.2700,=6.2700,=6.2700,=179941877831.76,=152535293761.0,=61071178133.46,,=0.0367
2026-04-01,=6.3500,=6.3500,=6.3500,=6.3500,=182237786958.8,=154481517605.0,=61850395717.3,,=0.0362
2026-03-31,=6.3400,=6.3400,=6.3400,=6.3400,=181950798317.92,=154238239624.0,=61752993519.32,,=0.0363
2026-03-30,=6.1000,=6.1000,=6.1000,=6.1000,=175063070936.8,=148399568093.0,=59415340767.8,,=0.0377
2026-03-27,=6.2900,=6.2900,=6.2900,=6.2900,=180515855113.52,=153021849722.0,=61265982529.42,,=0.0509
2026-03-26,=6.2800,=6.2800,=6.2800,=6.2800,=180228866472.64,=152778571741.0,=61168580331.44,,=0.0510
2026-03-25,=6.3600,=6.3600,=6.3600,=6.3600,=182524775599.68,=154724795585.0,=61947797915.28,,=0.0503
2026-03-24,=6.2100,=6.2100,=6.2100,=6.2100,=178219945986.48,=151075625878.0,=60486764945.58,,=0.0515
2026-03-23,=6.1100,=6.1100,=6.1100,=6.1100,=175350059577.68,=148642846073.0,=59512742965.78,,=0.0524
2026-03-20,=6.3200,=6.3200,=6.3200,=6.3200,=181376821036.16,=153751683663.0,=61558189123.36,,=0.0506
2026-03-19,=6.2400,=6.2400,=6.2400,=6.2400,=179080911909.12,=151805459820.0,=60778971539.52,,=0.0513
2026-03-18,=6.3500,=6.3500,=6.3500,=6.3500,=182237786958.8,=154481517605.0,=61850395717.3,,=0.0504
2026-03-17,=6.3800,=6.3800,=6.3800,=6.3800,=183098752881.44,=155211351546.0,=62142602311.24,,=0.0502
2026-03-16,=6.4100,=6.4100,=6.4100,=6.4100,=183959718804.08,=155941185488.0,=62434808905.18,,=0.0499
2026-03-13,=6.4200,=6.4200,=6.4200,=6.4200,=184246707444.96,=156184463468.0,=62532211103.16,,=0.0498
2026-03-12,=6.4500,=6.4500,=6.4500,=6.4500,=185107673367.6,=156914297410.0,=62824417697.1,,=0.0496
2026-03-11,=6.4000,=6.4000,=6.4000,=6.4000,=183672730163.2,=155697907507.0,=62337406707.2,,=0.0500
2026-03-10,=6.2900,=6.2900,=6.2900,=6.2900,=180515855113.52,=153021849722.0,=61265982529.42,,=0.0509
2026-03-09,=6.2600,=6.2600,=6.2600,=6.2600,=179654889190.88,=152292015780.0,=60973775935.48,,=0.0511
2026-03-06,=6.3100,=6.3100,=6.3100,=6.3100,=181089832395.28,=153508405683.0,=61460786925.38,,=0.0507
