日期,理杏仁前复权(元),前复权(元),后复权(元),股价(元),市值(元),流通市值(元),自由流通市值(元),行业中位数,股息率
2026-03-05,=6.2500,=6.2500,=6.2500,=6.2500,=179367900550.0,=152048737800.0,=60876373737.5,,=0.0512
2026-03-04,=6.1500,=6.1500,=6.1500,=6.1500,=176498014141.2,=149615957995.0,=59902351757.7,,=0.0520
2026-03-03,=6.2700,=6.2700,=6.2700,=6.2700,=179941877831.76,=152535293761.0,=61071178133.46,,=0.0510
2026-03-02,=6.2900,=6.2900,=6.2900,=6.2900,=180515855113.52,=153021849722.0,=61265982529.42,,=0.0509
2026-02-27,=6.2900,=6.2900,=6.2900,=6.2900,=180515855113.52,=153021849722.0,=61265982529.42,,=0.0509
2026-02-26,=6.3500,=6.3500,=6.3500,=6.3500,=182237786958.8,=154481517605.0,=61850395717.3,,=0.0504
2026-02-25,=6.4000,=6.4000,=6.4000,=6.4000,=183672730163.2,=155697907507.0,=62337406707.2,,=0.0500
2026-02-24,=6.4700,=6.4700,=6.4700,=6.4700,=185681650649.36,=157400853371.0,=63019222093.06,,=0.0495
2026-02-13,=6.3100,=6.3100,=6.3100,=6.3100,=181089832395.28,=153508405683.0,=61460786925.38,,=0.0507
2026-02-12,=6.4000,=6.4000,=6.4000,=6.4000,=183672730163.2,=155697907507.0,=62337406707.2,,=0.0500
2026-02-11,=6.4000,=6.4000,=6.4000,=6.4000,=183672730163.2,=155697907507.0,=62337406707.2,,=0.0500
2026-02-10,=6.4100,=6.4100,=6.4100,=6.4100,=183959718804.08,=155941185488.0,=62434808905.18,,=0.0499
2026-02-09,=6.4200,=6.4200,=6.4200,=6.4200,=184246707444.96,=156184463468.0,=62532211103.16,,=0.0498
2026-02-06,=6.3700,=6.3700,=6.3700,=6.3700,=182811764240.56,=154968073566.0,=62045200113.26,,=0.0502
2026-02-05,=6.4200,=6.4200,=6.4200,=6.4200,=184246707444.96,=156184463468.0,=62532211103.16,,=0.0498
2026-02-04,=6.4800,=6.4800,=6.4800,=6.4800,=185968639290.24,=157644131351.0,=63116624291.04,,=0.0494
2026-02-03,=6.3000,=6.3000,=6.3000,=6.3000,=180802843754.4,=153265127702.0,=61363384727.4,,=0.0508
2026-02-02,=6.2400,=6.2400,=6.2400,=6.2400,=179080911909.12,=151805459820.0,=60778971539.52,,=0.0513
2026-01-30,=6.3100,=6.3100,=6.3100,=6.3100,=181089832395.28,=153508405683.0,=61460786925.38,,=0.0507
2026-01-29,=6.3600,=6.3600,=6.3600,=6.3600,=182524775599.68,=154724795585.0,=61947797915.28,,=0.0503
2026-01-28,=6.3400,=6.3400,=6.3400,=6.3400,=181950798317.92,=154238239624.0,=61752993519.32,,=0.0505
2026-01-27,=6.4400,=6.4400,=6.4400,=6.4400,=184820684726.72,=156671019429.0,=62727015499.12,,=0.0497
2026-01-26,=6.5400,=6.5400,=6.5400,=6.5400,=187690571135.52,=159103799234.0,=63701037478.92,,=0.0489
2026-01-23,=6.6000,=6.6000,=6.6000,=6.6000,=189412502980.8,=160563467117.0,=64285450666.8,,=0.0485
2026-01-22,=6.7300,=6.7300,=6.7300,=6.7300,=193143355312.24,=163726080863.0,=65551679240.54,,=0.0475
2026-01-21,=6.8300,=6.8300,=6.8300,=6.8300,=196013241721.04,=166158860668.0,=66525701220.34,,=0.0469
2026-01-20,=6.9000,=6.9000,=6.9000,=6.9000,=198022162207.2,=167861806531.0,=67207516606.2,,=0.0464
2026-01-19,=6.8000,=6.8000,=6.8000,=6.8000,=195152275798.4,=165429026726.0,=66233494626.4,,=0.0471
2026-01-16,=6.7500,=6.7500,=6.7500,=6.7500,=193717332594.0,=164212636824.0,=65746483636.5,,=0.0474
2026-01-15,=6.8800,=6.8800,=6.8800,=6.8800,=197448184925.44,=167375250570.0,=67012712210.24,,=0.0465
2026-01-14,=6.9100,=6.9100,=6.9100,=6.9100,=198309150848.08,=168105084512.0,=67304918804.18,,=0.0463
2026-01-13,=7.0500,=7.0500,=7.0500,=7.0500,=202326991820.4,=171510976238.0,=68668549575.9,,=0.0454
2026-01-12,=7.0700,=7.0700,=7.0700,=7.0700,=202900969102.16,=171997532199.0,=68863353971.86,,=0.0453
2026-01-09,=7.0300,=7.0300,=7.0300,=7.0300,=201753014538.64,=171024420277.0,=68473745179.94,,=0.0455
2026-01-08,=7.0200,=7.0200,=7.0200,=7.0200,=201466025897.76,=170781142297.0,=68376342981.96,,=0.0456
2026-01-07,=7.0100,=7.0100,=7.0100,=7.0100,=201179037256.88,=170537864316.0,=68278940783.98,,=0.0456
2026-01-06,=7.0600,=7.0600,=7.0600,=7.0600,=202613980461.28,=171754254219.0,=68765951773.88,,=0.0453
2026-01-05,=6.9200,=6.9200,=6.9200,=6.9200,=198596139488.96,=168348362492.0,=67402321002.16,,=0.0462
2025-12-31,=6.8200,=6.8200,=6.8200,=6.8200,=195726253080.16,=165915582687.0,=66428299022.36,,=0.0469
2025-12-30,=6.8500,=6.8500,=6.8500,=6.8500,=196587219002.8,=166645416629.0,=66720505616.3,,=0.0467
2025-12-29,=6.9100,=6.9100,=6.9100,=6.9100,=198309150848.08,=168105084512.0,=67304918804.18,,=0.0463
2025-12-26,=6.9000,=6.9000,=6.9000,=6.9000,=198022162207.2,=167861806531.0,=67207516606.2,,=0.0464
2025-12-25,=6.9200,=6.9200,=6.9200,=6.9200,=198596139488.96,=168348362492.0,=67402321002.16,,=0.0462
2025-12-24,=6.9300,=6.9300,=6.9300,=6.9300,=198883128129.84,=168591640473.0,=67499723200.14,,=0.0462
2025-12-23,=6.9000,=6.9000,=6.9000,=6.9000,=198022162207.2,=167861806531.0,=67207516606.2,,=0.0464
2025-12-22,=6.8500,=6.8500,=6.8500,=6.8500,=196587219002.8,=166645416629.0,=66720505616.3,,=0.0467
2025-12-19,=6.8700,=6.8700,=6.8700,=6.8700,=197161196284.56,=167131972590.0,=66915310012.26,,=0.0466
2025-12-18,=6.8900,=6.8900,=6.8900,=6.8900,=197735173566.32,=167618528551.0,=67110114408.22,,=0.0464
2025-12-17,=6.8400,=6.8400,=6.8400,=6.8400,=196300230361.92,=166402138648.0,=66623103418.32,,=0.0468
2025-12-16,=6.7700,=6.7700,=6.7700,=6.7700,=194291309875.76,=164699192785.0,=65941288032.46,,=0.0473
2025-12-15,=6.7800,=6.7800,=6.7800,=6.7800,=194578298516.64,=164942470765.0,=66038690230.44,,=0.0472
2025-12-12,=7.0900,=7.0900,=7.0900,=7.0900,=203474946383.92,=172484088160.0,=69058158367.82,,=0.0451
2025-12-11,=6.9900,=6.9900,=6.9900,=6.9900,=200605059975.12,=170051308356.0,=68084136388.02,,=0.0458
2025-12-10,=7.0100,=7.0100,=7.0100,=7.0100,=201179037256.88,=170537864316.0,=68278940783.98,,=0.0456
2025-12-09,=6.9500,=6.9500,=6.9500,=6.9500,=199457105411.6,=169078196434.0,=67694527596.1,,=0.0460
2025-12-08,=7.0600,=7.0600,=7.0600,=7.0600,=202613980461.28,=171754254219.0,=68765951773.88,,=0.0453
2025-12-05,=7.1100,=7.1100,=7.1100,=7.1100,=204048923665.68,=172970644121.0,=69252962763.78,,=0.0450
2025-12-04,=7.0300,=7.0300,=7.0300,=7.0300,=201753014538.64,=171024420277.0,=68473745179.94,,=0.0455
2025-12-03,=7.1000,=7.1000,=7.1000,=7.1000,=203761935024.8,=172727366141.0,=69155560565.8,,=0.0451
2025-12-02,=7.1100,=7.1100,=7.1100,=7.1100,=204048923665.68,=172970644121.0,=69252962763.78,,=0.0450
2025-12-01,=7.1300,=7.1300,=7.1300,=7.1300,=204622900947.44,=173457200082.0,=69447767159.74,,=0.0449
2025-11-28,=7.2700,=7.2700,=7.2700,=7.2700,=208640741919.76,=176863091809.0,=70811397931.46,,=0.0440
2025-11-27,=7.2300,=7.2300,=7.2300,=7.2300,=207492787356.24,=175889979887.0,=70421789139.54,,=0.0443
2025-11-26,=7.2700,=7.2700,=7.2700,=7.2700,=208640741919.76,=176863091809.0,=70811397931.46,,=0.0440
2025-11-25,=7.2300,=7.2300,=7.2300,=7.2300,=207492787356.24,=175889979887.0,=70421789139.54,,=0.0443
2025-11-24,=7.2500,=7.2500,=7.2500,=7.2500,=208066764638.0,=176376535848.0,=70616593535.5,,=0.0441
2025-11-21,=7.3400,=7.3400,=7.3400,=7.3400,=210649662405.92,=178566037672.0,=71493213317.32,,=0.0436
2025-11-20,=7.4500,=7.4500,=7.4500,=7.4500,=213806537455.6,=181242095458.0,=72564637495.1,,=0.0430
2025-11-19,=7.5700,=7.5700,=7.5700,=7.5700,=217250401146.16,=184161431223.0,=73733463870.86,,=0.0423
2025-11-18,=7.5500,=7.5500,=7.5500,=7.5500,=216676423864.4,=183674875262.0,=73538659474.9,,=0.0424
2025-11-17,=7.6200,=7.6200,=7.6200,=7.6200,=218685344350.56,=185377821126.0,=74220474860.76,,=0.0420
2025-11-14,=7.7400,=7.7400,=7.7400,=7.7400,=222129208041.12,=188297156892.0,=75389301236.52,,=0.0413
2025-11-13,=7.8500,=7.8500,=7.8500,=7.8500,=225286083090.8,=190973214677.0,=76460725414.3,,=0.0408
2025-11-12,=7.9200,=7.9200,=7.9200,=7.9200,=227295003576.96,=192676160540.0,=77142540800.16,,=0.0404
2025-11-11,=7.9300,=7.9300,=7.9300,=7.9300,=227581992217.84,=192919438521.0,=77239942998.14,,=0.0404
2025-11-10,=7.9300,=7.9300,=7.9300,=7.9300,=227581992217.84,=192919438521.0,=77239942998.14,,=0.0404
2025-11-07,=7.9500,=7.9500,=7.9500,=7.9500,=228155969499.6,=193405994482.0,=77434747394.1,,=0.0403
2025-11-06,=7.9100,=7.9100,=7.9100,=7.9100,=227008014936.08,=192432882560.0,=77045138602.18,,=0.0405
2025-11-05,=7.7200,=7.7200,=7.7200,=7.7200,=221555230759.36,=187810600931.0,=75194496840.56,,=0.0415
2025-11-04,=7.6300,=7.6300,=7.6300,=7.6300,=218972332991.44,=185621099106.0,=74317877058.74,,=0.0419
2025-11-03,=7.6400,=7.6400,=7.6400,=7.6400,=219259321632.32,=185864377087.0,=74415279256.72,,=0.0419
2025-10-31,=7.6700,=7.6700,=7.6700,=7.6700,=220120287554.96,=186594211028.0,=74707485850.66,,=0.0417
2025-10-30,=8.0400,=8.0400,=8.0400,=8.0400,=230738867267.52,=195595496306.0,=78311367175.92,,=0.0398
2025-10-29,=8.0400,=8.0400,=8.0400,=8.0400,=230738867267.52,=195595496306.0,=78311367175.92,,=0.0398
2025-10-28,=8.0300,=8.0300,=8.0300,=8.0300,=230451878626.64,=195352218325.0,=78213964977.94,,=0.0399
2025-10-27,=8.0000,=8.0000,=8.0000,=8.0000,=229590912704.0,=194622384384.0,=77921758384.0,,=0.0400
2025-10-24,=7.9600,=7.9600,=7.9600,=7.9600,=228442958140.48,=193649272462.0,=77532149592.08,,=0.0402
2025-10-23,=7.9800,=7.9800,=7.9800,=7.9800,=229016935422.24,=194135828423.0,=77726953988.04,,=0.0401
2025-10-22,=7.9200,=7.9200,=7.9200,=7.9200,=227295003576.96,=192676160540.0,=77142540800.16,,=0.0404
2025-10-21,=7.9300,=7.9300,=7.9300,=7.9300,=227581992217.84,=192919438521.0,=77239942998.14,,=0.0404
2025-10-20,=7.6800,=7.6800,=7.6800,=7.6800,=220407276195.84,=186837489009.0,=74804888048.64,,=0.0417
2025-10-17,=7.7100,=7.7100,=7.7100,=7.7100,=221268242118.48,=187567322950.0,=75097094642.58,,=0.0415
2025-10-16,=7.8700,=7.8700,=7.8700,=7.8700,=225860060372.56,=191459770638.0,=76655529810.26,,=0.0407
2025-10-15,=7.8300,=7.8300,=7.8300,=7.8300,=224712105809.04,=190486658716.0,=76265921018.34,,=0.0409
2025-10-14,=7.7000,=7.7000,=7.7000,=7.7000,=220981253477.6,=187324044970.0,=74999692444.6,,=0.0416
2025-10-13,=7.6500,=7.6500,=7.6500,=7.6500,=219546310273.2,=186107655067.0,=74512681454.7,,=0.0418
2025-10-10,=7.7300,=7.7300,=7.7300,=7.7300,=221842219400.24,=188053878911.0,=75291899038.54,,=0.0414
2025-10-09,=7.7900,=7.7900,=7.7900,=7.7900,=223564151245.52,=189513546794.0,=75876312226.42,,=0.0411
2025-09-30,=7.4700,=7.4700,=7.4700,=7.4700,=214380514737.36,=181728651419.0,=72759441891.06,,=0.0428
2025-09-29,=7.3400,=7.3400,=7.3400,=7.3400,=210649662405.92,=178566037672.0,=71493213317.32,,=0.0436
2025-09-26,=7.3200,=7.3200,=7.3200,=7.3200,=210075685124.16,=178079481711.0,=71298408921.36,,=0.0437
2025-09-25,=7.3900,=7.3900,=7.3900,=7.3900,=212084605610.32,=179782427575.0,=71980224307.22,,=0.0433
2025-09-24,=7.4500,=7.4500,=7.4500,=7.4500,=213806537455.6,=181242095458.0,=72564637495.1,,=0.0430
2025-09-23,=7.4900,=7.4900,=7.4900,=7.4900,=214954492019.12,=182215207380.0,=72954246287.02,,=0.0427
2025-09-22,=7.4800,=7.4800,=7.4800,=7.4800,=214667503378.24,=181971929399.0,=72856844089.04,,=0.0428
2025-09-19,=7.5200,=7.5200,=7.5200,=7.5200,=215815457941.76,=182945041321.0,=73246452880.96,,=0.0426
2025-09-18,=7.4900,=7.4900,=7.4900,=7.4900,=214954492019.12,=182215207380.0,=72954246287.02,,=0.0427
2025-09-17,=7.6400,=7.6400,=7.6400,=7.6400,=219259321632.32,=185864377087.0,=74415279256.72,,=0.0419
2025-09-16,=7.6400,=7.6400,=7.6400,=7.6400,=219259321632.32,=185864377087.0,=74415279256.72,,=0.0419
2025-09-15,=7.6800,=7.6800,=7.6800,=7.6800,=220407276195.84,=186837489009.0,=74804888048.64,,=0.0417
2025-09-12,=7.7300,=7.7300,=7.7300,=7.7300,=221842219400.24,=188053878911.0,=75291899038.54,,=0.0414
2025-09-11,=7.7600,=7.7600,=7.7600,=7.7600,=222703185322.88,=188783712852.0,=75584105632.48,,=0.0412
2025-09-10,=7.6000,=7.6000,=7.6000,=7.6000,=218111367068.8,=184891265165.0,=74025670464.8,,=0.0421
2025-09-09,=7.6100,=7.6100,=7.6100,=7.6100,=218398355709.68,=185134543145.0,=74123072662.78,,=0.0420
2025-09-08,=7.6200,=7.6200,=7.6200,=7.6200,=218685344350.56,=185377821126.0,=74220474860.76,,=0.0420
2025-09-05,=7.4900,=7.4900,=7.4900,=7.4900,=214954492019.12,=182215207380.0,=72954246287.02,,=0.0427
2025-09-04,=7.4700,=7.4700,=7.4700,=7.4700,=214380514737.36,=181728651419.0,=72759441891.06,,=0.0428
2025-09-03,=7.5100,=7.5100,=7.5100,=7.5100,=215528469300.88,=182701763340.0,=73149050682.98,,=0.0426
2025-09-02,=7.6100,=7.6100,=7.6100,=7.6100,=218398355709.68,=185134543145.0,=74123072662.78,,=0.0420
2025-09-01,=7.5900,=7.5900,=7.5900,=7.5900,=217824378427.92,=184647987184.0,=73928268266.82,,=0.0422
2025-08-29,=7.6700,=7.6700,=7.6700,=7.6700,=220120287554.96,=186594211028.0,=74707485850.66,,=0.0417
2025-08-28,=7.6600,=7.6600,=7.6600,=7.6600,=219833298914.08,=186350933048.0,=74610083652.68,,=0.0418
2025-08-27,=7.6000,=7.6000,=7.6000,=7.6000,=218111367068.8,=184891265165.0,=74025670464.8,,=0.0421
2025-08-26,=7.8000,=7.8000,=7.8000,=7.8000,=223851139886.4,=189756824774.0,=75973714424.4,,=0.0410
2025-08-25,=7.9100,=7.9100,=7.9100,=7.9100,=227008014936.08,=192432882560.0,=77045138602.18,,=0.0405
2025-08-22,=7.6700,=7.6700,=7.6700,=7.6700,=220120287554.96,=186594211028.0,=74707485850.66,,=0.0274
2025-08-21,=7.6100,=7.6100,=7.6100,=7.6100,=218398355709.68,=185134543145.0,=74123072662.78,,=0.0276
2025-08-20,=7.3700,=7.3700,=7.3700,=7.3700,=211510628328.56,=179295871614.0,=71785419911.26,,=0.0285
2025-08-19,=7.1900,=7.1900,=7.1900,=7.1900,=206344832792.72,=174916867965.0,=70032180347.62,,=0.0292
2025-08-18,=7.2600,=7.2600,=7.2600,=7.2600,=208353753278.88,=176619813828.0,=70713995733.48,,=0.0289
2025-08-15,=7.2500,=7.2500,=7.2500,=7.2500,=208066764638.0,=176376535848.0,=70616593535.5,,=0.0290
2025-08-14,=7.3100,=7.3100,=7.3100,=7.3100,=209788696483.28,=177836203731.0,=71201006723.38,,=0.0287
2025-08-13,=7.5400,=7.5400,=7.5400,=7.5400,=216389435223.52,=183431597282.0,=73441257276.92,,=0.0279
2025-08-12,=7.5500,=7.5500,=7.5500,=7.5500,=216676423864.4,=183674875262.0,=73538659474.9,,=0.0278
2025-08-11,=7.5000,=7.5000,=7.5000,=7.5000,=215241480660.0,=182458485360.0,=73051648485.0,,=0.0280
2025-08-08,=7.4800,=7.4800,=7.4800,=7.4800,=214667503378.24,=181971929399.0,=72856844089.04,,=0.0281
2025-08-07,=7.4100,=7.4100,=7.4100,=7.4100,=212658582892.08,=180268983536.0,=72175028703.18,,=0.0283
2025-08-06,=7.4200,=7.4200,=7.4200,=7.4200,=212945571532.96,=180512261516.0,=72272430901.16,,=0.0283
2025-08-05,=7.3800,=7.3800,=7.3800,=7.3800,=211797616969.44,=179539149594.0,=71882822109.24,,=0.0285
2025-08-04,=7.3100,=7.3100,=7.3100,=7.3100,=209788696483.28,=177836203731.0,=71201006723.38,,=0.0287
2025-08-01,=7.3100,=7.3100,=7.3100,=7.3100,=209788696483.28,=177836203731.0,=71201006723.38,,=0.0287
2025-07-31,=7.3900,=7.3900,=7.3900,=7.3900,=212084605610.32,=179782427575.0,=71980224307.22,,=0.0284
