日期,理杏仁前复权(元),前复权(元),后复权(元),股价(元),市值(元),流通市值(元),自由流通市值(元),行业中位数,PE-TTM,PE-TTM 分位点,PE-TTM 80%分位点值,PE-TTM 50%分位点值,PE-TTM 20%分位点值
2026-06-05,=5.6600,=5.6600,=5.6600,=5.6600,=162435570738.08,=137695336952.0,=55129644056.68,,=12.0266,,,,
2026-06-04,=5.6400,=5.6400,=5.6400,=5.6400,=161861593456.32,=137208780991.0,=54934839660.72,,=11.9841,,,,
2026-06-03,=5.6700,=5.6700,=5.6700,=5.6700,=162722559378.96,=137938614932.0,=55227046254.66,,=12.0479,,,,
2026-06-02,=5.6900,=5.6900,=5.6900,=5.6900,=163296536660.72,=138425170893.0,=55421850650.62,,=12.0903,,,,
2026-06-01,=5.7800,=5.7800,=5.7800,=5.7800,=165879434428.64,=140614672717.0,=56298470432.44,,=12.2816,,,,
2026-05-29,=5.7700,=5.7700,=5.7700,=5.7700,=165592445787.76,=140371394737.0,=56201068234.46,,=12.2603,,,,
2026-05-28,=5.7300,=5.7300,=5.7300,=5.7300,=164444491224.24,=139398282815.0,=55811459442.54,,=12.1753,,,,
2026-05-27,=5.7700,=5.7700,=5.7700,=5.7700,=165592445787.76,=140371394737.0,=56201068234.46,,=12.2603,,,,
2026-05-26,=5.8000,=5.8000,=5.8000,=5.8000,=166453411710.4,=141101228678.0,=56493274828.4,,=12.3241,,,,
2026-05-25,=5.7600,=5.7600,=5.7600,=5.7600,=165305457146.88,=140128116756.0,=56103666036.48,,=12.2391,,,,
2026-05-22,=5.7700,=5.7700,=5.7700,=5.7700,=165592445787.76,=140371394737.0,=56201068234.46,,=12.2603,,,,
2026-05-21,=5.7300,=5.7300,=5.7300,=5.7300,=164444491224.24,=139398282815.0,=55811459442.54,,=12.1753,,,,
2026-05-20,=5.7900,=5.7900,=5.7900,=5.7900,=166166423069.52,=140857950698.0,=56395872630.42,,=12.3028,,,,
2026-05-19,=5.9100,=5.9100,=5.9100,=5.9100,=169610286760.08,=143777286464.0,=57564699006.18,,=12.5578,,,,
2026-05-18,=5.8800,=5.8800,=5.8800,=5.8800,=168749320837.44,=143047452522.0,=57272492412.24,,=12.4941,,,,
2026-05-15,=5.9700,=5.9700,=5.9700,=5.9700,=171332218605.36,=145236954347.0,=58149112194.06,,=12.6853,,,,
2026-05-14,=6.0200,=6.0200,=6.0200,=6.0200,=172767161809.76,=146453344249.0,=58636123183.96,,=12.7915,,,,
2026-05-13,=6.0700,=6.0700,=6.0700,=6.0700,=174202105014.16,=147669734151.0,=59123134173.86,,=12.8978,,,,
2026-05-12,=6.0400,=6.0400,=6.0400,=6.0400,=173341139091.52,=146939900210.0,=58830927579.92,,=12.8340,,,,
2026-05-11,=5.9800,=5.9800,=5.9800,=5.9800,=171619207246.24,=145480232327.0,=58246514392.04,,=12.7066,,,,
2026-05-08,=5.8800,=5.8800,=5.8800,=5.8800,=168749320837.44,=143047452522.0,=57272492412.24,,=12.4941,,,,
2026-05-07,=5.9400,=5.9400,=5.9400,=5.9400,=170471252682.72,=144507120405.0,=57856905600.12,,=12.6216,,,,
2026-05-06,=5.9400,=5.9400,=5.9400,=5.9400,=170471252682.72,=144507120405.0,=57856905600.12,,=12.6216,,,,
2026-04-30,=5.9700,=5.9700,=5.9700,=5.9700,=171332218605.36,=145236954347.0,=58149112194.06,,=12.6853,,,,
2026-04-29,=5.9100,=5.9100,=5.9100,=5.9100,=169610286760.08,=143777286464.0,=57564699006.18,,=12.8678,,,,
2026-04-28,=5.9100,=5.9100,=5.9100,=5.9100,=169610286760.08,=143777286464.0,=57564699006.18,,=12.8678,,,,
2026-04-27,=5.8700,=5.8700,=5.8700,=5.8700,=168462332196.56,=142804174542.0,=57175090214.26,,=12.7807,,,,
2026-04-24,=5.9100,=5.9100,=5.9100,=5.9100,=169610286760.08,=143777286464.0,=57564699006.18,,=12.8678,,,,
2026-04-23,=5.9700,=5.9700,=5.9700,=5.9700,=171332218605.36,=145236954347.0,=58149112194.06,,=12.9984,,,,
2026-04-22,=6.0200,=6.0200,=6.0200,=6.0200,=172767161809.76,=146453344249.0,=58636123183.96,,=13.1073,,,,
2026-04-21,=6.0900,=6.0900,=6.0900,=6.0900,=174776082295.92,=148156290112.0,=59317938569.82,,=13.2597,,,,
2026-04-20,=6.0900,=6.0900,=6.0900,=6.0900,=174776082295.92,=148156290112.0,=59317938569.82,,=13.2597,,,,
2026-04-17,=6.1500,=6.1500,=6.1500,=6.1500,=176498014141.2,=149615957995.0,=59902351757.7,,=13.3903,,,,
2026-04-16,=6.1900,=6.1900,=6.1900,=6.1900,=177645968704.72,=150589069917.0,=60291960549.62,,=13.4774,,,,
2026-04-15,=6.1900,=6.1900,=6.1900,=6.1900,=177645968704.72,=150589069917.0,=60291960549.62,,=13.4774,,,,
2026-04-14,=6.2400,=6.2400,=6.2400,=6.2400,=179080911909.12,=151805459820.0,=60778971539.52,,=13.5863,,,,
2026-04-13,=6.2300,=6.2300,=6.2300,=6.2300,=178793923268.24,=151562181839.0,=60681569341.54,,=13.5645,,,,
2026-04-10,=6.2900,=6.2900,=6.2900,=6.2900,=180515855113.52,=153021849722.0,=61265982529.42,,=13.6951,,,,
2026-04-09,=6.1800,=6.1800,=6.1800,=6.1800,=177358980063.84,=150345791937.0,=60194558351.64,,=13.4556,,,,
2026-04-08,=6.2900,=6.2900,=6.2900,=6.2900,=180515855113.52,=153021849722.0,=61265982529.42,,=13.6951,,,,
2026-04-07,=6.1700,=6.1700,=6.1700,=6.1700,=177071991422.96,=150102513956.0,=60097156153.66,,=13.4339,,,,
2026-04-03,=6.2100,=6.2100,=6.2100,=6.2100,=178219945986.48,=151075625878.0,=60486764945.58,,=13.5210,,,,
2026-04-02,=6.2700,=6.2700,=6.2700,=6.2700,=179941877831.76,=152535293761.0,=61071178133.46,,=13.6516,,,,
2026-04-01,=6.3500,=6.3500,=6.3500,=6.3500,=182237786958.8,=154481517605.0,=61850395717.3,,=13.8258,,,,
2026-03-31,=6.3400,=6.3400,=6.3400,=6.3400,=181950798317.92,=154238239624.0,=61752993519.32,,=13.8040,,,,
2026-03-30,=6.1000,=6.1000,=6.1000,=6.1000,=175063070936.8,=148399568093.0,=59415340767.8,,=13.2815,,,,
2026-03-27,=6.2900,=6.2900,=6.2900,=6.2900,=180515855113.52,=153021849722.0,=61265982529.42,,=11.9493,,,,
2026-03-26,=6.2800,=6.2800,=6.2800,=6.2800,=180228866472.64,=152778571741.0,=61168580331.44,,=11.9303,,,,
2026-03-25,=6.3600,=6.3600,=6.3600,=6.3600,=182524775599.68,=154724795585.0,=61947797915.28,,=12.0823,,,,
2026-03-24,=6.2100,=6.2100,=6.2100,=6.2100,=178219945986.48,=151075625878.0,=60486764945.58,,=11.7973,,,,
2026-03-23,=6.1100,=6.1100,=6.1100,=6.1100,=175350059577.68,=148642846073.0,=59512742965.78,,=11.6074,,,,
2026-03-20,=6.3200,=6.3200,=6.3200,=6.3200,=181376821036.16,=153751683663.0,=61558189123.36,,=12.0063,,,,
2026-03-19,=6.2400,=6.2400,=6.2400,=6.2400,=179080911909.12,=151805459820.0,=60778971539.52,,=11.8543,,,,
2026-03-18,=6.3500,=6.3500,=6.3500,=6.3500,=182237786958.8,=154481517605.0,=61850395717.3,,=12.0633,,,,
2026-03-17,=6.3800,=6.3800,=6.3800,=6.3800,=183098752881.44,=155211351546.0,=62142602311.24,,=12.1203,,,,
2026-03-16,=6.4100,=6.4100,=6.4100,=6.4100,=183959718804.08,=155941185488.0,=62434808905.18,,=12.1773,,,,
2026-03-13,=6.4200,=6.4200,=6.4200,=6.4200,=184246707444.96,=156184463468.0,=62532211103.16,,=12.1963,,,,
2026-03-12,=6.4500,=6.4500,=6.4500,=6.4500,=185107673367.6,=156914297410.0,=62824417697.1,,=12.2533,,,,
2026-03-11,=6.4000,=6.4000,=6.4000,=6.4000,=183672730163.2,=155697907507.0,=62337406707.2,,=12.1583,,,,
2026-03-10,=6.2900,=6.2900,=6.2900,=6.2900,=180515855113.52,=153021849722.0,=61265982529.42,,=11.9493,,,,
2026-03-09,=6.2600,=6.2600,=6.2600,=6.2600,=179654889190.88,=152292015780.0,=60973775935.48,,=11.8923,,,,
2026-03-06,=6.3100,=6.3100,=6.3100,=6.3100,=181089832395.28,=153508405683.0,=61460786925.38,,=11.9873,,,,
2026-03-05,=6.2500,=6.2500,=6.2500,=6.2500,=179367900550.0,=152048737800.0,=60876373737.5,,=11.8733,,,,
2026-03-04,=6.1500,=6.1500,=6.1500,=6.1500,=176498014141.2,=149615957995.0,=59902351757.7,,=11.6833,,,,
2026-03-03,=6.2700,=6.2700,=6.2700,=6.2700,=179941877831.76,=152535293761.0,=61071178133.46,,=11.9113,,,,
2026-03-02,=6.2900,=6.2900,=6.2900,=6.2900,=180515855113.52,=153021849722.0,=61265982529.42,,=11.9493,,,,
2026-02-27,=6.2900,=6.2900,=6.2900,=6.2900,=180515855113.52,=153021849722.0,=61265982529.42,,=11.9493,,,,
2026-02-26,=6.3500,=6.3500,=6.3500,=6.3500,=182237786958.8,=154481517605.0,=61850395717.3,,=12.0633,,,,
2026-02-25,=6.4000,=6.4000,=6.4000,=6.4000,=183672730163.2,=155697907507.0,=62337406707.2,,=12.1583,,,,
2026-02-24,=6.4700,=6.4700,=6.4700,=6.4700,=185681650649.36,=157400853371.0,=63019222093.06,,=12.2913,,,,
2026-02-13,=6.3100,=6.3100,=6.3100,=6.3100,=181089832395.28,=153508405683.0,=61460786925.38,,=11.9873,,,,
2026-02-12,=6.4000,=6.4000,=6.4000,=6.4000,=183672730163.2,=155697907507.0,=62337406707.2,,=12.1583,,,,
2026-02-11,=6.4000,=6.4000,=6.4000,=6.4000,=183672730163.2,=155697907507.0,=62337406707.2,,=12.1583,,,,
2026-02-10,=6.4100,=6.4100,=6.4100,=6.4100,=183959718804.08,=155941185488.0,=62434808905.18,,=12.1773,,,,
2026-02-09,=6.4200,=6.4200,=6.4200,=6.4200,=184246707444.96,=156184463468.0,=62532211103.16,,=12.1963,,,,
2026-02-06,=6.3700,=6.3700,=6.3700,=6.3700,=182811764240.56,=154968073566.0,=62045200113.26,,=12.1013,,,,
2026-02-05,=6.4200,=6.4200,=6.4200,=6.4200,=184246707444.96,=156184463468.0,=62532211103.16,,=12.1963,,,,
2026-02-04,=6.4800,=6.4800,=6.4800,=6.4800,=185968639290.24,=157644131351.0,=63116624291.04,,=12.3103,,,,
2026-02-03,=6.3000,=6.3000,=6.3000,=6.3000,=180802843754.4,=153265127702.0,=61363384727.4,,=11.9683,,,,
2026-02-02,=6.2400,=6.2400,=6.2400,=6.2400,=179080911909.12,=151805459820.0,=60778971539.52,,=11.8543,,,,
2026-01-30,=6.3100,=6.3100,=6.3100,=6.3100,=181089832395.28,=153508405683.0,=61460786925.38,,=11.9873,,,,
2026-01-29,=6.3600,=6.3600,=6.3600,=6.3600,=182524775599.68,=154724795585.0,=61947797915.28,,=12.0823,,,,
2026-01-28,=6.3400,=6.3400,=6.3400,=6.3400,=181950798317.92,=154238239624.0,=61752993519.32,,=12.0443,,,,
2026-01-27,=6.4400,=6.4400,=6.4400,=6.4400,=184820684726.72,=156671019429.0,=62727015499.12,,=12.2343,,,,
2026-01-26,=6.5400,=6.5400,=6.5400,=6.5400,=187690571135.52,=159103799234.0,=63701037478.92,,=12.4242,,,,
2026-01-23,=6.6000,=6.6000,=6.6000,=6.6000,=189412502980.8,=160563467117.0,=64285450666.8,,=12.5382,,,,
2026-01-22,=6.7300,=6.7300,=6.7300,=6.7300,=193143355312.24,=163726080863.0,=65551679240.54,,=12.7852,,,,
2026-01-21,=6.8300,=6.8300,=6.8300,=6.8300,=196013241721.04,=166158860668.0,=66525701220.34,,=12.9752,,,,
2026-01-20,=6.9000,=6.9000,=6.9000,=6.9000,=198022162207.2,=167861806531.0,=67207516606.2,,=13.1081,,,,
2026-01-19,=6.8000,=6.8000,=6.8000,=6.8000,=195152275798.4,=165429026726.0,=66233494626.4,,=12.9182,,,,
2026-01-16,=6.7500,=6.7500,=6.7500,=6.7500,=193717332594.0,=164212636824.0,=65746483636.5,,=12.8232,,,,
2026-01-15,=6.8800,=6.8800,=6.8800,=6.8800,=197448184925.44,=167375250570.0,=67012712210.24,,=13.0701,,,,
2026-01-14,=6.9100,=6.9100,=6.9100,=6.9100,=198309150848.08,=168105084512.0,=67304918804.18,,=13.1271,,,,
2026-01-13,=7.0500,=7.0500,=7.0500,=7.0500,=202326991820.4,=171510976238.0,=68668549575.9,,=13.3931,,,,
2026-01-12,=7.0700,=7.0700,=7.0700,=7.0700,=202900969102.16,=171997532199.0,=68863353971.86,,=13.4311,,,,
2026-01-09,=7.0300,=7.0300,=7.0300,=7.0300,=201753014538.64,=171024420277.0,=68473745179.94,,=13.3551,,,,
2026-01-08,=7.0200,=7.0200,=7.0200,=7.0200,=201466025897.76,=170781142297.0,=68376342981.96,,=13.3361,,,,
2026-01-07,=7.0100,=7.0100,=7.0100,=7.0100,=201179037256.88,=170537864316.0,=68278940783.98,,=13.3171,,,,
2026-01-06,=7.0600,=7.0600,=7.0600,=7.0600,=202613980461.28,=171754254219.0,=68765951773.88,,=13.4121,,,,
2026-01-05,=6.9200,=6.9200,=6.9200,=6.9200,=198596139488.96,=168348362492.0,=67402321002.16,,=13.1461,,,,
2025-12-31,=6.8200,=6.8200,=6.8200,=6.8200,=195726253080.16,=165915582687.0,=66428299022.36,,=12.9562,,,,
2025-12-30,=6.8500,=6.8500,=6.8500,=6.8500,=196587219002.8,=166645416629.0,=66720505616.3,,=13.0132,,,,
2025-12-29,=6.9100,=6.9100,=6.9100,=6.9100,=198309150848.08,=168105084512.0,=67304918804.18,,=13.1271,,,,
2025-12-26,=6.9000,=6.9000,=6.9000,=6.9000,=198022162207.2,=167861806531.0,=67207516606.2,,=13.1081,,,,
2025-12-25,=6.9200,=6.9200,=6.9200,=6.9200,=198596139488.96,=168348362492.0,=67402321002.16,,=13.1461,,,,
2025-12-24,=6.9300,=6.9300,=6.9300,=6.9300,=198883128129.84,=168591640473.0,=67499723200.14,,=13.1651,,,,
2025-12-23,=6.9000,=6.9000,=6.9000,=6.9000,=198022162207.2,=167861806531.0,=67207516606.2,,=13.1081,,,,
2025-12-22,=6.8500,=6.8500,=6.8500,=6.8500,=196587219002.8,=166645416629.0,=66720505616.3,,=13.0132,,,,
2025-12-19,=6.8700,=6.8700,=6.8700,=6.8700,=197161196284.56,=167131972590.0,=66915310012.26,,=13.0511,,,,
2025-12-18,=6.8900,=6.8900,=6.8900,=6.8900,=197735173566.32,=167618528551.0,=67110114408.22,,=13.0891,,,,
2025-12-17,=6.8400,=6.8400,=6.8400,=6.8400,=196300230361.92,=166402138648.0,=66623103418.32,,=12.9942,,,,
2025-12-16,=6.7700,=6.7700,=6.7700,=6.7700,=194291309875.76,=164699192785.0,=65941288032.46,,=12.8612,,,,
2025-12-15,=6.7800,=6.7800,=6.7800,=6.7800,=194578298516.64,=164942470765.0,=66038690230.44,,=12.8802,,,,
2025-12-12,=7.0900,=7.0900,=7.0900,=7.0900,=203474946383.92,=172484088160.0,=69058158367.82,,=13.4691,,,,
2025-12-11,=6.9900,=6.9900,=6.9900,=6.9900,=200605059975.12,=170051308356.0,=68084136388.02,,=13.2791,,,,
2025-12-10,=7.0100,=7.0100,=7.0100,=7.0100,=201179037256.88,=170537864316.0,=68278940783.98,,=13.3171,,,,
2025-12-09,=6.9500,=6.9500,=6.9500,=6.9500,=199457105411.6,=169078196434.0,=67694527596.1,,=13.2031,,,,
2025-12-08,=7.0600,=7.0600,=7.0600,=7.0600,=202613980461.28,=171754254219.0,=68765951773.88,,=13.4121,,,,
2025-12-05,=7.1100,=7.1100,=7.1100,=7.1100,=204048923665.68,=172970644121.0,=69252962763.78,,=13.5071,,,,
2025-12-04,=7.0300,=7.0300,=7.0300,=7.0300,=201753014538.64,=171024420277.0,=68473745179.94,,=13.3551,,,,
2025-12-03,=7.1000,=7.1000,=7.1000,=7.1000,=203761935024.8,=172727366141.0,=69155560565.8,,=13.4881,,,,
2025-12-02,=7.1100,=7.1100,=7.1100,=7.1100,=204048923665.68,=172970644121.0,=69252962763.78,,=13.5071,,,,
2025-12-01,=7.1300,=7.1300,=7.1300,=7.1300,=204622900947.44,=173457200082.0,=69447767159.74,,=13.5451,,,,
2025-11-28,=7.2700,=7.2700,=7.2700,=7.2700,=208640741919.76,=176863091809.0,=70811397931.46,,=13.8110,,,,
2025-11-27,=7.2300,=7.2300,=7.2300,=7.2300,=207492787356.24,=175889979887.0,=70421789139.54,,=13.7350,,,,
2025-11-26,=7.2700,=7.2700,=7.2700,=7.2700,=208640741919.76,=176863091809.0,=70811397931.46,,=13.8110,,,,
2025-11-25,=7.2300,=7.2300,=7.2300,=7.2300,=207492787356.24,=175889979887.0,=70421789139.54,,=13.7350,,,,
2025-11-24,=7.2500,=7.2500,=7.2500,=7.2500,=208066764638.0,=176376535848.0,=70616593535.5,,=13.7730,,,,
2025-11-21,=7.3400,=7.3400,=7.3400,=7.3400,=210649662405.92,=178566037672.0,=71493213317.32,,=13.9440,,,,
2025-11-20,=7.4500,=7.4500,=7.4500,=7.4500,=213806537455.6,=181242095458.0,=72564637495.1,,=14.1530,,,,
2025-11-19,=7.5700,=7.5700,=7.5700,=7.5700,=217250401146.16,=184161431223.0,=73733463870.86,,=14.3810,,,,
2025-11-18,=7.5500,=7.5500,=7.5500,=7.5500,=216676423864.4,=183674875262.0,=73538659474.9,,=14.3430,,,,
2025-11-17,=7.6200,=7.6200,=7.6200,=7.6200,=218685344350.56,=185377821126.0,=74220474860.76,,=14.4759,,,,
2025-11-14,=7.7400,=7.7400,=7.7400,=7.7400,=222129208041.12,=188297156892.0,=75389301236.52,,=14.7039,,,,
2025-11-13,=7.8500,=7.8500,=7.8500,=7.8500,=225286083090.8,=190973214677.0,=76460725414.3,,=14.9129,,,,
2025-11-12,=7.9200,=7.9200,=7.9200,=7.9200,=227295003576.96,=192676160540.0,=77142540800.16,,=15.0459,,,,
2025-11-11,=7.9300,=7.9300,=7.9300,=7.9300,=227581992217.84,=192919438521.0,=77239942998.14,,=15.0649,,,,
2025-11-10,=7.9300,=7.9300,=7.9300,=7.9300,=227581992217.84,=192919438521.0,=77239942998.14,,=15.0649,,,,
2025-11-07,=7.9500,=7.9500,=7.9500,=7.9500,=228155969499.6,=193405994482.0,=77434747394.1,,=15.1029,,,,
2025-11-06,=7.9100,=7.9100,=7.9100,=7.9100,=227008014936.08,=192432882560.0,=77045138602.18,,=15.0269,,,,
2025-11-05,=7.7200,=7.7200,=7.7200,=7.7200,=221555230759.36,=187810600931.0,=75194496840.56,,=14.6659,,,,
2025-11-04,=7.6300,=7.6300,=7.6300,=7.6300,=218972332991.44,=185621099106.0,=74317877058.74,,=14.4949,,,,
2025-11-03,=7.6400,=7.6400,=7.6400,=7.6400,=219259321632.32,=185864377087.0,=74415279256.72,,=14.5139,,,,
2025-10-31,=7.6700,=7.6700,=7.6700,=7.6700,=220120287554.96,=186594211028.0,=74707485850.66,,=14.5709,,,,
2025-10-30,=8.0400,=8.0400,=8.0400,=8.0400,=230738867267.52,=195595496306.0,=78311367175.92,,=14.9516,,,,
2025-10-29,=8.0400,=8.0400,=8.0400,=8.0400,=230738867267.52,=195595496306.0,=78311367175.92,,=14.9516,,,,
2025-10-28,=8.0300,=8.0300,=8.0300,=8.0300,=230451878626.64,=195352218325.0,=78213964977.94,,=14.9330,,,,
2025-10-27,=8.0000,=8.0000,=8.0000,=8.0000,=229590912704.0,=194622384384.0,=77921758384.0,,=14.8773,,,,
2025-10-24,=7.9600,=7.9600,=7.9600,=7.9600,=228442958140.48,=193649272462.0,=77532149592.08,,=14.8029,,,,
2025-10-23,=7.9800,=7.9800,=7.9800,=7.9800,=229016935422.24,=194135828423.0,=77726953988.04,,=14.8401,,,,
2025-10-22,=7.9200,=7.9200,=7.9200,=7.9200,=227295003576.96,=192676160540.0,=77142540800.16,,=14.7285,,,,
2025-10-21,=7.9300,=7.9300,=7.9300,=7.9300,=227581992217.84,=192919438521.0,=77239942998.14,,=14.7471,,,,
2025-10-20,=7.6800,=7.6800,=7.6800,=7.6800,=220407276195.84,=186837489009.0,=74804888048.64,,=14.2822,,,,
2025-10-17,=7.7100,=7.7100,=7.7100,=7.7100,=221268242118.48,=187567322950.0,=75097094642.58,,=14.3380,,,,
2025-10-16,=7.8700,=7.8700,=7.8700,=7.8700,=225860060372.56,=191459770638.0,=76655529810.26,,=14.6355,,,,
2025-10-15,=7.8300,=7.8300,=7.8300,=7.8300,=224712105809.04,=190486658716.0,=76265921018.34,,=14.5611,,,,
2025-10-14,=7.7000,=7.7000,=7.7000,=7.7000,=220981253477.6,=187324044970.0,=74999692444.6,,=14.3194,,,,
2025-10-13,=7.6500,=7.6500,=7.6500,=7.6500,=219546310273.2,=186107655067.0,=74512681454.7,,=14.2264,,,,
2025-10-10,=7.7300,=7.7300,=7.7300,=7.7300,=221842219400.24,=188053878911.0,=75291899038.54,,=14.3752,,,,
2025-10-09,=7.7900,=7.7900,=7.7900,=7.7900,=223564151245.52,=189513546794.0,=75876312226.42,,=14.4867,,,,
2025-09-30,=7.4700,=7.4700,=7.4700,=7.4700,=214380514737.36,=181728651419.0,=72759441891.06,,=13.8916,,,,
2025-09-29,=7.3400,=7.3400,=7.3400,=7.3400,=210649662405.92,=178566037672.0,=71493213317.32,,=13.6499,,,,
2025-09-26,=7.3200,=7.3200,=7.3200,=7.3200,=210075685124.16,=178079481711.0,=71298408921.36,,=13.6127,,,,
2025-09-25,=7.3900,=7.3900,=7.3900,=7.3900,=212084605610.32,=179782427575.0,=71980224307.22,,=13.7429,,,,
2025-09-24,=7.4500,=7.4500,=7.4500,=7.4500,=213806537455.6,=181242095458.0,=72564637495.1,,=13.8544,,,,
2025-09-23,=7.4900,=7.4900,=7.4900,=7.4900,=214954492019.12,=182215207380.0,=72954246287.02,,=13.9288,,,,
2025-09-22,=7.4800,=7.4800,=7.4800,=7.4800,=214667503378.24,=181971929399.0,=72856844089.04,,=13.9102,,,,
2025-09-19,=7.5200,=7.5200,=7.5200,=7.5200,=215815457941.76,=182945041321.0,=73246452880.96,,=13.9846,,,,
2025-09-18,=7.4900,=7.4900,=7.4900,=7.4900,=214954492019.12,=182215207380.0,=72954246287.02,,=13.9288,,,,
2025-09-17,=7.6400,=7.6400,=7.6400,=7.6400,=219259321632.32,=185864377087.0,=74415279256.72,,=14.2078,,,,
2025-09-16,=7.6400,=7.6400,=7.6400,=7.6400,=219259321632.32,=185864377087.0,=74415279256.72,,=14.2078,,,,
2025-09-15,=7.6800,=7.6800,=7.6800,=7.6800,=220407276195.84,=186837489009.0,=74804888048.64,,=14.2822,,,,
2025-09-12,=7.7300,=7.7300,=7.7300,=7.7300,=221842219400.24,=188053878911.0,=75291899038.54,,=14.3752,,,,
2025-09-11,=7.7600,=7.7600,=7.7600,=7.7600,=222703185322.88,=188783712852.0,=75584105632.48,,=14.4309,,,,
2025-09-10,=7.6000,=7.6000,=7.6000,=7.6000,=218111367068.8,=184891265165.0,=74025670464.8,,=14.1334,,,,
2025-09-09,=7.6100,=7.6100,=7.6100,=7.6100,=218398355709.68,=185134543145.0,=74123072662.78,,=14.1520,,,,
2025-09-08,=7.6200,=7.6200,=7.6200,=7.6200,=218685344350.56,=185377821126.0,=74220474860.76,,=14.1706,,,,
2025-09-05,=7.4900,=7.4900,=7.4900,=7.4900,=214954492019.12,=182215207380.0,=72954246287.02,,=13.9288,,,,
2025-09-04,=7.4700,=7.4700,=7.4700,=7.4700,=214380514737.36,=181728651419.0,=72759441891.06,,=13.8916,,,,
2025-09-03,=7.5100,=7.5100,=7.5100,=7.5100,=215528469300.88,=182701763340.0,=73149050682.98,,=13.9660,,,,
2025-09-02,=7.6100,=7.6100,=7.6100,=7.6100,=218398355709.68,=185134543145.0,=74123072662.78,,=14.1520,,,,
2025-09-01,=7.5900,=7.5900,=7.5900,=7.5900,=217824378427.92,=184647987184.0,=73928268266.82,,=14.1148,,,,
2025-08-29,=7.6700,=7.6700,=7.6700,=7.6700,=220120287554.96,=186594211028.0,=74707485850.66,,=14.2636,,,,
2025-08-28,=7.6600,=7.6600,=7.6600,=7.6600,=219833298914.08,=186350933048.0,=74610083652.68,,=14.2450,,,,
2025-08-27,=7.6000,=7.6000,=7.6000,=7.6000,=218111367068.8,=184891265165.0,=74025670464.8,,=14.1334,,,,
2025-08-26,=7.8000,=7.8000,=7.8000,=7.8000,=223851139886.4,=189756824774.0,=75973714424.4,,=14.5053,,,,
2025-08-25,=7.9100,=7.9100,=7.9100,=7.9100,=227008014936.08,=192432882560.0,=77045138602.18,,=14.7099,,,,
2025-08-22,=7.6700,=7.6700,=7.6700,=7.6700,=220120287554.96,=186594211028.0,=74707485850.66,,=15.2520,,,,
2025-08-21,=7.6100,=7.6100,=7.6100,=7.6100,=218398355709.68,=185134543145.0,=74123072662.78,,=15.1327,,,,
