date,市值(元),股息率,PS-TTM,PS-TTM_分位点,PS-TTM_80%分位点值,PS-TTM_50%分位点值,PS-TTM_20%分位点值,PE-TTM,PE-TTM_分位点,PE-TTM_80%分位点值,PE-TTM_50%分位点值,PE-TTM_20%分位点值,PB,PB_分位点,PB_80%分位点值,PB_50%分位点值,PB_20%分位点值
2025-12-01,179677814353.83,0.0259,2.8216,0.1034,4.0374,3.5611,3.0248,22.4805,0.2017,30.2429,26.2568,22.4376,3.6505,0.2953,4.7776,4.1478,3.3033
2025-11-28,177991075819.44,0.0262,2.7951,0.0939,4.0385,3.5630,3.0257,22.2694,0.1926,30.2867,26.2654,22.4376,3.6162,0.2878,4.7786,4.1492,3.3033
2025-11-27,177428829641.31,0.0262,2.7862,0.0905,4.0385,3.5635,3.0271,22.1991,0.1879,30.2867,26.2665,22.4471,3.6048,0.2841,4.7786,4.1502,3.3033
2025-11-26,177669792289.08,0.0262,2.7900,0.0914,4.0390,3.5641,3.0271,22.2292,0.1892,30.2881,26.2680,22.4707,3.6097,0.2853,4.7798,4.1533,3.3033
2025-11-25,178232038467.21,0.0261,2.7989,0.0940,4.0397,3.5644,3.0275,22.2996,0.1935,30.2897,26.2893,22.4707,3.6211,0.2871,4.7807,4.1555,3.3033
2025-11-24,177910754936.85,0.0262,2.7938,0.0927,4.0407,3.5649,3.0285,22.2594,0.1914,30.3124,26.2921,22.5015,3.6146,0.2862,4.7822,4.1565,3.3033
2025-11-21,178633642880.16,0.0261,2.8052,0.0952,4.0431,3.5658,3.0285,22.3498,0.1939,30.3306,26.2990,22.5015,3.6293,0.2891,4.7916,4.1585,3.3033
2025-11-20,183051291422.61,0.0254,2.8745,0.1216,4.0431,3.5663,3.0286,22.9026,0.2272,30.3306,26.3009,22.5247,3.7190,0.3129,4.7916,4.1589,3.3033
2025-11-19,185380597017.72,0.0251,2.9111,0.1388,4.0435,3.5663,3.0298,23.1940,0.2500,30.3623,26.3035,22.5247,3.7664,0.3289,4.7926,4.1598,3.3033
2025-11-18,186906693786.93,0.0249,2.9351,0.1478,4.0443,3.5687,3.0298,23.3849,0.2629,30.3663,26.3094,22.5247,3.7974,0.3427,4.7944,4.1598,3.3033
2025-11-17,190280170855.71,0.0245,2.9880,0.1728,4.0460,3.5688,3.0339,23.8070,0.2892,30.3663,26.3123,22.5247,3.8659,0.3720,4.7949,4.1600,3.3033
2025-11-14,191163700564.2001,0.0244,3.0019,0.1814,4.0470,3.5702,3.0353,23.9175,0.2994,30.3914,26.3202,22.5247,3.8839,0.3783,4.7952,4.1608,3.3033
2025-11-13,195982953519.6,0.0238,3.0776,0.2293,4.0470,3.5712,3.0367,24.5205,0.3470,30.3914,26.3202,22.5247,3.9818,0.4190,4.7952,4.1614,3.3033
2025-11-12,193573327041.9,0.0240,3.0398,0.2034,4.0482,3.5714,3.0367,24.2190,0.3237,30.3998,26.3202,22.5247,3.9328,0.4017,4.7956,4.1633,3.3033
2025-11-11,200882527357.59,0.0232,3.1545,0.2625,4.0490,3.5716,3.0367,25.1335,0.4056,30.3998,26.3234,22.5247,4.0813,0.4634,4.7962,4.1642,3.3033
2025-11-10,201203810887.9501,0.0231,3.1596,0.2655,4.0499,3.5717,3.0367,25.1737,0.4082,30.4160,26.3234,22.5247,4.0878,0.4664,4.7962,4.1673,3.3033
2025-11-07,202007019713.85,0.0230,3.1722,0.2710,4.0513,3.5727,3.0367,25.2742,0.4123,30.5398,26.3244,22.5247,4.1042,0.4735,4.7993,4.1712,3.3033
2025-11-06,203613437365.65,0.0229,3.1974,0.2819,4.0513,3.5727,3.0367,25.4752,0.4306,30.5398,26.3249,22.5247,4.1368,0.4905,4.7993,4.1719,3.3033
2025-11-05,198633542645.0701,0.0234,3.1192,0.2470,4.0515,3.5736,3.0367,24.8521,0.3784,30.5491,26.3387,22.5247,4.0356,0.4431,4.8005,4.1725,3.3033
2025-11-04,194135573220.03,0.0240,3.0486,0.2078,4.0515,3.5738,3.0367,24.2894,0.3267,30.5555,26.3415,22.5247,3.9442,0.4034,4.8015,4.1737,3.3033
2025-11-03,196625520580.3201,0.0237,3.0877,0.2332,4.0516,3.5749,3.0367,24.6009,0.3534,30.5555,26.3566,22.5247,3.9948,0.4250,4.8055,4.1746,3.3033
2025-10-31,194617498515.5701,0.0239,3.0562,0.2124,4.0542,3.5765,3.0367,24.3497,0.3300,30.5860,26.3570,22.5247,3.9540,0.4072,4.8055,4.1758,3.3033
