date,市值(元),股息率,PE-TTM,PE-TTM_分位点,PE-TTM_80%分位点值,PE-TTM_50%分位点值,PE-TTM_20%分位点值,PB,PB_分位点,PB_80%分位点值,PB_50%分位点值,PB_20%分位点值,PE-TTM(扣非),PE-TTM(扣非) 分位点,PE-TTM(扣非) 80%分位点值,PE-TTM(扣非) 50%分位点值,PE-TTM(扣非) 20%分位点值,PB(不含商誉),PB(不含商誉) 分位点,PB(不含商誉) 80%分位点值,PB(不含商誉) 50%分位点值,PB(不含商誉) 20%分位点值,PS-TTM,PS-TTM_分位点,PS-TTM_80%分位点值,PS-TTM_50%分位点值,PS-TTM_20%分位点值
2025-08-20,240320752091.78,0.0308,19.0307,,,,,7.0680,,,,,19.0118,,,,,7.0680,,,,,6.4610,,,,
2025-08-19,236343668728.06,0.0313,18.7158,,,,,6.9510,,,,,18.6972,,,,,6.9510,,,,,6.3541,,,,
2025-08-18,231537009693.38,0.0319,18.3351,,,,,6.8097,,,,,18.3169,,,,,6.8097,,,,,6.2249,,,,
2025-08-15,230060852984.76,0.0321,18.2183,,,,,6.7663,,,,,18.2002,,,,,6.7663,,,,,6.1852,,,,
2025-08-14,228548097349.48,0.0323,18.0985,,,,,6.7218,,,,,18.0805,,,,,6.7218,,,,,6.1445,,,,
2025-08-13,229450870873.76,0.0322,18.1699,,,,,6.7483,,,,,18.1519,,,,,6.7483,,,,,6.1688,,,,
2025-08-12,227889316669.6,0.0324,18.0463,,,,,6.7024,,,,,18.0284,,,,,6.7024,,,,,6.1268,,,,
2025-08-11,227669723109.64,0.0325,18.0289,,,,,6.6959,,,,,18.0110,,,,,6.6959,,,,,6.1209,,,,
2025-08-08,218532191086.86,0.0338,17.3053,,,,,6.4272,,,,,17.2881,,,,,6.4272,,,,,5.8752,,,,
2025-08-07,221313709513.02,0.0334,17.5256,,,,,6.5090,,,,,17.5082,,,,,6.5090,,,,,5.9500,,,,
2025-08-06,222155484826.2,0.0333,17.5922,,,,,6.5338,,,,,17.5748,,,,,6.5338,,,,,5.9726,,,,
2025-08-05,221167313806.38,0.0334,17.5140,,,,,6.5047,,,,,17.4966,,,,,6.5047,,,,,5.9461,,,,
2025-08-04,217397624360.4,0.0340,17.2155,,,,,6.3938,,,,,17.1984,,,,,6.3938,,,,,5.8447,,,,
2025-08-01,218263798958.02,0.0339,17.2841,,,,,6.4193,,,,,17.2669,,,,,6.4193,,,,,5.8680,,,,
2025-07-31,218373595738.0,0.0339,17.2928,,,,,6.4225,,,,,17.2756,,,,,6.4225,,,,,5.8710,,,,
2025-07-30,225815377492.2,0.0327,17.8821,,,,,6.6414,,,,,17.8643,,,,,6.6414,,,,,6.0710,,,,
2025-07-29,223290051552.66,0.0331,17.6821,,,,,6.5671,,,,,17.6645,,,,,6.5671,,,,,6.0031,,,,
2025-07-28,223692639745.92,0.0330,17.7140,,,,,6.5790,,,,,17.6964,,,,,6.5790,,,,,6.0140,,,,
2025-07-25,226400960318.76,0.0327,17.9284,,,,,6.6586,,,,,17.9106,,,,,6.6586,,,,,6.0868,,,,
2025-07-24,232354385722.12,0.0318,18.3999,,,,,6.8337,,,,,18.3816,,,,,6.8337,,,,,6.2468,,,,
2025-07-23,231439412555.62,0.0319,18.3274,,,,,6.8068,,,,,18.3092,,,,,6.8068,,,,,6.2222,,,,
2025-07-22,232744774273.16,0.0318,18.4308,,,,,6.8452,,,,,18.4125,,,,,6.8452,,,,,6.2573,,,,
2025-07-21,219947349584.38,0.0336,17.4174,,,,,6.4688,,,,,17.4001,,,,,6.4688,,,,,5.9133,,,,
2025-07-18,220935520604.2,0.0335,17.4956,,,,,6.4979,,,,,17.4782,,,,,6.4979,,,,,5.9398,,,,
2025-07-17,214799100567.54,0.0344,17.0097,,,,,6.3174,,,,,16.9928,,,,,6.3174,,,,,5.7749,,,,
2025-07-16,214237917025.42,0.0345,16.9653,,,,,6.3009,,,,,16.9484,,,,,6.3009,,,,,5.7598,,,,
2025-07-15,212773959959.02,0.0347,16.8493,,,,,6.2578,,,,,16.8326,,,,,6.2578,,,,,5.7204,,,,
2025-07-14,217117032589.34,0.0341,17.1932,,,,,6.3856,,,,,17.1762,,,,,6.3856,,,,,5.8372,,,,
2025-07-11,216531449762.78,0.0341,17.1469,,,,,6.3683,,,,,17.1298,,,,,6.3683,,,,,5.8214,,,,
2025-07-10,217812412195.88,0.0339,17.2483,,,,,6.4060,,,,,17.2312,,,,,6.4060,,,,,5.8559,,,,
2025-07-09,217495221498.16,0.0340,17.2232,,,,,6.3967,,,,,17.2061,,,,,6.3967,,,,,5.8473,,,,
2025-07-08,214591706649.8,0.0345,16.9933,,,,,6.3113,,,,,16.9764,,,,,6.3113,,,,,5.7693,,,,
2025-07-07,210431628652.78,0.0351,16.6638,,,,,6.1889,,,,,16.6473,,,,,6.1889,,,,,5.6574,,,,
