date,基本每股收益,累积同比,归属于母公司普通股股东的净利润,营业收入
2026-03-31,4.41,-0.1908,5382557651,14923228703
2025-12-31,10.0383,0.0003,12246329337,38718257658
2025-09-30,9.35,0.0054,11404509071,32924416756
2025-06-30,6.9716,0.0113,8505077281,23963969152
2025-03-31,5.45,0.0624,6647582868,16522645536
2024-12-31,10.0354,0.172,12242884324,36010992321
2024-09-30,9.3,0.2031,11349973607,31357599777
2024-06-30,6.8936,0.2408,8409892314,22746234674
2024-03-31,5.13,0.2987,6262425160,15338104001
2023-12-31,8.5627,0.2878,10438114410,31928483054
2023-09-30,7.73,0.3259,9431204666,26744465150
2023-06-30,5.5556,0.349,6767230471,19011152144
2023-03-31,3.95,0.2993,4819017582,12682473811
2022-12-31,6.6492,0.5199,8095851304,26213860718
2022-09-30,5.83,0.4575,7108266129,22144006482
2022-06-30,4.1183,0.411,5012613254,15333732971
2022-03-31,3.04,0.6983,3710105976,10530300854
2021-12-31,4.3749,0.7251,5313612016,19970986259
2021-09-30,4.02,0.961,4878762630,17256932331
2021-06-30,2.92,1.1791,3543574640,12118749284
2021-03-31,2.5,0.773,2182053794,7332071099
2020-12-31,3.5504,0.5647,3079233697,13989804851
2020-09-30,2.8366,0.4384,2461217523,10374313081
2020-06-30,1.8356,0.3224,1604853684,6899799094
2020-03-31,1.4145,0.3936,1224758933,4139844004
2019-12-31,2.2339,0.2835,1938505451,11880073342
2019-09-30,1.9537,0.3264,1695905100,9126530306
2019-06-30,1.3696,0.2584,1190100208,6377147964
2019-03-31,1.0133,0.2257,877410231,4057608638
2018-12-31,1.694,0.5401,1466733719,9381937874
2018-09-30,1.4596,0.569,1263800216,6915445912
2018-06-30,1.0824,0.5576,937155352,5041771472
2018-03-31,0.8201,0.5181,710071792,3239874446
2017-12-31,1.0904,0.5602,944101731,6037481699
2017-09-30,0.9303,0.7853,805530770,4855928777
2017-06-30,0.6949,0.6765,601683706,3421021602
2017-03-31,0.5402,0.587,467710587,2180892582
2016-12-31,0.6989,0.1623,605125961,4404948312
2016-09-30,0.52,0.2381,451174626,3400593441
