date,流动负债合计,资本回报率(ROIC),资产合计,应收账款,流动比率,归属于母公司普通股股东的净利润,资产负债率,基本每股收益,长期负债合计,货币资金,营业收入,毛利率(GM),所有者权益合计,速动比率,负债合计,总资产收益率(ROA),经营活动产生的现金流量净额对净利润的比率,净资产收益率(ROE),有息负债率,流动资产合计,自由现金流量,经营活动产生的现金流量净额,净利润率
2026-03-31,7903656836,0.261,64384066373,93685,2.8672,5382557651,0.2926,4.41,0,174528081599.32,14923228703,0.7317,45547310510,2.1296,18836755864,0.1833,0.9272,0.2617,0.0004,0,9133829907,8253609930,0.2975
