date,净利润率,经营活动产生的现金流量净额,基本每股收益,营业收入,归属于母公司普通股股东的净利润,自由现金流量,净资产收益率(ROE),总资产收益率(ROA),资产负债率,经营活动产生的现金流量净额对净利润的比率
2026-03-31,0.4383,594433000000,0.33,211256000000,86291000000,1956908000000,0.0955,0.0076,0.92,5.7591
