date,资产负债率,自由现金流量,经营活动产生的现金流量净额,基本每股收益,经营活动产生的现金流量净额对净利润的比率,营业收入,归属于母公司普通股股东的净利润,净利润率,净资产收益率(ROE),总资产收益率(ROA)
2026-03-31,0.9181,764306000000,65782000000,1.13,10.012,55090000000,23832000000,0.3667,0.0845,0.0071
