date,经营活动产生的现金流量净额,归属于母公司普通股股东的净利润,净资产收益率(ROE),资产负债率,总资产收益率(ROA),自由现金流量,净利润率,营业收入,经营活动产生的现金流量净额对净利润的比率,基本每股收益
2026-03-31,307846000000,25726000000,0.0819,0.9408,0.0047,636002000000,0.243,96162000000,7.3117,0.2
