date,营业收入,累积同比,基本每股收益,归属于母公司普通股股东的净利润
2026-03-31,4527555928,-0.0531,0.2711,1365946091
2025-12-31,20289199758,-0.1254,0.9119,4593870605
2025-09-30,12981379309,-0.0766,0.7617,3837103959
2025-06-30,9405722180,-0.0556,0.4811,2423880436
2025-03-31,4781525555,0.3766,0.2404,1210866236
2024-12-31,23198204415,0.527,0.9819,4946691605
2024-09-30,14058443584,0.211,0.8178,4119702513
2024-06-30,9959934057,0.3957,0.5456,2748469162
2024-03-31,3473393457,-0.043,0.2475,1246836155
2023-12-31,15192010226,0.1461,0.876,4413271587
2023-09-30,11609113150,0.224,0.8013,4036767900
2023-06-30,7136011953,0.4637,0.4927,2481895376
2023-03-31,3629503688,0.3295,0.2436,1227071674
2022-12-31,13255603108,-0.0705,0.7392,3724115166
2022-09-30,9484797723,0.1923,0.6171,3109036849
2022-06-30,4553627185,-0.1004,0.347,1748339678
2022-03-31,2578308102,0.0777,0.1579,795301448
2021-12-31,13792587243,0.7171,0.8295,4178794497
2021-09-30,7659400765,0.4309,0.752,3788305556
2021-06-30,5061764712,0.897,0.5319,2679329243
2021-03-31,2392460566,1.483,0.2271,1144186488
2020-12-31,8032466746,-0.203,0.4891,2464213676
2020-09-30,5352797388,-0.286,0.3762,1895364245
2020-06-30,2668351073,-0.4482,0.0964,485637446
2020-03-31,963551994,-0.5921,-0.0065,-32726431
2019-12-31,10078181219,0.011,0.8336,4199704372
2019-09-30,7496407822,-0.019,0.7065,3558975772
2019-06-30,4835457869,-0.0596,0.4529,2281609028
2019-03-31,2362097802,-0.1631,0.2053,1034435704
2018-12-31,9969011165,0.0543,0.8688,4376603925
2018-09-30,7641702887,0.0932,0.7249,3652096620
2018-06-30,5141779834,0.1013,0.4939,2488142065
2018-03-31,2822575100,0.2295,0.2019,1017133454
2017-12-31,9455680365,0.0276,0.7122,3587861857
2017-09-30,6990321462,0.1155,0.5749,2895998719
2017-06-30,4669035065,0.1485,0.3771,1899660185
2017-03-31,2295677347,0.1216,0.1744,878672948
2016-12-31,9201297066,0.0502,0.6642,3346063867
2016-09-30,6266289166,-0.0586,0.4843,2439656338
