date,流动比率,应收账款,流动负债合计,资产合计,资产负债率,净资产收益率(ROE),经营活动产生的现金流量净额对净利润的比率,归属于母公司普通股股东的净利润,总资产收益率(ROA),基本每股收益,速动比率,资本回报率(ROIC),长期负债合计,营业收入,货币资金,有息负债率,经营活动产生的现金流量净额,流动资产合计,净利润率,所有者权益合计,毛利率(GM),自由现金流量,负债合计
2026-03-31,0.8722,2155520333,6796540,99978527724,0.4278,0.0922,1.3569,1365946091,0.0521,0.2711,0.6843,0.0653,21141615177,4527555928,60704857375,0.3121,1715592952,0,0.2488,57202803278,0.3045,-620479607,42775724446
