date,metric,value
2026-03-31,流动比率,0.8722
2026-03-31,应收账款,2155520333
2026-03-31,流动负债合计,6796540
2026-03-31,资产合计,99978527724
2026-03-31,资产负债率,0.4278
2026-03-31,净资产收益率(ROE),0.0922
2026-03-31,经营活动产生的现金流量净额对净利润的比率,1.3569
2026-03-31,归属于母公司普通股股东的净利润,1365946091
2026-03-31,总资产收益率(ROA),0.0521
2026-03-31,基本每股收益,0.2711
2026-03-31,速动比率,0.6843
2026-03-31,资本回报率(ROIC),0.0653
2026-03-31,长期负债合计,21141615177
2026-03-31,营业收入,4527555928
2026-03-31,货币资金,60704857375
2026-03-31,有息负债率,0.3121
2026-03-31,经营活动产生的现金流量净额,1715592952
2026-03-31,流动资产合计,0
2026-03-31,净利润率,0.2488
2026-03-31,所有者权益合计,57202803278
2026-03-31,毛利率(GM),0.3045
2026-03-31,自由现金流量,-620479607
2026-03-31,负债合计,42775724446
