date,流动比率,长期负债合计,有息负债率,应收账款,所有者权益合计,毛利率(GM),资产合计,归属于母公司普通股股东的净利润,流动资产合计,自由现金流量,资本回报率(ROIC),速动比率,资产负债率,经营活动产生的现金流量净额,流动负债合计,总资产收益率(ROA),营业收入,货币资金,净资产收益率(ROE),经营活动产生的现金流量净额对净利润的比率,净利润率,基本每股收益,负债合计
2026-03-31,1.3233,2458705338,0.1989,16407251068,19902399934,0.4208,45657478489,-169724622,782555119,-478167670,0.0424,1.0763,0.5641,-1068812075,1782261983,0.0202,5274188660,106823314168.01,0.0454,3.2469,0.0317,-0.07,25755078554
