date,基本每股收益,累积同比,营业收入,归属于母公司普通股股东的净利润
2026-03-31,-0.07,0.125,5274188660,-169724622
2025-12-31,0.36,0.5,27105390548,839390861
2025-09-30,-0.0288,0.8066,16989434774,-66675426
2025-06-30,-0.1034,0.4044,10910937823,-238927239
2025-03-31,-0.08,0.3846,4657815686,-193251729
2024-12-31,0.24,-0.1429,23343093019,560162663
2024-09-30,-0.1489,-4.7225,14849536928,-343704233
2024-06-30,-0.1736,-6.4591,9324545041,-400665617
2024-03-31,-0.13,-3.3333,3646215387,-300468030
2023-12-31,0.28,0.1667,19650329209,657312908
2023-09-30,0.04,-0.7778,12613745271,99362112
2023-06-30,0.0318,-0.735,7841552405,73571996
2023-03-31,-0.03,-1.6,2887584462,-57895269
2022-12-31,0.24,-0.6571,18820234053,561213021
2022-09-30,0.18,-0.4545,12660799886,420235990
2022-06-30,0.12,-0.3684,8022667215,278081111
2022-03-31,0.05,-0.1667,3505985012,110785750
2021-12-31,0.7,0.0937,18313605606,1556463895
2021-09-30,0.33,0.32,10867963800,728765413
2021-06-30,0.19,0.5833,6318650533,418577838
2021-03-31,0.06,2,2501303218,139470569
2020-12-31,0.64,0.6,13024657866,1363789617
2020-09-30,0.25,0.3889,7284075114,554260019
2020-06-30,0.12,0.3333,4349201290,258189210
2020-03-31,-0.06,-2.2,1408820489,-131445229
2019-12-31,0.4,0.4815,10078688920,819175859
2019-09-30,0.18,0.6364,6573103455,373585128
2019-06-30,0.09,0.5,4228169341,189452062
2019-03-31,0.05,0.25,1958367539,101882786
2018-12-31,0.27,0.2273,7917221903,542066004
2018-09-30,0.11,0.375,5283332027,219103403
2018-06-30,0.06,0.2,3209989280,130602669
2018-03-31,0.06,0,1397773495,81992215
2017-12-31,0.33,-0.1081,5444688147,434675994
2017-09-30,0.12,-0.4545,3386718900,168618839
2017-06-30,0.08,-0.6,2102362656,107283558
2017-03-31,0.06,0.2,856220355,73982688
2016-12-31,0.37,0.0882,3320476690,484430416
2016-09-30,0.22,0.2222,2141283151,278475158
