date,资本回报率(ROIC),流动负债合计,归属于母公司普通股股东的净利润,应收账款,基本每股收益,流动比率,有息负债率,所有者权益合计,毛利率(GM),经营活动产生的现金流量净额,资产合计,净利润率,负债合计,长期负债合计,总资产收益率(ROA),净资产收益率(ROE),速动比率,自由现金流量,资产负债率,经营活动产生的现金流量净额对净利润的比率,流动资产合计,货币资金,营业收入
2026-03-31,0.0317,298919275,2064416128,26300320893,0.1,0.9625,0.6004,237434780235,0.3925,8130955167,776965224132,0.1975,539530443897,390649773151,0.0218,0.0702,0.5612,-53051413567,0.6944,2.4969,144880960,186140418769.7,18924861300
