date,metric,value
2026-03-31,资本回报率(ROIC),0.0317
2026-03-31,流动负债合计,298919275
2026-03-31,归属于母公司普通股股东的净利润,2064416128
2026-03-31,应收账款,26300320893
2026-03-31,基本每股收益,0.1
2026-03-31,流动比率,0.9625
2026-03-31,有息负债率,0.6004
2026-03-31,所有者权益合计,237434780235
2026-03-31,毛利率(GM),0.3925
2026-03-31,经营活动产生的现金流量净额,8130955167
2026-03-31,资产合计,776965224132
2026-03-31,净利润率,0.1975
2026-03-31,负债合计,539530443897
2026-03-31,长期负债合计,390649773151
2026-03-31,总资产收益率(ROA),0.0218
2026-03-31,净资产收益率(ROE),0.0702
2026-03-31,速动比率,0.5612
2026-03-31,自由现金流量,-53051413567
2026-03-31,资产负债率,0.6944
2026-03-31,经营活动产生的现金流量净额对净利润的比率,2.4969
2026-03-31,流动资产合计,144880960
2026-03-31,货币资金,186140418769.7
2026-03-31,营业收入,18924861300
