date,市值(元),PE-TTM,PE-TTM_分位点,PE-TTM_80%分位点值,PE-TTM_50%分位点值,PE-TTM_20%分位点值,股息率,PS-TTM,PS-TTM_分位点,PS-TTM_80%分位点值,PS-TTM_50%分位点值,PS-TTM_20%分位点值,PB,PB_分位点,PB_80%分位点值,PB_50%分位点值,PB_20%分位点值
2026-01-27,133158457326.6,35.9633,0.3460,69.2977,43.3951,26.4829,0.0114,2.2354,0.1960,11.3966,6.0342,2.2905,3.3094,0.2138,10.2887,6.6493,3.0690
2026-01-26,136435565777.94,36.8484,0.3649,69.3569,43.4011,26.4829,0.0111,2.2905,0.1998,11.3966,6.0356,2.2988,3.3909,0.2179,10.2887,6.6493,3.0690
2026-01-23,138447461472.75,37.3917,0.3783,69.4232,43.4449,26.4829,0.0110,2.3242,0.2013,11.3966,6.0431,2.3103,3.4409,0.2198,10.2887,6.6482,3.0690
2026-01-22,134506634854.05,36.3274,0.3517,69.4232,43.4624,26.4829,0.0113,2.2581,0.1973,11.3966,6.0431,2.3103,3.3429,0.2150,10.2887,6.6493,3.0690
2026-01-21,138634132207.32,37.4421,0.3785,69.4358,43.5961,26.4829,0.0110,2.3274,0.2014,11.3966,6.0459,2.3201,3.4455,0.2195,10.2887,6.6493,3.0690
2026-01-20,136933354403.46,36.9828,0.3686,69.4689,43.6485,26.4829,0.0111,2.2988,0.1993,11.3966,6.0469,2.3201,3.4032,0.2179,10.2887,6.6493,3.0690
2026-01-19,141040110564.0,38.0919,0.3946,69.5149,43.7388,26.4829,0.0108,2.3678,0.2035,11.3966,6.0490,2.3223,3.5053,0.2220,10.2887,6.6493,3.0690
2026-01-16,142471252862.37,38.4785,0.4006,69.5544,43.7745,26.4829,0.0107,2.3918,0.2058,11.3966,6.0522,2.3223,3.5409,0.2240,10.2887,6.6482,3.0690
2026-01-15,140832698636.7,38.0359,0.3925,69.5544,43.7818,26.4829,0.0108,2.3643,0.2030,11.3966,6.0545,2.3223,3.5002,0.2216,10.2887,6.6493,3.0690
2026-01-14,139297850374.68,37.6214,0.3822,69.5544,43.8032,26.4829,0.0109,2.3385,0.2010,11.3966,6.0565,2.3223,3.4620,0.2195,10.2887,6.6493,3.0690
2026-01-13,138198567159.99,37.3245,0.3756,69.5643,43.8538,26.4829,0.0110,2.3201,0.1998,11.3966,6.0569,2.3223,3.4347,0.2187,10.2887,6.6493,3.0690
2026-01-12,141475675611.33,38.2096,0.3937,69.6682,43.9324,26.4829,0.0107,2.3751,0.2022,11.3966,6.0637,2.3246,3.5161,0.2208,10.2887,6.6493,3.0690
2026-01-09,143612018462.52,38.7866,0.4055,69.7746,43.9434,26.4829,0.0106,2.4109,0.2067,11.3966,6.0675,2.3246,3.5692,0.2268,10.2887,6.6482,3.0690
2026-01-08,143114229837.0,38.6521,0.4012,69.7746,43.9443,26.4829,0.0106,2.4026,0.2047,11.3966,6.0685,2.3246,3.5569,0.2236,10.2887,6.6493,3.0690
2026-01-07,144545372135.37,39.0386,0.4114,69.7785,43.9869,26.4829,0.0105,2.4266,0.2072,11.3966,6.0695,2.3246,3.5924,0.2298,10.2887,6.6493,3.0690
2026-01-06,144358701400.8,38.9882,0.4094,69.8608,44.0329,26.4829,0.0105,2.4235,0.2068,11.3966,6.0705,2.3246,3.5878,0.2290,10.2887,6.6493,3.0690
2026-01-05,143052006258.81,38.6353,0.4003,69.9024,44.0418,26.4829,0.0106,2.4015,0.2043,11.3966,6.0866,2.3246,3.5553,0.2232,10.2887,6.6551,3.0690
2025-12-31,136394083392.48,36.8372,0.3639,70.0130,44.0432,26.4829,0.0111,2.2898,0.1988,11.3966,6.0871,2.3246,3.3898,0.2170,10.2887,6.6597,3.0690
2025-12-30,140417495662.1,37.9238,0.3874,70.1375,44.0580,26.4829,0.0108,2.3573,0.2009,11.3966,6.0876,2.3412,3.4898,0.2194,10.2887,6.6625,3.0690
2025-12-29,142325680241.26,38.4392,0.3965,70.1476,44.0813,26.4829,0.0107,2.3893,0.2030,11.3966,6.0887,2.3412,3.5373,0.2211,10.2887,6.6678,3.0690
2025-12-26,148921361721.4,40.2205,0.4366,70.2794,44.1532,26.4829,0.0102,2.5001,0.2123,11.3966,6.0957,2.3412,3.7012,0.2407,10.2887,6.6728,3.0690
2025-12-25,146971694868.78,39.6939,0.4228,70.2794,44.1537,26.4829,0.0103,2.4673,0.2079,11.3966,6.0975,2.3412,3.6527,0.2326,10.2887,6.6739,3.0690
2025-12-24,147510964423.76,39.8396,0.4261,70.3477,44.1567,26.4829,0.0103,2.4764,0.2083,11.3966,6.1000,2.3412,3.6661,0.2343,10.2887,6.6750,3.0690
2025-12-23,146888730321.86,39.6715,0.4216,70.3814,44.1701,26.4829,0.0103,2.4659,0.2075,11.3966,6.1012,2.3412,3.6507,0.2322,10.2887,6.6762,3.0690
2025-12-22,143134584573.73,38.6576,0.3993,70.5919,44.1811,26.4829,0.0106,2.4029,0.2030,11.3966,6.1017,2.3412,3.5574,0.2219,10.2887,6.6802,3.0690
2025-12-19,142201233420.88,38.4055,0.3955,70.7259,44.2001,26.4829,0.0107,2.3873,0.2025,11.3966,6.1019,2.3412,3.5342,0.2206,10.2887,6.6867,3.0690
2025-12-18,142180492284.15,38.3999,0.3952,70.7259,44.2045,26.4829,0.0107,2.3869,0.2021,11.3966,6.1038,2.3412,3.5337,0.2203,10.2887,6.6878,3.0690
2025-12-17,145104992563.08,39.1898,0.4088,70.7600,44.2105,26.4829,0.0105,2.4360,0.2038,11.3966,6.1090,2.3412,3.6063,0.2273,10.2887,6.6904,3.0690
2025-12-16,140479719072.29,37.9406,0.3874,70.8232,44.2579,26.4829,0.0108,2.3584,0.2009,11.3966,6.1153,2.3412,3.4914,0.2194,10.2887,6.6919,3.0690
2025-12-15,143134584573.73,38.6576,0.3981,71.0307,44.3129,26.4829,0.0106,2.4029,0.2017,11.3966,6.1202,2.3412,3.5574,0.2207,10.2887,6.6939,3.0690
2025-12-12,147262070783.0,39.7724,0.4210,71.2547,44.3390,26.4829,0.0103,2.4722,0.2049,11.3966,6.1227,2.3412,3.6600,0.2305,10.2887,6.7007,3.0690
2025-12-11,146245755083.23,39.4979,0.4150,71.2547,44.3404,26.4829,0.0104,2.4552,0.2034,11.3966,6.1235,2.3412,3.6347,0.2281,10.2887,6.7017,3.0690
2025-12-10,147697634654.33,39.8900,0.4232,71.2629,44.3519,26.4829,0.0103,2.4795,0.2050,11.3966,6.1301,2.3412,3.6708,0.2305,10.2887,6.7063,3.0690
2025-12-09,148257645346.04,40.0412,0.4277,71.5122,44.3622,26.4829,0.0102,2.4889,0.2063,11.3966,6.1391,2.3412,3.6847,0.2334,10.2887,6.7122,3.0690
2025-12-08,149543595823.3,40.3886,0.4331,71.6106,44.3662,26.4829,0.0102,2.5105,0.2075,11.4075,6.1425,2.3412,3.7167,0.2380,10.2887,6.7183,3.0690
2025-12-05,143383478214.49,38.7248,0.3988,71.6174,44.3708,26.4829,0.0106,2.4071,0.2016,11.4075,6.1551,2.3412,3.5636,0.2214,10.2887,6.7228,3.0690
2025-12-04,144192382546.96,38.9433,0.4043,71.6174,44.3777,26.4829,0.0105,2.4207,0.2021,11.4075,6.1560,2.3412,3.5837,0.2240,10.2887,6.7234,3.0690
2025-12-03,143570148445.06,38.7753,0.4002,71.6795,44.4969,26.4829,0.0106,2.4102,0.2017,11.4075,6.1576,2.3412,3.5682,0.2215,10.2887,6.7243,3.0690
2025-12-02,146536130997.45,39.5763,0.4150,71.7235,44.6708,26.4829,0.0104,2.4600,0.2021,11.4075,6.1640,2.3412,3.6419,0.2273,10.2887,6.7248,3.0690
2025-12-01,150069578429.54,40.5306,0.4352,71.8161,44.7604,26.4829,0.0101,2.5193,0.2058,11.4075,6.1697,2.3412,3.7350,0.2380,10.2887,6.7274,3.0690
2025-11-28,148058422156.03,39.9874,0.4243,72.0885,44.7960,26.4829,0.0103,2.4856,0.2041,11.4075,6.1704,2.3412,3.6849,0.2317,10.2887,6.7308,3.0690
2025-11-27,146659425714.15,39.6096,0.4154,72.0885,44.7960,26.4829,0.0104,2.4621,0.2021,11.4075,6.1720,2.3412,3.7062,0.2343,10.2887,6.7314,3.0690
2025-11-26,148050531997.95,39.9853,0.4236,72.1689,44.8037,26.4829,0.0103,2.4855,0.2034,11.4075,6.1775,2.3412,3.7413,0.2375,10.2887,6.7322,3.0690
2025-11-25,148316478787.5,40.0571,0.4253,72.1689,44.8140,26.4829,0.0102,2.4899,0.2034,11.4075,6.1823,2.3412,3.7480,0.2375,10.2887,6.7351,3.0690
2025-11-24,146209361916.45,39.4881,0.4133,72.1932,44.8262,26.4829,0.0104,2.4545,0.2017,11.4075,6.1848,2.3412,3.6948,0.2330,10.2887,6.7387,3.0690
2025-11-21,146761712940.9,39.6372,0.4152,72.2985,44.8524,26.4829,0.0103,2.4638,0.2016,11.4075,6.1935,2.3412,3.7087,0.2337,10.2887,6.7428,3.0690
2025-11-20,156090308020.5,42.1567,0.4599,72.2985,44.8624,26.4829,0.0097,2.6204,0.2063,11.4075,6.1945,2.3412,3.9445,0.2622,10.2887,6.7438,3.0690
2025-11-19,161613818265.0,43.6485,0.4825,72.3740,44.9237,26.4829,0.0094,2.7132,0.2116,11.4075,6.1963,2.3412,4.0841,0.2767,10.2887,6.7448,3.0690
2025-11-18,160795520451.0,43.4275,0.4813,72.3863,44.9811,26.4829,0.0094,2.6994,0.2112,11.4075,6.2003,2.3412,4.0634,0.2742,10.3021,6.7448,3.0690
2025-11-17,170717381445.75,46.1071,0.5159,72.4044,44.9874,26.4829,0.0089,2.8660,0.2301,11.4075,6.2037,2.3412,4.3141,0.2952,10.3021,6.7476,3.0690
2025-11-14,168978498591.0,45.6375,0.5091,72.7271,44.9875,26.4829,0.0090,2.8368,0.2251,11.4075,6.2075,2.3412,4.2702,0.2918,10.3388,6.7506,3.0690
2025-11-13,178736700022.95,48.2730,0.5373,72.7271,44.9874,26.4829,0.0085,3.0006,0.2503,11.4075,6.2117,2.3412,4.5168,0.3145,10.3388,6.7559,3.0690
2025-11-12,163700477690.7,44.2120,0.4911,72.7274,44.9874,26.4829,0.0093,2.7482,0.2153,11.4075,6.2165,2.3412,4.1368,0.2832,10.3388,6.7623,3.0690
2025-11-11,171862998385.35,46.4166,0.5187,72.7560,44.9909,26.4829,0.0088,2.8852,0.2330,11.4075,6.2190,2.3412,4.3431,0.2972,10.3388,6.7641,3.0690
2025-11-10,171535679259.75,46.3282,0.5173,72.7560,44.9875,26.4829,0.0089,2.8797,0.2323,11.4075,6.2210,2.3412,4.3348,0.2965,10.3388,6.7649,3.0690
2025-11-07,178736700022.95,48.2730,0.5365,72.8022,44.9874,26.4669,0.0085,3.0006,0.2493,11.4232,6.2232,2.3246,4.5168,0.3136,10.3407,6.7673,3.0643
2025-11-06,174215604600.6,47.0519,0.5247,72.8022,44.9872,26.4669,0.0087,2.9247,0.2370,11.4232,6.2254,2.3246,4.4025,0.3013,10.3407,6.7698,3.0643
2025-11-05,175218019422.75,47.3227,0.5274,72.8022,44.9811,26.4669,0.0087,2.9415,0.2400,11.4232,6.2273,2.3246,4.4279,0.3031,10.3407,6.7712,3.0643
2025-11-04,162186626734.8,43.8032,0.4843,72.8022,44.9750,26.4669,0.0094,2.7228,0.2116,11.4232,6.2292,2.3246,4.0985,0.2776,10.3407,6.7725,3.0643
2025-11-03,170717096297.1,46.1071,0.5155,72.8022,44.9811,26.4669,0.0089,2.8660,0.2291,11.4232,6.2307,2.3246,4.3141,0.2943,10.3407,6.7738,3.0643
2025-10-31,170164746195.24,45.9579,0.5132,72.8733,44.9750,26.4667,0.0089,2.8567,0.2283,11.4259,6.2322,2.3223,4.3002,0.2936,10.3445,6.7750,3.0589
2025-10-30,171433105688.4,46.3004,0.5167,72.8733,44.9237,26.4667,0.0089,2.8780,0.2313,11.4259,6.2334,2.3223,4.3322,0.2957,10.3445,6.7757,3.0589
2025-10-29,171003500053.62,46.1844,0.5157,72.8733,44.8724,26.4667,0.0089,2.8708,0.2306,11.4259,6.2346,2.3223,4.3213,0.2942,10.3445,6.7763,3.0589
2025-10-28,158606308878.54,42.8362,0.4733,72.8733,44.8624,26.4667,0.0096,2.6627,0.2088,11.4259,6.2371,2.3223,4.0081,0.2699,10.3445,6.7786,3.0589
2025-10-27,157297034563.02,42.4826,0.4673,72.8733,44.8724,26.4667,0.0097,2.6407,0.2072,11.4259,6.2397,2.3223,3.9750,0.2651,10.3445,6.7808,3.0589
