date,基本每股收益,累积同比,营业收入,归属于母公司普通股股东的净利润
2025-12-31,17.413,0.2703,37340448325.95,6549841205.6
2025-06-30,7.9205,0.3824,16295353259.5,2950054422
2024-12-31,13.0974,0.4145,26395575949.4,4716447402.4
2024-09-30,10.7177,0.4513,20659987731.2,3859771168
2024-06-30,5.6175,,11468223701.4,2024096337.8
2023-12-31,9.588,0.5694,22348953472,3453584972.8
2023-09-30,7.1496,,16500108283.2,2573474330.7
2022-12-31,6.2216,0.0432,15218221817,2238317515
2021-12-31,6.5053,,12657185680.8,2335989430.8
