date,PE-TTM,PE-TTM_分位点,PE-TTM_80%分位点值,PE-TTM_50%分位点值,PE-TTM_20%分位点值,股息率,PS-TTM,PS-TTM_分位点,PS-TTM_80%分位点值,PS-TTM_50%分位点值,PS-TTM_20%分位点值,PB,PB_分位点,PB_80%分位点值,PB_50%分位点值,PB_20%分位点值,市值(元),理杏仁前复权(港币),前复权(港币),后复权(港币),股价(港币),市值(港币),PEG
2025-09-24,26.7369,0.0355,42.1356,37.7329,31.1042,0,4.8318,0.0355,7.5289,6.7422,5.5616,6.4804,0.0142,12.4994,11.2077,9.5103,,397.4,397.4,397.4,397.4,150860511120.0,0.8355
2025-09-23,27.5846,0.1357,42.1356,37.7329,31.1042,0,4.985,0.1357,7.5289,6.7422,5.5616,6.6858,0.1071,12.4994,11.222,9.5103,,410.0,410.0,410.0,410.0,155643708000.0,0.862
2025-09-22,26.3467,0.0216,42.1356,37.7812,31.2952,0,4.7612,0.0216,7.5289,6.7509,5.5957,6.3858,0.0,12.4994,11.2292,9.5686,,391.6,391.6,391.6,391.6,148658722080.0,0.8233
2025-09-19,26.5754,0.0217,42.1356,37.8295,31.5656,0,4.8026,0.0217,7.5289,6.7595,5.6441,6.4412,0.0,12.4994,11.2363,9.6509,,395.0,395.0,395.0,395.0,149949426000.0,0.8305
2025-09-18,26.858,0.0292,42.2564,37.8536,31.5656,0,4.8536,0.0292,7.5505,6.7638,5.6441,6.5097,0.0073,12.5352,11.2578,9.6509,,399.2,399.2,399.2,399.2,151543824960.0,0.8393
2025-09-17,26.858,0.0294,42.2564,37.8778,31.8202,0,4.8536,0.0294,7.5505,6.7681,5.6896,6.5097,0.0074,12.5352,11.2793,9.6513,,399.2,399.2,399.2,399.2,151543824960.0,0.8393
2025-09-16,26.8446,0.0222,42.2564,37.9502,32.2975,0,4.8512,0.0222,7.5505,6.7811,5.7749,6.5065,0.0,12.5352,11.2947,9.6557,,399.0,399.0,399.0,399.0,151467901200.0,0.8389
2025-09-15,27.2482,0.0522,42.2564,38.0227,32.5334,0,4.9242,0.0522,7.5505,6.794,5.8132,6.6043,0.0224,12.5352,11.3102,9.7292,,405.0,405.0,405.0,405.0,153745614000.0,0.8515
2025-09-12,27.2617,0.0526,42.2564,38.0871,32.5495,0,4.9266,0.0526,7.5505,6.8055,5.816,6.6076,0.0226,12.5352,11.3138,9.7566,,405.2,405.2,405.2,405.2,153821537760.0,0.8519
2025-09-11,27.0599,0.0379,42.3368,38.1515,32.5495,0,4.8901,0.0455,7.5649,6.817,5.816,6.5586,0.0152,12.5591,11.3175,9.7566,,402.2,402.2,402.2,402.2,152682681360.0,0.8456
2025-09-10,27.5712,0.0763,42.3368,38.1917,32.6475,0,4.9825,0.0763,7.5649,6.8242,5.8375,6.6826,0.0458,12.5591,11.3294,9.8419,,409.8,409.8,409.8,409.8,155567784240.0,0.8616
2025-09-09,27.4366,0.0615,42.3368,38.2319,32.8897,0,4.9582,0.0615,7.5649,6.8314,5.8768,6.65,0.0308,12.5591,11.3414,9.8751,,407.8,407.8,407.8,407.8,154808546640.0,0.8574
2025-09-08,27.3828,0.0543,42.3368,38.2319,33.0135,0,4.9485,0.0543,7.5649,6.8314,5.9029,6.6369,0.0233,12.5591,11.3414,9.9606,,407.0,407.0,407.0,407.0,154504851600.0,0.8557
2025-09-05,26.9118,0.0234,42.3368,38.2319,33.1773,0,4.8634,0.0313,7.5649,6.8314,5.9282,6.5228,0.0,12.5591,11.3414,9.9821,,400.0,400.0,400.0,400.0,151847520000.0,0.841
2025-09-04,26.9253,0.0236,42.3771,38.3044,33.1773,0,4.8658,0.0315,7.5721,6.8444,5.9282,6.526,0.0,12.571,11.3629,9.9821,,400.2,400.2,400.2,400.2,151923443760.0,0.8414
2025-09-03,27.5174,0.0397,42.3771,38.3768,33.4589,0,4.9728,0.0397,7.5721,6.8573,5.9826,6.6695,0.0079,12.571,11.3844,9.989,,409.0,409.0,409.0,409.0,155264089200.0,0.8599
2025-09-02,27.2886,0.032,42.3771,38.401,33.5772,0,4.9315,0.032,7.5721,6.8616,5.9997,6.6141,0.0,12.571,11.3915,10.0043,,405.6,405.6,405.6,405.6,153973385280.0,0.8528
2025-09-01,27.6385,0.0323,42.3771,38.4251,33.6731,0,4.9947,0.0323,7.5721,6.8659,6.0168,6.6989,0.0,12.571,11.3987,10.094,,410.8,410.8,410.8,410.8,155947403040.0,0.8637
2025-08-29,29.0513,0.0488,42.3771,38.4412,33.7246,0,5.25,0.0488,7.5721,6.8688,6.026,7.0413,0.0,12.571,11.4035,10.2214,,431.8,431.8,431.8,431.8,163919397840.0,0.9078
2025-08-28,29.2666,0.0492,42.4978,38.4573,33.7246,0,5.2889,0.0492,7.5936,6.8717,6.026,7.0935,0.0164,12.6068,11.4082,10.2214,,435.0,435.0,435.0,435.0,165134178000.0,0.9146
2025-08-27,37.0568,0.3554,42.4978,38.6183,34.4566,0,6.6214,0.3554,7.5936,6.9004,6.1568,10.9928,0.3471,12.6068,11.456,10.2302,,460.4,460.4,460.4,460.4,174776495520.0,1.158
2025-08-26,39.1173,0.525,42.4978,38.7793,34.4566,0,6.9896,0.525,7.5936,6.9292,6.1568,11.604,0.525,12.6068,11.5037,10.2302,,486.0,486.0,486.0,486.0,184494736800.0,1.2224
2025-08-25,38.4573,0.4958,42.4978,38.6183,34.4566,0,6.8717,0.4958,7.5936,6.9004,6.1568,11.4082,0.4958,12.6068,11.456,10.2302,,477.8,477.8,477.8,477.8,181381862640.0,1.2018
2025-08-22,38.4251,0.4915,42.4978,38.7793,34.4566,0,6.8659,0.4915,7.5936,6.9292,6.1568,11.3987,0.4915,12.6068,11.5037,10.2302,,477.4,477.4,477.4,477.4,181230015120.0,1.2008
2025-08-21,37.4271,0.3846,42.699,38.8276,33.7246,0,6.6876,0.3846,7.6296,6.9378,6.026,11.1026,0.3761,12.6665,11.5181,10.2214,,465.0,465.0,465.0,465.0,176522742000.0,1.1696
2025-08-20,38.1515,0.4569,42.699,38.8758,33.7246,0,6.817,0.4569,7.6296,6.9465,6.026,11.3175,0.4569,12.6665,11.5324,10.2214,,474.0,474.0,474.0,474.0,179939311200.0,1.1922
2025-08-19,36.2197,0.313,42.699,38.8919,33.7246,0,6.4719,0.313,7.6296,6.9493,6.026,10.7445,0.3043,12.6665,11.5372,10.2214,,450.0,450.0,450.0,450.0,170828460000.0,1.1319
2025-08-18,36.6222,0.3246,42.699,38.908,33.7246,0,6.5438,0.3246,7.6296,6.9522,6.026,10.8638,0.3246,12.6665,11.5419,10.2214,,455.0,455.0,455.0,455.0,172726554000.0,1.1444
2025-08-15,35.9783,0.2743,42.699,39.0288,33.7246,0,6.4287,0.2743,7.6296,6.9738,6.026,10.6728,0.2566,12.6665,11.5778,10.2214,,447.0,447.0,447.0,447.0,169689603600.0,1.1243
2025-08-14,36.091,0.2946,42.7795,39.1495,33.6731,0,6.4488,0.2946,7.644,6.9954,6.0168,10.7063,0.2768,12.6904,11.6136,10.094,,448.4,448.4,448.4,448.4,170221069920.0,1.1278
2025-08-13,36.107,0.2973,42.7795,39.2139,33.6731,0,6.4517,0.2973,7.644,7.0069,6.0168,10.711,0.2793,12.6904,11.6327,10.094,,448.6,448.6,448.6,448.6,170296993680.0,1.1283
2025-08-12,35.7368,0.2727,42.7795,39.2783,33.6731,0,6.3856,0.2727,7.644,7.0184,6.0168,10.6012,0.2545,12.6904,11.6518,10.094,,444.0,444.0,444.0,444.0,168550747200.0,1.1168
2025-08-11,36.6222,0.3028,42.7795,39.2783,33.6731,0,6.5438,0.3028,7.644,7.0184,6.0168,10.8638,0.3028,12.6904,11.6518,10.094,,455.0,455.0,455.0,455.0,172726554000.0,1.1444
2025-08-08,37.7329,0.3796,42.7795,39.2783,33.6731,0,6.7422,0.3796,7.644,7.0184,6.0168,11.1933,0.3704,12.6904,11.6518,10.094,,468.8,468.8,468.8,468.8,177965293440.0,1.1792
2025-08-07,38.8758,0.4579,42.9003,39.399,33.5772,0,6.9465,0.4579,7.6656,7.0399,5.9997,11.5324,0.4579,12.7262,11.6876,10.0043,,483.0,483.0,483.0,483.0,183355880400.0,1.2149
2025-08-06,39.5198,0.5,42.9003,39.5198,33.5772,0,7.0615,0.5,7.6656,7.0615,5.9997,11.7234,0.5,12.7262,11.7234,10.0043,,491.0,491.0,491.0,491.0,186392830800.0,1.235
2025-08-05,38.0227,0.419,42.9003,39.5117,33.5772,0,6.794,0.419,7.6656,7.0601,5.9997,11.2793,0.4095,12.7262,11.721,10.0043,,472.4,472.4,472.4,472.4,179331921120.0,1.1882
2025-08-04,37.5075,0.3654,42.9003,39.7451,33.5772,0,6.702,0.3654,7.6656,7.1018,5.9997,11.1265,0.3558,12.7262,11.7903,10.0043,,466.0,466.0,466.0,466.0,176902360800.0,1.1721
2025-08-01,37.2661,0.3592,42.9003,39.7451,33.5772,0,6.6588,0.3592,7.6656,7.1018,5.9997,11.0549,0.3495,12.7262,11.7903,10.0043,,463.0,463.0,463.0,463.0,175763504400.0,1.1646
2025-07-31,37.8295,0.3922,42.9003,39.7451,33.4589,0,6.7595,0.3922,7.6656,7.1018,5.9826,11.222,0.3824,12.7262,11.7903,9.989,,470.0,470.0,470.0,470.0,178420836000.0,1.1822
2025-07-30,37.6202,0.3762,42.9003,39.7773,33.4589,0,6.7221,0.3762,7.6656,7.1075,5.9826,11.1599,0.3663,12.7262,11.7998,9.989,,467.4,467.4,467.4,467.4,177433827120.0,1.1756
2025-07-29,38.908,0.44,42.9003,39.8095,33.4589,0,6.9522,0.44,7.6656,7.1133,5.9826,11.5419,0.44,12.7262,11.8094,9.989,,483.4,483.4,483.4,483.4,183507727920.0,1.2159
2025-07-28,37.2017,0.3636,42.9003,39.8337,33.4589,0,6.6473,0.3636,7.6656,7.1176,5.9826,11.0358,0.3535,12.7262,11.8165,9.989,,462.2,462.2,462.2,462.2,175459809360.0,1.1626
2025-07-25,39.1495,0.4388,42.9003,39.8578,33.4589,0,6.9954,0.4388,7.6656,7.1219,5.9826,11.6136,0.4388,12.7262,11.8237,9.989,,486.4,486.4,486.4,486.4,184646584320.0,1.2234
2025-07-24,40.0671,0.5155,42.9003,39.8819,33.1773,0,7.1593,0.5155,7.6656,7.1262,5.9282,11.8858,0.5155,12.7262,11.8308,9.9821,,497.8,497.8,497.8,497.8,188974238640.0,1.2521
2025-07-23,39.8578,0.5,42.9003,39.8578,33.1773,0,7.1219,0.5,7.6656,7.1219,5.9282,11.8237,0.5,12.7262,11.8237,9.9821,,495.2,495.2,495.2,495.2,187987229760.0,1.2456
2025-07-22,40.8881,0.5789,42.9003,39.8578,33.1773,0,7.306,0.5789,7.6656,7.1219,5.9282,12.1293,0.5789,12.7262,11.8237,9.9821,,508.0,508.0,508.0,508.0,192846350400.0,1.2777
2025-07-21,39.8095,0.5,42.9003,39.8095,33.1773,0,7.1133,0.5,7.6656,7.1133,5.9282,11.8094,0.5,12.7262,11.8094,9.9821,,494.6,494.6,494.6,494.6,187759458480.0,1.2441
2025-07-18,39.9061,0.5054,42.9003,39.8256,33.1773,0,7.1306,0.5054,7.6656,7.1162,5.9282,11.838,0.5054,12.7262,11.8141,9.9821,,495.8,495.8,495.8,495.8,188215001040.0,1.2471
2025-07-17,40.4454,0.5217,42.9807,39.7451,33.0135,0,7.2269,0.5217,7.6799,7.1018,5.9029,11.998,0.5217,12.7501,11.7903,9.9606,,502.5,502.5,502.5,502.5,190758447000.0,1.2639
2025-07-16,40.6868,0.5385,42.9807,39.7451,33.0135,0,7.2701,0.5385,7.6799,7.1018,5.9029,12.0696,0.5385,12.7501,11.7903,9.9606,,505.5,505.5,505.5,505.5,191897303400.0,1.2715
2025-07-15,41.049,0.5778,42.9807,39.7451,33.0135,0,7.3348,0.5778,7.6799,7.1018,5.9029,12.1771,0.5778,12.7501,11.7903,9.9606,,510.0,510.0,510.0,510.0,193605588000.0,1.2828
2025-07-14,40.9685,0.573,42.9807,39.5117,33.0135,0,7.3204,0.573,7.6799,7.0601,5.9029,12.1532,0.573,12.7501,11.721,9.9606,,509.0,509.0,509.0,509.0,193225969200.0,1.2803
2025-07-11,41.4112,0.6477,42.9807,39.2783,33.0135,0,7.3995,0.6477,7.6799,7.0184,5.9029,12.2845,0.6477,12.7501,11.6518,9.9606,,514.5,514.5,514.5,514.5,195313872600.0,1.2941
2025-07-10,42.2564,0.6897,43.1015,39.2783,32.8897,0,7.5505,0.6897,7.7015,7.0184,5.8768,12.5352,0.6897,12.7859,11.6518,9.8751,,525.0,525.0,525.0,525.0,199299870000.0,1.3205
2025-07-09,43.7051,0.8721,43.1015,39.2783,32.8897,0,7.8094,0.8721,7.7015,7.0184,5.8768,12.965,0.8721,12.7859,11.6518,9.8751,,543.0,543.0,543.0,543.0,206133008400.0,1.3658
2025-07-08,43.3832,0.8588,42.9807,39.0288,32.8897,0,7.7518,0.8588,7.6799,6.9738,5.8768,12.8695,0.8588,12.7501,11.5778,9.8751,,539.0,539.0,539.0,539.0,204614533200.0,1.3557
2025-07-07,43.7454,0.881,42.9003,38.7793,32.8897,0,7.8166,0.881,7.6656,6.9292,5.8768,12.9769,0.881,12.7262,11.5037,9.8751,,543.5,543.5,543.5,543.5,206322817800.0,1.367
2025-07-04,41.371,0.6506,42.9003,38.578,32.8897,0,7.3923,0.6506,7.6656,6.8932,5.8768,12.2726,0.6506,12.7262,11.444,9.8751,,514.0,514.0,514.0,514.0,195124063200.0,1.2928
2025-07-03,41.4515,0.6829,42.9003,38.3768,32.6475,0,7.4067,0.6829,7.6656,6.8573,5.8375,12.2964,0.6829,12.7262,11.3844,9.8419,,515.0,515.0,515.0,515.0,195503682000.0,1.2953
2025-07-02,42.9003,0.7778,42.9003,38.3044,32.6475,0,7.6656,0.7778,7.6656,6.8444,5.8375,12.7262,0.7778,12.7262,11.3629,9.8419,,533.0,533.0,533.0,533.0,202336820400.0,1.3406
2025-06-30,41.371,0.675,42.9003,38.2319,32.6475,0,7.3923,0.675,7.6656,6.8314,5.8375,12.2726,0.675,12.7262,11.3414,9.8419,,514.0,514.0,514.0,514.0,195124063200.0,1.2928
2025-06-27,40.8478,0.6329,42.9003,38.2319,32.6475,0,7.2988,0.6329,7.6656,6.8314,5.8375,12.1174,0.6329,12.7262,11.3414,9.8419,,507.5,507.5,507.5,507.5,192656541000.0,1.2765
2025-06-26,41.21,0.6538,42.9003,38.2319,32.6475,0,7.3635,0.6538,7.6656,6.8314,5.8375,12.2248,0.6538,12.7262,11.3414,9.8419,,512.0,512.0,512.0,512.0,194364825600.0,1.2878
2025-06-25,42.3368,0.7143,42.9807,38.0549,32.5495,0,7.5649,0.7143,7.6799,6.7998,5.816,12.5591,0.7143,12.7501,11.3258,9.7566,,526.0,526.0,526.0,526.0,199679488800.0,1.323
2025-06-24,42.9003,0.7763,42.9807,37.8778,32.5495,0,7.6656,0.7763,7.6799,6.7681,5.816,12.7262,0.7763,12.7501,11.3102,9.7566,,533.0,533.0,533.0,533.0,202336820400.0,1.3406
2025-06-23,42.7795,0.7733,42.9807,37.8054,32.5495,0,7.644,0.7733,7.6799,6.7552,5.816,12.6904,0.7733,12.7501,11.2732,9.7566,,531.5,531.5,531.5,531.5,201767392200.0,1.3369
2025-06-20,41.371,0.7027,42.9807,37.7329,32.5495,0,7.3923,0.7027,7.6799,6.7422,5.816,12.2726,0.7027,12.7501,11.2363,9.7566,,514.0,514.0,514.0,514.0,195124063200.0,1.2928
2025-06-19,39.7451,0.6164,42.9807,37.6444,32.5495,0,7.1018,0.6164,7.6799,6.7264,5.816,11.7903,0.6164,12.7501,11.2148,9.7566,,493.8,493.8,493.8,493.8,187455763440.0,1.242
2025-06-18,41.21,0.6944,43.1015,37.5558,32.5334,0,7.3635,0.6944,7.7015,6.7106,5.8132,12.2248,0.6944,12.7859,11.1933,9.7292,,512.0,512.0,512.0,512.0,194364825600.0,1.2878
2025-06-17,42.1356,0.7183,43.1015,37.2822,32.5334,0,7.5289,0.7183,7.7015,6.6624,5.8132,12.4994,0.7183,12.7859,11.1671,9.7292,,523.5,523.5,523.5,523.5,198730441800.0,1.3167
2025-06-16,44.7515,0.9143,43.1015,37.0085,32.5334,0,7.9963,0.9143,7.7015,6.6141,5.8132,13.2754,0.9143,12.7859,11.1408,9.7292,,556.0,556.0,556.0,556.0,211068052800.0,1.3985
2025-06-13,44.2283,0.913,42.9807,36.9998,32.5334,0,7.9029,0.913,7.6799,6.6135,5.8132,13.1202,0.913,12.7501,11.0596,9.7292,,549.5,549.5,549.5,549.5,208600530600.0,1.3821
2025-06-12,42.9003,0.7941,42.9003,36.991,32.5334,0,7.6656,0.7941,7.6656,6.6128,5.8132,12.7262,0.7941,12.7262,10.9785,9.7292,,533.0,533.0,533.0,533.0,202336820400.0,1.3406
2025-06-11,42.9807,0.806,42.9807,36.9193,32.2975,0,7.6799,0.806,7.6799,6.5984,5.7749,12.7501,0.806,12.7501,10.9546,9.6557,,534.0,534.0,534.0,534.0,202716439200.0,1.3432
2025-06-10,42.699,0.803,42.699,36.8475,32.2975,0,7.6296,0.803,7.6296,6.584,5.7749,12.6665,0.803,12.6665,10.9307,9.6557,,530.5,530.5,530.5,530.5,201387773400.0,1.3343
2025-06-09,45.5161,0.9231,42.4978,36.5497,32.2975,0,8.133,0.9231,7.5936,6.5308,5.7749,13.5022,0.9231,12.6068,10.8432,9.6557,,565.5,565.5,565.5,565.5,214674431400.0,1.4224
2025-06-06,43.182,0.8438,42.3771,36.2519,32.2975,0,7.7159,0.8438,7.5721,6.4776,5.7749,12.8098,0.8438,12.571,10.7556,9.6557,,536.5,536.5,536.5,536.5,203665486200.0,1.3494
2025-06-05,45.7174,0.9365,41.4917,36.1392,32.2975,0,8.1689,0.9365,7.4139,6.4575,5.7749,13.5619,0.9365,12.3084,10.7548,9.6557,,568.0,568.0,568.0,568.0,215623478400.0,1.4287
2025-06-04,49.5405,1.0,41.4917,36.0266,31.8202,0,8.8521,1.0,7.4139,6.4373,5.6896,14.696,1.0,12.3084,10.754,9.6513,,615.5,615.5,615.5,615.5,233655371400.0,1.5482
2025-06-03,47.1661,1.0,41.0893,36.0024,31.8202,0,8.4278,1.0,7.342,6.433,5.6896,13.9917,1.0,12.189,10.7475,9.6513,,586.0,586.0,586.0,586.0,222456616800.0,1.4739
2025-06-02,47.0454,1.0,40.7271,35.9783,31.8202,0,8.4062,1.0,7.2772,6.4287,5.6896,13.9559,1.0,12.0815,10.741,9.6513,,584.5,584.5,584.5,584.5,221887188600.0,1.4702
2025-05-30,43.7454,0.9661,40.5259,35.6805,31.8202,0,7.8166,0.9661,7.2413,6.3755,5.6896,12.9769,0.9661,12.0219,10.7141,9.6513,,543.5,543.5,543.5,543.5,206322817800.0,1.367
2025-05-29,43.5844,0.9655,40.3649,35.3827,31.8202,0,7.7878,0.9655,7.2125,6.3223,5.6896,12.9292,0.9655,11.9741,10.6872,9.6513,,541.5,541.5,541.5,541.5,205563580200.0,1.362
2025-05-28,44.0271,0.9825,40.3649,35.2799,31.5656,0,7.8669,0.9825,7.2125,6.3061,5.6441,13.0605,0.9825,11.9741,10.68,9.6509,,547.0,547.0,547.0,547.0,207651483600.0,1.3758
2025-05-27,46.6027,1.0,39.7451,35.1772,31.5656,0,8.3271,1.0,7.1018,6.2898,5.6441,13.8245,1.0,11.7903,10.6728,9.6509,,579.0,579.0,579.0,579.0,219799285200.0,1.4563
2025-05-26,42.3771,0.9273,39.2783,35.1534,31.5656,0,7.5721,0.9273,7.0184,6.2856,5.6441,12.571,0.9273,11.6518,10.5845,9.6509,,526.5,526.5,526.5,526.5,199869298200.0,1.3243
2025-05-23,42.4978,0.9444,39.2783,35.1295,31.5656,0,7.5936,0.9444,7.0184,6.2813,5.6441,12.6068,0.9444,11.6518,10.4961,9.6509,,528.0,528.0,528.0,528.0,200438726400.0,1.3281
2025-05-22,43.1015,0.9623,38.7793,35.071,31.5656,0,7.7015,0.9623,6.9292,6.2687,5.6441,12.7859,0.9623,11.5037,10.4412,9.6509,,535.5,535.5,535.5,535.5,203285867400.0,1.3469
2025-05-21,43.3027,0.9808,38.7793,35.0124,31.2952,0,7.7375,0.9808,6.9292,6.2561,5.5957,12.8456,0.9808,11.5037,10.3863,9.5686,,538.0,538.0,538.0,538.0,204234914400.0,1.3532
2025-05-20,43.3429,1.0,38.3768,34.7745,31.2952,0,7.7447,1.0,6.8573,6.2136,5.5957,12.8575,1.0,11.3844,10.3157,9.5686,,538.5,538.5,538.5,538.5,204424723800.0,1.3545
2025-05-19,41.4917,1.0,38.2319,34.5366,31.2952,0,7.4139,1.0,6.8314,6.1711,5.5957,12.3084,1.0,11.3414,10.2452,9.5686,,515.5,515.5,515.5,515.5,195693491400.0,1.2966
2025-05-16,38.2319,0.7959,38.2319,34.4966,31.2952,0,6.8314,0.7959,6.8314,6.164,5.5957,11.3414,0.7959,11.3414,10.2377,9.5686,,475.0,475.0,475.0,475.0,180318930000.0,1.1947
2025-05-15,35.9783,0.625,37.8778,34.4566,31.2952,0,6.4287,0.625,6.7681,6.1568,5.5957,10.6728,0.5833,11.3102,10.2302,9.5686,,447.0,447.0,447.0,447.0,169689603600.0,1.1243
2025-05-14,36.8475,0.6809,38.2319,34.0906,31.1042,0,6.584,0.6809,6.8314,6.0914,5.5616,10.9307,0.6809,11.3414,10.2258,9.5103,,457.8,457.8,457.8,457.8,173789486640.0,1.1515
2025-05-13,37.0085,0.7174,38.2319,33.7246,31.1042,0,6.6128,0.6957,6.8314,6.026,5.5616,10.9785,0.6957,11.3414,10.2214,9.5103,,459.8,459.8,459.8,459.8,174548724240.0,1.1565
2025-05-12,36.2519,0.6889,38.2319,33.6989,31.1042,0,6.4776,0.6889,6.8314,6.0214,5.5616,10.754,0.6667,11.3414,10.1577,9.5103,,450.4,450.4,450.4,450.4,170980307520.0,1.1329
2025-05-09,38.7793,0.8409,38.2319,33.6731,31.1042,0,6.9292,0.8409,6.8314,6.0168,5.5616,11.5037,0.8409,11.3414,10.094,9.5103,,481.8,481.8,481.8,481.8,182900337840.0,1.2118
2025-05-08,38.3768,0.8372,37.8778,33.6252,31.1042,0,6.8573,0.8372,6.7681,6.0083,5.5616,11.3844,0.8372,11.3102,10.0492,9.5103,,476.8,476.8,476.8,476.8,181002243840.0,1.1993
2025-05-07,40.7271,0.9762,37.8778,33.5772,31.1042,0,7.2772,0.9762,6.7681,5.9997,5.5616,12.0815,0.9762,11.3102,10.0043,9.5103,,506.0,506.0,506.0,506.0,192087112800.0,1.2727
2025-05-06,41.0893,1.0,37.7329,33.5181,31.1042,0,7.342,1.0,6.7422,5.9911,5.5616,12.189,1.0,11.2363,9.9967,9.5103,,510.5,510.5,510.5,510.5,193795397400.0,1.284
2025-05-02,39.7451,0.95,37.5558,33.4589,31.1042,0,7.1018,0.95,6.7106,5.9826,5.5616,11.7903,0.95,11.1933,9.989,9.5103,,493.8,493.8,493.8,493.8,187455763440.0,1.242
2025-04-30,39.2783,0.9231,36.991,33.3181,31.1042,0,7.0184,0.9231,6.6141,5.9554,5.5616,11.6518,0.9231,11.1408,9.9856,9.5103,,488.0,488.0,488.0,488.0,185253974400.0,1.2274
2025-04-29,40.5259,1.0,36.0266,33.1773,31.1042,0,7.2413,1.0,6.4373,5.9282,5.5616,12.0219,1.0,10.7556,9.9821,9.5103,,503.5,503.5,503.5,503.5,191138065800.0,1.2664
2025-04-28,39.2783,0.973,36.0266,33.0954,30.8656,0,7.0184,0.973,6.4373,5.9156,5.5189,11.6518,0.973,10.7556,9.9714,9.4373,,488.0,488.0,488.0,488.0,185253974400.0,1.2274
2025-04-25,37.7329,0.9167,35.3827,33.0135,30.8656,0,6.7422,0.9167,6.3223,5.9029,5.5189,11.1933,0.8889,10.741,9.9606,9.4373,,468.8,468.8,468.8,468.8,177965293440.0,1.1792
2025-04-24,38.2319,0.9714,35.1772,32.9516,30.8656,0,6.8314,0.9714,6.2898,5.8899,5.5189,11.3414,0.9714,10.6872,9.9178,9.4373,,475.0,475.0,475.0,475.0,180318930000.0,1.1947
2025-04-23,40.3649,1.0,35.1295,32.8897,30.8656,0,7.2125,1.0,6.2813,5.8768,5.5189,11.9741,1.0,10.4961,9.8751,9.4373,,501.5,501.5,501.5,501.5,190378828200.0,1.2614
2025-04-22,37.8778,1.0,35.0124,32.7686,30.8656,0,6.7681,1.0,6.2561,5.8572,5.5189,11.2363,0.9697,10.3863,9.8585,9.4373,,470.6,470.6,470.6,470.6,178648607280.0,1.1837
2025-04-17,37.5558,1.0,35.0124,32.6475,30.5373,0,6.7106,1.0,6.2561,5.8375,5.4565,11.1408,0.9688,10.3863,9.8419,9.0588,,466.6,466.6,466.6,466.6,177130132080.0,1.1736
2025-04-16,35.3827,0.9355,34.5366,32.5985,30.5373,0,6.3223,0.9355,6.1711,5.8268,5.4565,10.4961,0.871,10.2452,9.7993,9.0588,,439.6,439.6,439.6,439.6,166880424480.0,1.1057
2025-04-15,36.0266,0.9667,34.4566,32.5495,30.5373,0,6.4373,0.9667,6.1568,5.816,5.4565,10.6872,0.9,10.2302,9.7566,9.0588,,447.6,447.6,447.6,447.6,169917374880.0,1.1258
2025-04-14,35.0124,0.8966,33.7246,32.5414,30.5373,0,6.2561,0.8966,6.026,5.8146,5.4565,10.3863,0.8966,10.2214,9.7429,9.0588,,435.0,435.0,435.0,435.0,165134178000.0,1.0941
2025-04-11,33.7246,0.8214,33.6731,32.5334,30.5373,0,6.026,0.8214,6.0168,5.8132,5.4565,10.0043,0.75,10.094,9.7292,9.0588,,419.0,419.0,419.0,419.0,159060277200.0,1.0539
2025-04-10,33.1773,0.7037,33.6731,32.4154,28.2836,0,5.9282,0.7037,6.0168,5.794,5.0538,9.8419,0.5926,10.2214,9.6924,8.6346,,412.2,412.2,412.2,412.2,156478869360.0,1.0368
2025-04-09,32.5334,0.5385,33.6731,32.2975,28.2836,0,5.8132,0.5385,6.0168,5.7749,5.0538,9.6509,0.4231,10.2214,9.6557,8.6346,,404.2,404.2,404.2,404.2,153441918960.0,1.0167
2025-04-08,30.5373,0.24,33.6731,32.0589,28.2836,0,5.4565,0.24,6.0168,5.7322,5.0538,9.0588,0.24,10.2214,9.6924,8.6346,,379.4,379.4,379.4,379.4,144027372720.0,0.9543
2025-04-07,28.2836,0.2083,33.6731,32.2975,28.2836,0,5.0538,0.2083,6.0168,5.7749,5.0538,8.3902,0.1667,10.2214,9.7292,8.6346,,351.4,351.4,351.4,351.4,133398046320.0,0.8839
2025-04-03,32.5495,0.5217,33.6731,32.4235,30.8656,0,5.816,0.5217,6.0168,5.7955,5.5189,9.6557,0.4348,10.2214,9.7429,9.4373,,404.4,404.4,404.4,404.4,153517842720.0,1.0172
2025-04-02,32.8897,0.5909,34.4566,32.2975,28.2404,0,5.8768,0.5909,6.1568,5.7749,5.0495,9.7566,0.5,10.2302,9.7566,8.6346,,411.4,411.4,411.4,411.4,155122442860.0,1.0278
2025-04-01,33.5772,0.7143,34.4566,32.0589,28.2404,0,5.9997,0.7143,6.1568,5.7322,5.0495,9.9606,0.5714,10.2302,9.8021,8.6346,,420.0,420.0,420.0,420.0,158365158000.0,1.0493
2025-03-31,33.6731,0.75,34.4566,31.8202,28.2404,0,6.0168,0.75,6.1568,5.6896,5.0495,9.989,0.65,10.2302,9.7292,8.6346,,421.2,421.2,421.2,421.2,158817629880.0,1.0523
2025-03-28,34.5366,0.8421,34.4566,31.6929,28.2404,0,6.1711,0.8421,6.1568,5.6668,5.0495,10.2452,0.8421,10.2302,9.6903,8.6346,,432.0,432.0,432.0,432.0,162889920000.0,1.0793
