date,长期负债合计,经营活动产生的现金流量净额,总资产收益率(ROA),流动比率,净资产收益率(ROE),资产合计,资产负债率,净利润率,归属于母公司普通股股东的净利润,负债合计,毛利率(GM),所有者权益合计,经营活动产生的现金流量净额对净利润的比率,营业收入,基本每股收益
2025-12-31,0,6719330067.45,0.2344,3.832,0.2976,34262526856.25,0.1957,0.1766,6549841205.6,6703568267.55,0.3114,27558958588.7,1.0189,37340448325.95,17.413
