date,基本每股收益,速动比率,经营活动产生的现金流量净额对净利润的比率,货币资金,归属于母公司普通股股东的净利润,营业收入,净利润率,所有者权益合计,毛利率(GM),资本回报率(ROIC),有息负债率,流动负债合计,负债合计,净资产收益率(ROE),流动比率,自由现金流量,应收账款,总资产收益率(ROA),经营活动产生的现金流量净额,资产合计,流动资产合计,资产负债率,长期负债合计
2026-03-31,0.38,1.4464,1.4407,229843440665.86,5876939302,51796875576,0.1354,287262030421,0.1747,0.0894,0.1515,569012162,198760974892,0.0991,1.5182,15734198166,10407763575,0.058,11124842135,486023005312,263715053,0.409,24159649235
