date,metric,value
2026-03-31,基本每股收益,0.38
2026-03-31,速动比率,1.4464
2026-03-31,经营活动产生的现金流量净额对净利润的比率,1.4407
2026-03-31,货币资金,229843440665.86
2026-03-31,归属于母公司普通股股东的净利润,5876939302
2026-03-31,营业收入,51796875576
2026-03-31,净利润率,0.1354
2026-03-31,所有者权益合计,287262030421
2026-03-31,毛利率(GM),0.1747
2026-03-31,资本回报率(ROIC),0.0894
2026-03-31,有息负债率,0.1515
2026-03-31,流动负债合计,569012162
2026-03-31,负债合计,198760974892
2026-03-31,净资产收益率(ROE),0.0991
2026-03-31,流动比率,1.5182
2026-03-31,自由现金流量,15734198166
2026-03-31,应收账款,10407763575
2026-03-31,总资产收益率(ROA),0.058
2026-03-31,经营活动产生的现金流量净额,11124842135
2026-03-31,资产合计,486023005312
2026-03-31,流动资产合计,263715053
2026-03-31,资产负债率,0.409
2026-03-31,长期负债合计,24159649235
