date,长期负债合计,负债合计,总资产收益率(ROA),净利润率,净资产收益率(ROE),营业收入,有息负债率,货币资金,流动资产合计,自由现金流量,速动比率,经营活动产生的现金流量净额,流动负债合计,经营活动产生的现金流量净额对净利润的比率,资产负债率,资产合计,归属于母公司普通股股东的净利润,毛利率(GM),所有者权益合计,流动比率,资本回报率(ROIC),基本每股收益,应收账款
2026-03-31,3478720920,18466693219,0.0697,0.123,0.1078,8129836962,0.0979,46498246952.52,0,4245434057,1.5374,1056054994,1121837428,1.3821,0.3176,58142350572,1075858090,0.5509,39675657353,2.031,0.0974,0.65,8209047454
