date,三美股份 - 杠杆倍数,经营活动产生的现金流量净额对净利润的比率,三美股份 - 资本回报率(ROIC),三美股份 - 基本每股收益,三美股份 - 流动比率,三美股份 - 货币资金占流动负债比率,三美股份 - 销售商品提供劳务收到的现金对总资产的比率,三美股份 - 毛利率(GM),三美股份 - 归属于母公司普通股股东的ROE,归属于母公司普通股股东的净利润,三美股份 - 归属于母公司普通股股东的扣除非经常性损益的净利润,三美股份 - 经营活动产生的现金流量净额对营业利润的比率,三美股份 - 总资产周转率,三美股份 - 资产负债率,营业收入,三美股份 - 归属于母公司普通股股东的扣非ROE,三美股份 - 自由现金流量,三美股份 - 速动比率,三美股份 - 归属于母公司普通股股东的扣非加权ROE,三美股份 - 经营活动产生的现金流量净额对固定资产的比率,三美股份 - 资本收益率(ROC),三美股份 - 核心利润,经营活动产生的现金流量净额,"""短期借款""",三美股份 - 归属于母公司普通股股东的加权ROE,三美股份 - 净资产收益率(ROE),三美股份 - 销售商品提供劳务收到的现金对营业收入的比率,三美股份 - 总资产收益率(ROA),"""三美股份-净现金流总额(单位: 元)""",三美股份 - 扣非净利润占比,三美股份 - 净利润率,三美股份 - 清算价值比率,有息负债率,三美股份 - 营业利润,三美股份 - 净利润
2025-09-30,1.2111,1.0877,0.2126,2.6000,4.8291,2.5965,0.4500,0.5073,0.2264,1590955092,1579994035,0.7829,0.5370,0.1743,4429051151,0.2248,597185168,4.2907,NaN,1.3669,1.1614,1917459682,1560924441,0,0.2233,0.2212,0.8381,0.1916,182140743,0.9931,0.3567,5.3118,0.0547,1993824348,1580044198
