date,metric,value
2025-09-30,三美股份 - 杠杆倍数,1.2111
2025-09-30,经营活动产生的现金流量净额对净利润的比率,1.0877
2025-09-30,三美股份 - 资本回报率(ROIC),0.2126
2025-09-30,三美股份 - 基本每股收益,2.6000
2025-09-30,三美股份 - 流动比率,4.8291
2025-09-30,三美股份 - 货币资金占流动负债比率,2.5965
2025-09-30,三美股份 - 销售商品提供劳务收到的现金对总资产的比率,0.4500
2025-09-30,三美股份 - 毛利率(GM),0.5073
2025-09-30,三美股份 - 归属于母公司普通股股东的ROE,0.2264
2025-09-30,归属于母公司普通股股东的净利润,1590955092
2025-09-30,三美股份 - 归属于母公司普通股股东的扣除非经常性损益的净利润,1579994035
2025-09-30,三美股份 - 经营活动产生的现金流量净额对营业利润的比率,0.7829
2025-09-30,三美股份 - 总资产周转率,0.5370
2025-09-30,三美股份 - 资产负债率,0.1743
2025-09-30,营业收入,4429051151
2025-09-30,三美股份 - 归属于母公司普通股股东的扣非ROE,0.2248
2025-09-30,三美股份 - 自由现金流量,597185168
2025-09-30,三美股份 - 速动比率,4.2907
2025-09-30,三美股份 - 归属于母公司普通股股东的扣非加权ROE,NaN
2025-09-30,三美股份 - 经营活动产生的现金流量净额对固定资产的比率,1.3669
2025-09-30,三美股份 - 资本收益率(ROC),1.1614
2025-09-30,三美股份 - 核心利润,1917459682
2025-09-30,经营活动产生的现金流量净额,1560924441
2025-09-30,"""短期借款""",0
2025-09-30,三美股份 - 归属于母公司普通股股东的加权ROE,0.2233
2025-09-30,三美股份 - 净资产收益率(ROE),0.2212
2025-09-30,三美股份 - 销售商品提供劳务收到的现金对营业收入的比率,0.8381
2025-09-30,三美股份 - 总资产收益率(ROA),0.1916
2025-09-30,"""三美股份-净现金流总额(单位: 元)""",182140743
2025-09-30,三美股份 - 扣非净利润占比,0.9931
2025-09-30,三美股份 - 净利润率,0.3567
2025-09-30,三美股份 - 清算价值比率,5.3118
2025-09-30,有息负债率,0.0547
2025-09-30,三美股份 - 营业利润,1993824348
2025-09-30,三美股份 - 净利润,1580044198
