date,PE-TTM,PE-TTM_分位点,PE-TTM_80%分位点值,PE-TTM_50%分位点值,PE-TTM_20%分位点值,股息率,PS-TTM,PS-TTM_分位点,PS-TTM_80%分位点值,PS-TTM_50%分位点值,PS-TTM_20%分位点值,PB,PB_分位点,PB_80%分位点值,PB_50%分位点值,PB_20%分位点值,市值(元)
2026-05-06,18.2937,0.1252,56.7134,31.9512,20.1979,0.0234,6.5664,0.8049,6.5441,4.1531,3.5887,4.5973,0.8963,4.1697,3.1209,2.6082,39632299082.04
2026-04-30,18.3924,0.1252,56.7134,31.9512,20.1979,0.0233,6.6018,0.8049,6.5441,4.1531,3.5887,4.6221,0.8963,4.1697,3.1209,2.6082,39845966744.99
2026-04-29,18.6967,0.1252,56.7134,31.9512,20.1979,0.0229,6.7110,0.8049,6.5441,4.1531,3.5887,4.6986,0.8963,4.1697,3.1209,2.6082,40505284104.95
2026-04-28,18.2317,0.1252,56.7134,31.9512,20.1979,0.0235,6.5441,0.8049,6.5441,4.1531,3.5887,4.5817,0.8963,4.1697,3.1209,2.6082,39497993693.9
2026-04-27,21.9231,0.1252,56.7134,31.9512,20.1979,0.0118,7.3033,0.8049,6.5441,4.1531,3.5887,5.2080,0.8963,4.1697,3.1209,2.6082,39650613453.15
2026-04-24,21.4708,0.1252,56.7134,31.9512,20.1979,0.0121,7.1526,0.8049,6.5441,4.1531,3.5887,5.1006,0.8963,4.1697,3.1209,2.6082,38832571543.57
2026-04-23,20.6202,0.1252,56.7134,31.9512,20.1979,0.0126,6.8692,0.8049,6.5441,4.1531,3.5887,4.8985,0.8963,4.1697,3.1209,2.6082,37294164370.33
2026-04-22,20.8936,0.1252,56.7134,31.9512,20.1979,0.0124,6.9603,0.8049,6.5441,4.1531,3.5887,4.9635,0.8963,4.1697,3.1209,2.6082,37788652390.3
2026-04-21,21.2076,0.1252,56.7134,31.9512,20.1979,0.0122,7.0649,0.8049,6.5441,4.1531,3.5887,5.0380,0.8963,4.1697,3.1209,2.6082,38356397894.71
2026-04-20,21.0185,0.1252,56.7134,31.9512,20.1979,0.0123,7.0019,0.8049,6.5441,4.1531,3.5887,4.9931,0.8963,4.1697,3.1209,2.6082,38014529633.99
