date,市值(元),PE-TTM,PE-TTM_分位点,PE-TTM_80%分位点值,PE-TTM_50%分位点值,PE-TTM_20%分位点值,股息率,PS-TTM,PS-TTM_分位点,PS-TTM_80%分位点值,PS-TTM_50%分位点值,PS-TTM_20%分位点值,PB,PB_分位点,PB_80%分位点值,PB_50%分位点值,PB_20%分位点值
2026-05-25,66991612440.78,65.9684,0.9938,32.5900,22.5501,17.8902,0.0331,4.1022,0.0928,9.2544,6.9273,4.8020,1.3605,0.0004,5.9915,4.7194,2.5172
2026-05-22,65696069677.14,64.6927,0.9938,32.5559,22.5183,17.8902,0.0337,4.0229,0.0866,9.2544,6.9237,4.8051,1.3342,0.0000,5.9915,4.7172,2.5188
2026-05-21,67187450300.4,66.1613,0.9942,32.4861,22.5183,17.8902,0.0330,4.1142,0.0936,9.2544,6.9255,4.8090,1.3645,0.0000,5.9915,4.7183,2.5189
2026-05-20,67564061568.9,66.5321,0.9946,32.4861,22.5182,17.8902,0.0328,4.1373,0.0974,9.2544,6.9273,4.8098,1.3721,0.0000,5.9915,4.7194,2.5248
2026-05-19,68015995091.1,66.9771,0.9955,32.4819,22.5136,17.8902,0.0326,4.1649,0.1031,9.2544,6.9273,4.8121,1.3813,0.0004,5.9915,4.7194,2.5330
2026-05-18,67970801738.88,66.9326,0.9955,32.4272,22.5127,17.8902,0.0326,4.1622,0.1023,9.2544,6.9273,4.8129,1.3804,0.0000,5.9915,4.7194,2.5333
2026-05-15,69221151150.3,68.1639,0.9959,32.4252,22.5095,17.8902,0.0320,4.2387,0.1249,9.2544,6.9237,4.8222,1.4058,0.0000,5.9915,4.7172,2.5349
2026-05-14,71028885239.1,69.9440,0.9967,32.4021,22.5083,17.8902,0.0312,4.3494,0.1534,9.2544,6.9255,4.8253,1.4425,0.0004,5.9915,4.7183,2.5380
2026-05-13,70833047379.48,69.7512,0.9967,32.3993,22.5070,17.8902,0.0313,4.3374,0.1502,9.2544,6.9273,4.8268,1.4385,0.0000,5.9915,4.7194,2.5572
2026-05-12,71736914423.88,70.6412,0.9971,32.3973,22.5027,17.8902,0.0309,4.3928,0.1634,9.2544,6.9273,4.8276,1.4568,0.0000,5.9915,4.7194,2.5580
2026-05-11,72746232623.46,71.6351,0.9975,32.3712,22.5017,17.8902,0.0304,4.4546,0.1741,9.2544,6.9273,4.8315,1.4773,0.0000,5.9915,4.7194,2.5865
2026-05-08,72761297074.2,71.6500,0.9979,32.3710,22.4634,17.8902,0.0304,4.4555,0.1739,9.2544,6.9237,4.8315,1.4777,0.0000,5.9915,4.7172,2.5969
2026-05-07,73258423948.62,72.1395,0.9984,32.3512,22.4611,17.8902,0.0302,4.4860,0.1777,9.2544,6.9255,4.8353,1.4877,0.0000,5.9915,4.7183,2.6228
2026-05-06,73333746202.32,72.2137,0.9988,32.3243,22.4588,17.8902,0.0302,4.4906,0.1782,9.2544,6.9273,4.8369,1.4893,0.0000,5.9915,4.7194,2.6358
2026-04-30,74162290993.02,73.0296,0.9992,32.3155,22.4468,17.8902,0.0299,4.5413,0.1805,9.2544,6.9203,4.8446,1.5061,0.0000,5.9915,4.7167,2.6389
2026-04-29,74990835783.72,73.8455,1.0000,32.3130,22.4426,17.8902,0.0295,4.5920,0.1834,9.2544,6.9237,4.8446,1.5229,0.0008,5.9915,4.7172,2.6456
2026-04-28,74569031163.0,73.4301,1.0000,32.2678,22.4237,17.8902,0.0297,4.5662,0.1818,9.2544,6.9237,4.8485,1.5144,0.0004,5.9915,4.7172,2.6638
2026-04-27,74463580007.82,35.9783,0.8862,32.1918,22.4165,17.8902,0.0469,3.8285,0.0474,9.2544,6.9237,4.8519,1.5333,0.0008,5.9915,4.7172,2.6762
2026-04-24,75126415840.38,36.2986,0.8954,32.0942,22.4086,17.9145,0.0465,3.8625,0.0535,9.2536,6.9168,4.8563,1.5470,0.0025,5.9901,4.7162,2.7262
2026-04-23,75367447052.22,36.4150,0.8991,32.0942,22.4055,17.8902,0.0463,3.8749,0.0577,9.2544,6.9203,4.8563,1.5519,0.0041,5.9915,4.7167,2.7262
2026-04-22,74448515557.08,35.9710,0.8866,32.0536,22.4024,17.8902,0.0469,3.8277,0.0466,9.2544,6.9237,4.8601,1.5330,0.0004,5.9915,4.7172,2.7274
2026-04-21,74915513530.02,36.1967,0.8920,32.0293,22.3982,17.8902,0.0466,3.8517,0.0511,9.2544,6.9237,4.8601,1.5426,0.0008,5.9915,4.7172,2.7395
2026-04-20,75246931446.3,36.3568,0.8986,32.0187,22.3924,17.8902,0.0464,3.8687,0.0552,9.2544,6.9237,4.8687,1.5495,0.0025,5.9915,4.7172,2.7407
2026-04-17,74930577980.76,36.2039,0.8933,31.9728,22.3850,17.9145,0.0466,3.8525,0.0515,9.2536,6.9168,4.8779,1.5430,0.0008,5.9901,4.7162,2.7421
2026-04-16,75924831729.6,36.6843,0.9048,31.9728,22.3789,17.8902,0.0460,3.9036,0.0618,9.2544,6.9203,4.8779,1.5634,0.0041,5.9915,4.7167,2.7421
2026-04-15,76105605138.48,36.7717,0.9056,31.9543,22.3727,17.8902,0.0459,3.9129,0.0635,9.2544,6.9237,4.8830,1.5671,0.0045,5.9915,4.7172,2.7528
2026-04-14,75924831729.6,36.6843,0.9056,31.9214,22.3693,17.8902,0.0460,3.9036,0.0618,9.2544,6.9237,4.8934,1.5634,0.0041,5.9915,4.7172,2.7586
2026-04-13,75503027108.88,36.4805,0.9019,31.8670,22.3667,17.8902,0.0462,3.8819,0.0561,9.2544,6.9237,4.8950,1.5547,0.0025,5.9915,4.7172,2.7609
2026-04-10,75728993869.98,36.5897,0.9044,31.8054,22.3643,17.9145,0.0461,3.8935,0.0585,9.2536,6.9168,4.9005,1.5594,0.0025,5.9901,4.7162,2.7745
2026-04-09,75201738094.08,36.3350,0.8995,31.8054,22.3602,17.8902,0.0464,3.8664,0.0540,9.2544,6.9203,4.9005,1.5485,0.0016,5.9915,4.7167,2.7745
2026-04-08,76361700801.06,36.8954,0.9073,31.8054,22.3562,17.8902,0.0457,3.9261,0.0639,9.2544,6.9237,4.9027,1.5724,0.0033,5.9915,4.7172,2.7803
2026-04-07,74975771332.98,36.2258,0.8969,31.7812,22.3562,17.8902,0.0466,3.8548,0.0515,9.2544,6.9237,4.9043,1.5439,0.0008,5.9915,4.7172,2.7803
2026-04-03,76316507448.84,36.8736,0.9073,31.6577,22.3189,17.9145,0.0457,3.9237,0.0630,9.2536,6.9168,4.9105,1.5715,0.0025,5.9901,4.7162,2.7924
2026-04-02,78109177086.9,37.7397,0.9205,31.6577,22.3063,17.8902,0.0447,4.0159,0.0787,9.2544,6.9203,4.9105,1.6084,0.0091,5.9915,4.7167,2.7924
2026-04-01,77355954549.9,37.3758,0.9159,31.6548,22.2938,17.8902,0.0451,3.9772,0.0721,9.2544,6.9237,4.9198,1.5929,0.0066,5.9915,4.7172,2.7936
2026-03-31,76437023054.76,36.9318,0.9089,31.6380,22.2894,17.8902,0.0457,3.9299,0.0631,9.2544,6.9237,4.9215,1.5740,0.0025,5.9915,4.7172,2.7941
2026-03-30,76964278830.66,37.1866,0.9122,31.5805,22.2879,17.8902,0.0454,3.9570,0.0660,9.2544,6.9237,4.9221,1.5848,0.0041,5.9915,4.7172,2.7944
2026-03-27,76527409759.2,36.9755,0.9106,31.4681,22.2816,17.9145,0.0456,3.9346,0.0638,9.2536,6.9168,4.9500,1.5758,0.0033,5.9901,4.7162,2.8092
2026-03-26,75141480291.12,36.3058,0.9019,31.4681,22.2777,17.8902,0.0465,3.8633,0.0523,9.2544,6.9203,4.9500,1.5473,0.0008,5.9915,4.7167,2.8092
2026-03-25,75352382601.48,36.4077,0.9040,31.4212,22.2739,17.8902,0.0463,3.8742,0.0544,9.2544,6.9237,4.9512,1.5516,0.0008,5.9915,4.7172,2.8109
2026-03-24,74855255727.06,36.1676,0.8990,31.3834,22.2519,17.8902,0.0466,3.8486,0.0499,9.2544,6.9237,4.9563,1.5414,0.0004,5.9915,4.7172,2.8118
2026-03-23,73424132906.76,35.4761,0.8838,31.3778,22.2512,17.8902,0.0475,3.7750,0.0367,9.2544,6.9237,4.9629,1.5119,0.0000,5.9915,4.7172,2.8147
2026-03-20,75864573926.64,36.6552,0.9086,31.2607,22.2129,17.9145,0.0460,3.9005,0.0572,9.2536,6.9168,4.9763,1.5622,0.0004,5.9901,4.7162,2.8265
2026-03-19,76467151956.24,36.9464,0.9102,31.2607,22.2102,17.8902,0.0456,3.9315,0.0610,9.2544,6.9203,4.9763,1.5746,0.0004,5.9915,4.7167,2.8265
2026-03-18,77355954549.9,37.3758,0.9163,31.1930,22.2075,17.8902,0.0451,3.9772,0.0684,9.2544,6.9237,4.9816,1.5929,0.0029,5.9915,4.7172,2.8266
2026-03-17,77657243564.7,37.5214,0.9188,31.1785,22.2073,17.8902,0.0449,3.9927,0.0709,9.2544,6.9237,4.9852,1.5991,0.0033,5.9915,4.7172,2.8323
2026-03-16,77973597030.24,37.6742,0.9204,31.1506,22.2018,17.8902,0.0448,4.0089,0.0730,9.2544,6.9237,5.0062,1.6056,0.0037,5.9915,4.7172,2.8352
2026-03-13,77175181141.02,37.2885,0.9152,31.0725,22.1679,17.9145,0.0452,3.9679,0.0655,9.2536,6.9168,5.0142,1.5892,0.0021,5.9901,4.7162,2.8438
2026-03-12,76858827675.48,37.1356,0.9131,31.0725,22.1651,17.8902,0.0454,3.9516,0.0622,9.2544,6.9203,5.0142,1.5827,0.0008,5.9915,4.7167,2.8438
2026-03-11,77295696746.94,37.3467,0.9159,31.0669,22.1622,17.8902,0.0452,3.9741,0.0668,9.2544,6.9237,5.0158,1.5917,0.0016,5.9915,4.7172,2.8441
2026-03-10,77386083451.38,37.3904,0.9176,30.9810,22.1601,17.8902,0.0451,3.9787,0.0676,9.2544,6.9237,5.0194,1.5935,0.0016,5.9915,4.7172,2.8467
2026-03-09,77084794436.58,37.2448,0.9155,30.9693,22.1486,17.8902,0.0453,3.9632,0.0635,9.2544,6.9237,5.0200,1.5873,0.0008,5.9915,4.7172,2.8496
2026-03-06,77913339227.28,37.6451,0.9201,30.8351,22.1347,17.9145,0.0448,4.0058,0.0704,9.2536,6.9168,5.0265,1.6044,0.0012,5.9901,4.7162,2.8577
2026-03-05,76482216406.98,36.9536,0.9143,30.8351,22.1336,17.8902,0.0456,3.9323,0.0610,9.2544,6.9203,5.0265,1.5749,0.0004,5.9915,4.7167,2.8577
2026-03-04,75789251672.94,36.6188,0.9126,30.7657,22.1325,17.8902,0.0461,3.8966,0.0561,9.2544,6.9237,5.0367,1.5606,0.0000,5.9915,4.7172,2.8606
2026-03-03,77114923338.06,37.2593,0.9163,30.7147,22.1306,17.8902,0.0453,3.9648,0.0631,9.2544,6.9237,5.0439,1.5879,0.0000,5.9915,4.7172,2.8681
2026-03-02,78199563791.34,37.7834,0.9209,30.6918,22.1269,17.8902,0.0446,4.0205,0.0697,9.2544,6.9237,5.0504,1.6103,0.0000,5.9915,4.7172,2.8699
2026-02-27,80142877936.8,38.7224,0.9275,30.6134,22.1069,17.8902,0.0436,4.1205,0.0774,9.2536,6.9168,5.0548,1.6503,0.0000,5.9901,4.7162,2.8730
2026-02-26,80218200190.5,38.7587,0.9283,30.6134,22.1061,17.8725,0.0435,4.1243,0.0779,9.2544,6.9203,5.0548,1.6518,0.0000,5.9915,4.7167,2.8730
2026-02-25,81348033996.0,39.3046,0.9300,30.5889,22.0837,17.8692,0.0429,4.1824,0.0902,9.2544,6.9203,5.0671,1.6751,0.0004,5.9915,4.7167,2.8733
2026-02-24,81227518390.08,39.2464,0.9295,30.5886,22.0543,17.8662,0.0430,4.1762,0.0874,9.2544,6.9203,5.0707,1.6726,0.0000,5.9915,4.7167,2.8895
2026-02-13,81453485151.18,39.3556,0.9306,30.5491,22.0151,17.8632,0.0859,4.1878,0.0904,9.2536,6.9027,5.0801,1.6773,0.0000,5.9872,4.7075,2.8930
2026-02-12,81860225321.16,39.5521,0.9322,30.5409,22.0066,17.8632,0.0855,4.2088,0.0958,9.2536,6.9051,5.0816,1.6856,0.0000,5.9872,4.7091,2.8973
2026-02-11,82899672422.22,40.0543,0.9363,30.5409,21.9982,17.8545,0.0844,4.2622,0.1123,9.2536,6.9074,5.0816,1.7071,0.0008,5.9901,4.7106,2.8973
2026-02-10,82974994675.92,40.0907,0.9367,30.5050,21.9981,17.8545,0.0844,4.2661,0.1127,9.2536,6.9084,5.0837,1.7086,0.0008,5.9901,4.7107,2.8988
2026-02-09,83848732818.84,40.5129,0.9420,30.4579,21.9980,17.8545,0.0835,4.3110,0.1218,9.2536,6.9094,5.0894,1.7266,0.0025,5.9901,4.7109,2.8996
2026-02-06,83216025887.76,40.2072,0.9391,30.3776,21.9951,17.8545,0.0841,4.2785,0.1153,9.2536,6.9131,5.0994,1.7136,0.0012,5.9901,4.7136,2.9002
2026-02-05,84029506227.72,40.6002,0.9423,30.3462,21.9923,17.8545,0.0833,4.3203,0.1231,9.2536,6.9168,5.1011,1.7303,0.0021,5.9901,4.7162,2.9011
2026-02-04,83773410565.14,40.4765,0.9423,30.3010,21.9852,17.8545,0.0836,4.3071,0.1207,9.2536,6.9168,5.1033,1.7250,0.0016,5.9901,4.7162,2.9022
2026-02-03,83170832535.54,40.1854,0.9395,30.2850,21.9815,17.8545,0.0842,4.2761,0.1149,9.2536,6.9168,5.1047,1.7126,0.0008,5.9901,4.7162,2.9086
2026-02-02,84165086284.38,40.6657,0.9436,30.2781,21.9763,17.8545,0.0832,4.3273,0.1256,9.2536,6.9168,5.1165,1.7331,0.0012,5.9901,4.7162,2.9164
2026-01-30,83336541493.68,40.2654,0.9407,30.2651,21.9745,17.8544,0.0840,4.2847,0.1157,9.2536,6.9131,5.1227,1.7160,0.0008,5.9901,4.7136,2.9190
2026-01-29,90115544326.68,43.5408,0.9609,30.2431,21.9734,17.8544,0.0777,4.6332,0.1610,9.2536,6.9168,5.1273,1.8556,0.0012,5.9901,4.7162,2.9222
2026-01-28,81920483124.12,39.5812,0.9370,30.2100,21.9704,17.8534,0.0855,4.2119,0.0972,9.2536,6.9168,5.1301,1.6869,0.0004,5.9901,4.7162,2.9225
2026-01-27,81875289771.9,39.5594,0.9370,30.2082,21.9611,17.8468,0.0855,4.2095,0.0964,9.2536,6.9168,5.1375,1.6860,0.0000,5.9901,4.7162,2.9305
2026-01-26,84948437722.86,41.0442,0.9473,30.1890,21.9611,17.8468,0.0824,4.3675,0.1318,9.2536,6.9168,5.1410,1.7492,0.0000,5.9901,4.7162,2.9386
2026-01-23,94228139378.7,45.5279,0.9761,30.1239,21.9589,17.8468,0.0743,4.8446,0.1741,9.2536,6.9131,5.1490,1.9403,0.0148,5.9901,4.7136,2.9392
2026-01-22,95689391100.48,46.2339,0.9831,30.1209,21.9589,17.8468,0.0732,4.9198,0.1820,9.2536,6.9168,5.1495,1.9704,0.0231,5.9901,4.7162,2.9418
2026-01-21,95177199775.32,45.9864,0.9811,30.1183,21.9472,17.8430,0.0736,4.8934,0.1787,9.2536,6.9168,5.1506,1.9599,0.0206,5.9901,4.7162,2.9566
2026-01-20,96698709300.06,46.7216,0.9860,30.1023,21.9364,17.8377,0.0724,4.9717,0.1845,9.2536,6.9168,5.1704,1.9912,0.0255,5.9901,4.7162,2.9592
2026-01-19,93384530137.26,45.1203,0.9712,30.0860,21.9344,17.8327,0.0750,4.8013,0.1680,9.2536,6.9168,5.1758,1.9230,0.0058,5.9901,4.7162,2.9713
2026-01-16,93399594588.0,45.1276,0.9716,30.0860,21.9241,17.8327,0.0750,4.8020,0.1680,9.2536,6.9131,5.1762,1.9233,0.0058,5.9901,4.7136,2.9753
2026-01-15,94830717408.3,45.8190,0.9811,30.0839,21.9206,17.8327,0.0738,4.8756,0.1767,9.2536,6.9168,5.1807,1.9527,0.0181,5.9901,4.7162,2.9837
2026-01-14,95357973184.2,46.0738,0.9823,30.0792,21.9167,17.8327,0.0734,4.9027,0.1787,9.2536,6.9168,5.1820,1.9636,0.0202,5.9901,4.7162,2.9872
2026-01-13,95734584452.7,46.2557,0.9843,30.0511,21.9101,17.8327,0.0731,4.9221,0.1804,9.2536,6.9168,5.1844,1.9713,0.0210,5.9901,4.7162,3.0129
2026-01-12,95207328676.8,46.0010,0.9827,30.0036,21.9047,17.8233,0.0735,4.8950,0.1775,9.2536,6.9168,5.1854,1.9605,0.0194,5.9901,4.7162,3.0346
2026-01-09,94303461632.4,45.5643,0.9798,29.9922,21.8922,17.8233,0.0742,4.8485,0.1737,9.2536,6.9131,5.1859,1.9419,0.0148,5.9901,4.7136,3.0369
2026-01-08,93851528110.2,45.3459,0.9765,29.9692,21.8812,17.8233,0.0746,4.8253,0.1705,9.2536,6.9168,5.2011,1.9326,0.0091,5.9901,4.7162,3.0421
2026-01-07,93791270307.24,45.3168,0.9765,29.9271,21.8733,17.8233,0.0746,4.8222,0.1701,9.2536,6.9168,5.2030,1.9313,0.0086,5.9901,4.7162,3.0603
2026-01-06,95478488790.12,46.1320,0.9835,29.9007,21.8576,17.8233,0.0733,4.9089,0.1775,9.2536,6.9168,5.2073,1.9661,0.0185,5.9901,4.7162,3.0644
2026-01-05,92766887656.92,44.8219,0.9741,29.8721,21.8498,17.8233,0.0755,4.7695,0.1660,9.2536,6.9168,5.2117,1.9102,0.0021,5.9901,4.7162,3.0704
2025-12-31,91501473794.76,44.2104,0.9691,29.8677,21.8485,17.8233,0.0765,4.7045,0.1614,9.2536,6.9131,5.2204,1.8842,0.0004,5.9901,4.7136,3.0707
2025-12-30,92179374078.06,44.5380,0.9724,29.8590,21.8447,17.8233,0.0759,4.7393,0.1630,9.2536,6.9131,5.2250,1.8981,0.0004,5.9901,4.7136,3.0872
2025-12-29,92601178698.78,44.7418,0.9737,29.8328,21.8373,17.8233,0.0756,4.7610,0.1643,9.2536,6.9131,5.2272,1.9068,0.0008,5.9901,4.7136,3.0895
2025-12-26,93595432447.62,45.2222,0.9765,29.8178,21.8230,17.8233,0.0748,4.8121,0.1675,9.2536,6.9094,5.2286,1.9273,0.0062,5.9901,4.7109,3.0941
2025-12-25,94439041689.06,45.6298,0.9807,29.8087,21.8097,17.8233,0.0741,4.8555,0.1713,9.2536,6.9131,5.2365,1.9447,0.0124,5.9901,4.7136,3.1014
2025-12-24,93550239095.4,45.2003,0.9769,29.8066,21.7940,17.8233,0.0748,4.8098,0.1671,9.2536,6.9131,5.2396,1.9264,0.0058,5.9901,4.7136,3.1025
2025-12-23,93610496898.36,45.2295,0.9774,29.7996,21.7866,17.8233,0.0748,4.8129,0.1671,9.2536,6.9131,5.2445,1.9276,0.0058,5.9901,4.7136,3.1037
2025-12-22,94228139378.7,45.5279,0.9807,29.7874,21.7789,17.8233,0.0743,4.8446,0.1696,9.2536,6.9131,5.2446,1.9403,0.0103,5.9901,4.7136,3.1103
2025-12-19,94529428393.5,45.6735,0.9811,29.7536,21.7639,17.8233,0.0741,4.8601,0.1704,9.2536,6.9094,5.2514,1.9465,0.0115,5.9901,4.7172,3.1164
2025-12-18,93459852390.96,45.1567,0.9778,29.7525,21.7596,17.8233,0.0749,4.8051,0.1663,9.2536,6.9131,5.2532,1.9245,0.0049,5.9901,4.7176,3.1589
2025-12-17,93972043716.12,45.4041,0.9798,29.6812,21.7553,17.8233,0.0745,4.8315,0.1676,9.2536,6.9131,5.2562,1.9351,0.0074,5.9901,4.7176,3.1762
2025-12-16,93972043716.12,45.4041,0.9802,29.6780,21.7543,17.8233,0.0745,4.8315,0.1676,9.2536,6.9131,5.2619,1.9351,0.0074,5.9901,4.7176,3.1901
2025-12-15,93881657011.68,45.3605,0.9798,29.6355,21.7529,17.8233,0.0746,4.8268,0.1667,9.2536,6.9131,5.2706,1.9332,0.0058,5.9901,4.7176,3.2239
2025-12-12,94077494871.3,45.4551,0.9811,29.6320,21.7516,17.8233,0.0744,4.8369,0.1675,9.2536,6.9094,5.2722,1.9372,0.0082,5.9901,4.7172,3.2282
2025-12-11,94047365969.82,45.4405,0.9811,29.6302,21.7429,17.8233,0.0744,4.8353,0.1671,9.2536,6.9131,5.2731,1.9366,0.0070,5.9901,4.7176,3.2369
2025-12-10,94875910760.52,45.8409,0.9831,29.6145,21.7343,17.8233,0.0738,4.8779,0.1688,9.2536,6.9131,5.2748,1.9537,0.0103,5.9901,4.7176,3.2571
2025-12-09,93535174644.66,45.1931,0.9807,29.6024,21.7343,17.8233,0.0748,4.8090,0.1663,9.2536,6.9131,5.2771,1.9261,0.0049,5.9901,4.7176,3.2626
2025-12-08,94529428393.5,45.6735,0.9819,29.5971,21.7340,17.8233,0.0741,4.8601,0.1676,9.2536,6.9131,5.2779,1.9465,0.0086,5.9901,4.7176,3.2762
2025-12-05,94695137351.64,45.7535,0.9827,29.5839,21.7220,17.8233,0.0739,4.8687,0.1675,9.2536,6.9094,5.2837,1.9499,0.0091,5.9901,4.7172,3.3181
2025-12-04,93896721462.42,45.3677,0.9823,29.5793,21.7190,17.8233,0.0746,4.8276,0.1663,9.2536,6.9131,5.2856,1.9335,0.0054,5.9901,4.7176,3.3418
2025-12-03,95508617691.6,46.1466,0.9839,29.5778,21.7102,17.8233,0.0733,4.9105,0.1688,9.2536,6.9131,5.2869,1.9667,0.0099,5.9901,4.7176,3.3496
2025-12-02,96276904679.34,46.5178,0.9856,29.5551,21.7029,17.8233,0.0727,4.9500,0.1696,9.2536,6.9131,5.2877,1.9825,0.0107,5.9901,4.7176,3.3613
2025-12-01,98672152347.0,47.6751,0.9881,29.5403,21.7006,17.8233,0.0709,5.0731,0.1783,9.2536,6.9131,5.2880,2.0318,0.0177,5.9901,4.7176,3.3632
2025-11-28,99726663898.8,48.1846,0.9909,29.5226,21.6914,17.8233,0.0702,5.1273,0.1827,9.2536,6.9094,5.2984,2.0535,0.0210,5.9901,4.7172,3.3667
2025-11-27,99515761588.44,48.0827,0.9901,29.5185,21.6907,17.8233,0.0703,5.1165,0.1820,9.2536,6.9131,5.3024,2.0492,0.0202,5.9901,4.7176,3.3670
2025-11-26,99636277194.36,48.1409,0.9905,29.4871,21.6734,17.8233,0.0703,5.1227,0.1820,9.2536,6.9131,5.3039,2.0517,0.0202,5.9901,4.7176,3.3707
2025-11-25,98988505812.54,47.8279,0.9897,29.4818,21.6488,17.8233,0.0707,5.0894,0.1799,9.2536,6.9131,5.3047,2.0383,0.0189,5.9901,4.7176,3.3872
2025-11-24,100178597421.0,48.4029,0.9914,29.4748,21.6406,17.8233,0.0699,5.1506,0.1836,9.2536,6.9131,5.3105,2.0629,0.0206,5.9901,4.7176,3.3901
2025-11-21,100856497704.3,48.7305,0.9918,29.4592,21.6293,17.8233,0.0694,5.1854,0.1860,9.2536,6.9094,5.3144,2.0768,0.0218,5.9901,4.7172,3.3983
2025-11-20,102829940751.24,49.6840,0.9926,29.4329,21.6246,17.8233,0.0681,5.2869,0.1964,9.2536,6.9131,5.3155,2.1175,0.0292,5.9901,4.7176,3.4149
2025-11-19,103161358667.52,49.8441,0.9934,29.4224,21.6067,17.8233,0.0679,5.3039,0.1980,9.2536,6.9131,5.3235,2.1243,0.0305,5.9901,4.7176,3.4190
2025-11-18,103929645655.26,50.2153,0.9942,29.4216,21.5934,17.8233,0.0674,5.3434,0.2030,9.2536,6.9131,5.3246,2.1401,0.0350,5.9901,4.7176,3.4294
2025-11-17,103131229766.04,49.8296,0.9938,29.3928,21.5923,17.8233,0.0679,5.3024,0.1976,9.2536,6.9131,5.3246,2.1237,0.0301,5.9901,4.7176,3.4311
2025-11-14,105270381771.12,50.8631,0.9955,29.3900,21.5912,17.8233,0.0665,5.4124,0.2095,9.2536,6.9094,5.3271,2.1677,0.0436,5.9901,4.7172,3.4326
2025-11-13,106038668758.86,51.2343,0.9967,29.3448,21.5907,17.8233,0.0660,5.4519,0.2141,9.2536,6.9131,5.3271,2.1835,0.0486,5.9901,4.7176,3.4369
2025-11-12,105903088702.2,51.1688,0.9967,29.3289,21.5875,17.8233,0.0661,5.4449,0.2133,9.2536,6.9131,5.3271,2.1807,0.0465,5.9901,4.7176,3.4395
2025-11-11,106656311239.2,51.5328,0.9975,29.3233,21.5843,17.8233,0.0656,5.4836,0.2153,9.2536,6.9131,5.3271,2.1962,0.0498,5.9901,4.7176,3.4427
2025-11-10,107786145044.7,52.0787,0.9992,29.3147,21.5691,17.8233,0.0649,5.5417,0.2203,9.2536,6.9131,5.3271,2.2195,0.0568,5.9901,4.7176,3.4464
2025-11-07,104637674840.04,50.5574,0.9967,29.3086,21.5420,17.8233,0.0669,5.3798,0.2049,9.2536,6.9094,5.3271,2.1547,0.0395,5.9901,4.7180,3.4481
2025-11-06,105586735236.66,51.0160,0.9975,29.2862,21.5420,17.8233,0.0663,5.4286,0.2124,9.2536,6.9131,5.3271,2.1742,0.0445,5.9901,4.7187,3.4568
2025-11-05,105164930615.94,50.8122,0.9975,29.2823,21.5372,17.8233,0.0666,5.4069,0.2079,9.2536,6.9131,5.3271,2.1655,0.0428,5.9901,4.7187,3.4655
2025-11-04,106294764421.44,51.3581,0.9979,29.2803,21.5293,17.8233,0.0659,5.4650,0.2137,9.2536,6.9131,5.3271,2.1888,0.0473,5.9901,4.7187,3.4693
2025-11-03,106806955746.6,51.6055,0.9988,29.2108,21.5238,17.8233,0.0655,5.4914,0.2145,9.2536,6.9131,5.3271,2.1993,0.0490,5.9901,4.7187,3.4718
2025-10-31,106656311239.2,51.5328,0.9988,29.1801,21.5210,17.8233,0.0656,5.4836,0.2136,9.2536,6.9094,5.3271,2.1962,0.0481,5.9901,4.7180,3.4814
