date,基本每股收益,累积同比,营业收入,归属于母公司普通股股东的净利润
2026-03-31,1.6241,-0.3273,8185736912,2446551121
2025-12-31,1.4644,-0.6694,19211057613,2206058927
2025-09-30,2.6387,-0.5366,18090155655,3975002897
2025-06-30,2.8834,-0.4534,14795651340,4343649032
2025-03-31,2.4144,-0.3993,11066201908,3637099589
2024-12-31,4.4299,-0.3337,28876296994,6673388602
2024-09-30,5.6947,-0.1592,27516482442,8578711548
2024-06-30,5.2755,0.0108,22875748894,7947245427
2024-03-31,4.0195,0.0501,16254884718,6055230532
2023-12-31,6.6487,0.068,33126277552,10015930040
2023-09-30,6.7732,0.1247,30283094805,10203469152
2023-06-30,5.2192,0.1406,21872929852,7862381306
2023-03-31,3.8276,0.1566,15046180975,5766047983
2022-12-31,6.2251,0.2415,30104896187,9377832429
2022-09-30,6.022,0.2502,26482625129,9071843201
2022-06-30,4.5759,0.2102,18907998842,6893372221
2022-03-31,3.3093,0.2829,13026004653,4985243733
2021-12-31,5.0141,0.006,25350178204,7507682797
2021-09-30,4.8169,0.0072,21942196247,7212523605
2021-06-30,3.781,0.0529,15543264906,5661445812
2021-03-31,2.5796,-0.0289,10520001017,3862525752
2020-12-31,4.9843,0.0174,21101051132,7482228634
2020-09-30,4.7826,0.0085,18913631469,7185703291
2020-06-30,3.5912,-0.0304,13428505839,5400864286
2020-03-31,2.6564,-0.0044,9268167143,4002168547
2019-12-31,4.8991,-0.0902,23126476885,7382822727
2019-09-30,4.7421,0.0153,21097732293,7146332278
2019-06-30,3.7039,0.1152,15998582863,5581705664
2019-03-31,2.6681,0.157,10889633584,4020764958
2018-12-31,5.385,0.2245,24159801995,8115189795
2018-09-30,4.67,0.2622,20965660631,7038754910
2018-06-30,3.32,0.2819,14542579776,5004991771
2018-03-31,2.31,0.2692,9537587047,3475147604
2017-12-31,4.4,0.137,19917942238,6627169959
2017-09-30,3.7,0.1526,16878326032,5581662088
2017-06-30,2.59,0.141,11530491074,3908260475
2017-03-31,1.82,0.1166,7588577706,2742957007
2016-12-31,3.87,0.0871,17183109620,5827168871
2016-09-30,3.21,0.0845,14667079391,4839158418
2016-06-30,2.27,0.0758,10193599292,3423805127
