date,资产负债率,速动比率,立讯精密 - 核心利润率,立讯精密 - 四项费用率,经营活动产生的现金流量净额对净利润的比率,"""货币资金""",基本每股收益,净资产收益率(ROE),营业收入,总资产收益率(ROA),净利润率,营业利润,立讯精密 - 管理费用率,立讯精密 - 扣非净利润占比,流动比率,立讯精密 - 财务费用率,有息负债率,立讯精密 - 销售费用率,"""短期借款""",净利润,自由现金流量,归属于母公司普通股股东的净利润,立讯精密 - 清算价值比率,经营活动产生的现金流量净额,立讯精密 - 营业利润率,毛利率(GM),立讯精密 - 研发费用率,立讯精密 - 资本回报率(ROIC)
2025-12-31,0.6607,0.8562,0.0415,0.0720,0.9535,56447025669,2.29,0.1926,332344443143,0.0685,0.0547,13866594875,0.0292,0.8284,1.1107,0.0011,0.3151,0.0047,56391904434,12728228876,-324921015,16599769786,1.4403,17325329534,0.0628,0.1191,0.0370,0.0824
