date,PS-TTM,PS-TTM_分位点,PS-TTM_80%分位点值,PS-TTM_50%分位点值,PS-TTM_20%分位点值,PB,PB_分位点,PB_80%分位点值,PB_50%分位点值,PB_20%分位点值,PB(不含商誉),PB(不含商誉) 分位点,PB(不含商誉) 80%分位点值,PB(不含商誉) 50%分位点值,PB(不含商誉) 20%分位点值,股息率,PE-TTM(扣非),PE-TTM(扣非) 分位点,PE-TTM(扣非) 80%分位点值,PE-TTM(扣非) 50%分位点值,PE-TTM(扣非) 20%分位点值,PE-TTM,PE-TTM_分位点,PE-TTM_80%分位点值,PE-TTM_50%分位点值,PE-TTM_20%分位点值,PEG
2019-05-24,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7456
2019-05-17,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7836
2019-05-10,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9057
2019-04-30,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9536
2019-04-26,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9525
2019-04-19,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0693
2019-04-12,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7284
2019-04-04,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7465
2019-03-29,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7232
2019-03-22,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7144
2019-03-15,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6547
2019-03-08,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6036
2019-03-01,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6092
2019-02-22,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5969
2019-02-15,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4986
2019-02-01,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4870
2019-01-25,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4543
2019-01-18,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4400
2019-01-11,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4301
2019-01-04,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3852
2018-12-28,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4100
2018-12-21,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3849
2018-12-14,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4126
2018-12-07,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4418
2018-11-30,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4400
2018-11-23,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4429
2018-11-16,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4619
2018-11-09,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4418
2018-11-02,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4972
2018-10-26,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4809
2018-10-19,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5805
2018-10-12,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5466
2018-09-28,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5553
2018-09-21,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5495
2018-09-14,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5744
2018-09-07,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6439
2018-08-31,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6698
2018-08-24,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6327
2018-08-17,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6298
2018-08-10,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7121
2018-08-03,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6806
2018-07-27,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7214
2018-07-20,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7137
2018-07-13,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7217
2018-07-06,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6345
2018-06-29,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6667
2018-06-22,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6744
2018-06-15,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7303
2018-06-08,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7333
2018-06-01,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6685
2018-05-25,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6774
2018-05-18,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6783
2018-05-11,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6833
2018-05-04,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6416
2018-04-27,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6188
2018-04-20,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6735
2018-04-13,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8090
2018-04-04,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8165
2018-03-30,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8243
2018-03-23,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8134
2018-03-16,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8734
2018-03-09,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8618
2018-03-02,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8486
2018-02-23,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8250
2018-02-14,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8230
2018-02-09,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7753
2018-02-02,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7763
2018-01-26,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7500
2018-01-19,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7892
2018-01-12,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7940
2018-01-05,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8131
2017-12-29,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7991
2017-12-22,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8121
2017-12-15,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8312
2017-12-08,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8823
2017-12-01,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8080
2017-11-24,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8618
2017-11-17,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8516
2017-11-10,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8786
2017-11-03,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8417
2017-10-27,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8390
2017-10-20,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8222
2017-10-13,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7874
2017-09-29,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7634
2017-09-22,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7409
2017-09-15,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7678
2017-09-08,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7871
2017-09-01,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7907
2017-08-25,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7445
2017-08-18,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8926
2017-08-11,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8648
2017-08-04,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8452
2017-07-28,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8870
2017-07-21,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8887
2017-07-14,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8439
2017-07-07,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8249
2017-06-30,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8246
2017-06-23,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8522
2017-06-16,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7893
2017-06-09,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8079
2017-06-02,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7868
2017-05-26,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7783
2017-05-19,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7964
2017-05-12,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7803
2017-05-05,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7527
2017-04-28,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7651
2017-04-21,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7929
2017-04-14,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3139
2017-04-07,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3499
2017-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3404
2017-03-24,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3245
2017-03-17,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2005
2017-03-10,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2148
2017-03-03,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1762
2017-02-24,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1428
2017-02-17,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1518
2017-02-10,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1417
2017-02-03,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1131
2017-01-26,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0776
2017-01-20,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0516
2017-01-13,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0580
2017-01-06,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0458
2016-12-30,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0993
2016-12-23,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0358
2016-12-16,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0358
2016-12-09,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1009
2016-12-02,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0707
2016-11-25,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0940
2016-11-18,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1343
2016-11-11,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1057
2016-11-04,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1576
2016-10-28,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1661
2016-10-21,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0614
2016-10-14,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0431
2016-09-30,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9604
2016-09-23,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9704
2016-09-14,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9718
2016-09-09,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9604
2016-09-02,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9623
2016-08-26,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9286
2016-08-19,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9044
2016-08-12,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8645
2016-08-05,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8686
2016-07-29,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8603
2016-07-22,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8213
2016-07-15,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8227
2016-07-08,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9262
2016-07-01,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8877
2016-06-24,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8687
2016-06-17,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8849
2016-06-08,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9086
2016-06-03,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9284
2016-05-27,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8483
2016-05-20,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8391
2016-05-13,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8502
2016-05-06,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8397
2016-04-29,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8721
2016-04-22,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8996
2016-04-15,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0868
2016-04-08,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0599
2016-04-01,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0689
2016-03-25,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1439
2016-03-18,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1852
2016-03-11,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0909
2016-03-04,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1489
2016-02-26,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0644
