date,营业收入,累积同比,归属于母公司普通股股东的净利润,基本每股收益
2025-12-31,332344443143,0.2364,16599769786,2.29
2025-09-30,220914627539,0.2469,11518291165,1.59
2025-06-30,124503174116,0.2018,6644272049,0.92
2025-03-31,61787689863,0.179,3043574685,0.42
2024-12-31,268794737613,0.1591,13365651026,1.86
2024-09-30,177176884792,0.1367,9074954476,1.26
2024-06-30,103597974358,0.0574,5396162859,0.75
2024-03-31,52406775585,0.0493,2471024667,0.35
2023-12-31,231905459830,0.0835,10952656702,1.54
2023-09-30,155874816160,0.0731,7374174505,1.03
2023-06-30,97971180910,0.1953,4355725932,0.61
2023-03-31,49942325179,0.2005,2017931636,0.25
2022-12-31,214028394291,0.3903,9163104850,1.29
2022-09-30,145252251920,0.793,6400275270,0.9
2022-06-30,81961159841,0.7023,3784030806,0.53
2022-03-31,41599710846,0.9791,1803320580,0.25
2021-12-31,153946097790,0.6643,7070520387,1.01
2021-09-30,81012583278,0.3609,4689661384,0.67
2021-06-30,48146984452,0.3208,3089230029,0.44
2021-03-31,21019011536,0.2729,1349512048,0.19
2020-12-31,92501259212,0.4796,7225462753,1.03
2020-09-30,59528120290,0.5733,4679614065,0.67
2020-06-30,36451626149,0.7001,2537774758,0.36
2020-03-31,16513283461,0.831,981870191,0.18
2019-12-31,62516314588,0.7438,4713820645,0.88
2019-09-30,37836138416,0.7096,2887521927,0.54
2019-06-30,21440739020,0.7829,1501538959,0.36
2019-03-31,9018704606,0.669,615974847,0.15
2018-12-31,35849964160,0.5706,2722631125,0.66
2018-09-30,22131220384,0.5923,1657040101,0.4
2018-06-30,12025732572,0.4512,825827923,0.26
2018-03-31,5403603789,0.3741,332884236,0.11
2017-12-31,22826099790,0.6586,1690568104,0.53
2017-09-30,13898499286,0.6514,1082163727,0.34
2017-06-30,8286859132,0.7437,681898443,0.32
2017-03-31,3932532111,0.8757,301217842,0.14
2016-12-31,13762595894,0.3573,1156533485,0.6
2016-09-30,8416370697,0.2049,680683882,0.36
2016-06-30,4752474265,0.0742,400952690,0.21
