日期,理杏仁前复权(元),前复权(元),后复权(元),股价(元),市值(元),流通市值(元),自由流通市值(元),行业中位数,PE-TTM(扣非),PE-TTM(扣非) 分位点,PE-TTM(扣非) 80%分位点值,PE-TTM(扣非) 50%分位点值,PE-TTM(扣非) 20%分位点值
2026-07-03,=21.5400,=21.5400,=21.5400,=21.5400,=208830300000.0,=208830300000.0,=72569107275.9,,=13.9171,,,,
2026-07-02,=21.5000,=21.5000,=21.5000,=21.5000,=208442500000.0,=208442500000.0,=72434345702.5,,=13.8912,,,,
2026-07-01,=20.9700,=20.9700,=20.9700,=20.9700,=203304150000.0,=203304150000.0,=70648754854.95,,=13.5488,,,,
2026-06-30,=20.3500,=20.3500,=20.3500,=20.3500,=197293250000.0,=197293250000.0,=68559950467.25,,=13.1482,,,,
2026-06-29,=21.0000,=21.0000,=21.0000,=21.0000,=203595000000.0,=203595000000.0,=70749826035.0,,=13.5682,,,,
2026-06-26,=20.7000,=20.7000,=20.7000,=20.7000,=200686500000.0,=200686500000.0,=69739114234.5,,=13.3744,,,,
2026-06-25,=21.6100,=21.6100,=21.6100,=21.6100,=209508950000.0,=209508950000.0,=72804940029.35,,=13.9623,,,,
2026-06-24,=22.0400,=22.0400,=22.0400,=22.0400,=213677800000.0,=213677800000.0,=74253626943.4,,=14.2401,,,,
2026-06-23,=22.5800,=22.5800,=22.5800,=22.5800,=218913100000.0,=218913100000.0,=76072908184.3,,=14.5890,,,,
2026-06-22,=23.3000,=23.3000,=23.3000,=23.3000,=225893500000.0,=225893500000.0,=78498616505.5,,=15.0542,,,,
2026-06-18,=22.9700,=22.9700,=22.9700,=22.9700,=222694150000.0,=222694150000.0,=77386833524.95,,=14.8410,,,,
2026-06-17,=23.5800,=23.5800,=23.5800,=23.5800,=228608100000.0,=228608100000.0,=79441947519.3,,=15.2351,,,,
2026-06-16,=24.4000,=24.4000,=24.4000,=24.4000,=236558000000.0,=236558000000.0,=82204559774.0,,=15.7649,,,,
2026-06-15,=25.2600,=25.2600,=25.2600,=25.2600,=244895700000.0,=244895700000.0,=85101933602.1,,=16.3206,,,,
2026-06-12,=27.0000,=27.0000,=27.0000,=27.0000,=261765000000.0,=261765000000.0,=90964062045.0,,=17.4448,,,,
2026-06-11,=26.9300,=26.9300,=26.9300,=26.9300,=261086350000.0,=261086350000.0,=90728229291.55,,=17.3996,,,,
2026-06-10,=26.6300,=26.6300,=26.6300,=26.6300,=258177850000.0,=258177850000.0,=89717517491.05,,=17.2058,,,,
2026-06-09,=27.0000,=27.0000,=27.0000,=27.0000,=261765000000.0,=261765000000.0,=90964062045.0,,=17.4448,,,,
2026-06-08,=27.8000,=27.8000,=27.8000,=27.8000,=269521000000.0,=269521000000.0,=93659293513.0,,=17.9617,,,,
2026-06-05,=27.1400,=27.1400,=27.1400,=27.1400,=263122300000.0,=263122300000.0,=91435727551.9,,=17.5353,,,,
