date,自由现金流量,经营活动产生的现金流量净额对净利润的比率,经营活动产生的现金流量净额,累积同比
2026-03-31,188388000000,4.429,37802000000,-0.768
2025-12-31,313367000000,7.4088,315858000000,3.987
2025-09-30,-4152000000,-0.0473,71783000000,-0.4766
2025-06-30,122112000000,2.8574,174682000000,0.536
2025-03-31,245532000000,5.671,162946000000,8.6207
2024-12-31,61293000000,1.423,63336000000,-0.315
2024-09-30,111905000000,2.4424,137158000000,0.1831
2024-06-30,159369000000,3.4495,113722000000,1.5705
2024-03-31,-40914000000,-0.8139,-21382000000,-1.1959
2023-12-31,89584000000,1.9903,92461000000,-0.3129
2023-09-30,154916000000,3.2579,115930000000,0.2531
2023-06-30,24736000000,0.5804,44241000000,-0.706
2023-03-31,93210000000,2.0437,109156000000,-0.2581
2022-12-31,131320000000,2.9566,134572000000,1.6982
2022-09-30,22727000000,0.5835,92518000000,1.7354
2022-06-30,71134000000,1.8051,150483000000,2.2976
2022-03-31,-36698000000,-0.8719,147127000000,13.735
2021-12-31,-198788000000,-5.3042,-192733000000,-10.9258
2021-09-30,-179739000000,-4.8414,-125808000000,-5.0982
2021-06-30,-112891000000,-3.2427,-115972000000,-3.5185
2021-03-31,-52204000000,-1.4979,-11553000000,-1.6416
2020-12-31,-19274000000,-0.5587,-16161000000,0.5962
2020-09-30,-96846000000,-3.4779,30698000000,-0.6366
2020-06-30,-95282000000,-3.4803,-25666000000,-1.971
2020-03-31,-78585000000,-2.5675,17989000000,-0.6618
2019-12-31,-43414000000,-1.4196,-40025000000,0.3018
2019-09-30,33559000000,1.3747,84480000000,8.4695
2019-06-30,-43196000000,-1.4282,26432000000,2.5455
2019-03-31,-50252000000,-1.7757,53184000000,0.2833
2018-12-31,-61850000000,-2.3097,-57323000000,0.5174
2018-09-30,24556339161,1.139,-11310000000,0.9284
2018-06-30,13905339161,0.7021,7455000000,1.0582
2018-03-31,34984384024,1.5982,41442000000,1.3603
2017-12-31,-121563615976,-5.1223,-118780000000,-11.809
2017-09-30,3225044863,0.2581,-157987000000,-0.033
2017-06-30,-86573955137,-3.6741,-128180000000,-2.8611
2017-03-31,-165948000000,-7.1847,-115008000000,-2.9405
2016-12-31,8217000000,0.4863,10989000000,7.0181
2016-09-30,-248749000000,-10.8017,-152942000000,-2.6627
2016-06-30,-219988000000,-9.6379,-33198000000,-1.1819
