date,市值(元),PS-TTM,PS-TTM_分位点,PS-TTM_80%分位点值,PS-TTM_50%分位点值,PS-TTM_20%分位点值,PB,PB_分位点,PB_80%分位点值,PB_50%分位点值,PB_20%分位点值,PE-TTM,PE-TTM_分位点,PE-TTM_80%分位点值,PE-TTM_50%分位点值,PE-TTM_20%分位点值,股息率
2026-04-13,214823514451.86,1.6344,0.5214,2.0540,1.6164,1.4100,0.4761,0.0342,1.0712,0.8774,0.5332,5.0389,0.2201,9.7234,7.0664,4.9520,0.0538
2026-04-10,215211632815.82,1.6373,0.5251,2.0537,1.6154,1.4104,0.4769,0.0367,1.0705,0.8776,0.5335,5.0480,0.2216,9.7060,7.0664,4.9524,0.0537
2026-04-09,215405691997.8,1.6388,0.5266,2.0540,1.6153,1.4100,0.4774,0.0379,1.0712,0.8776,0.5335,5.0526,0.2225,9.7234,7.0664,4.9520,0.0537
2026-04-08,217734402181.56,1.6565,0.5515,2.0540,1.6152,1.4100,0.4825,0.0482,1.0712,0.8776,0.5339,5.1072,0.2362,9.7234,7.0664,4.9520,0.0531
2026-04-07,214047277723.94,1.6285,0.5165,2.0540,1.6152,1.4100,0.4744,0.0289,1.0712,0.8782,0.5339,5.0207,0.2176,9.7234,7.0664,4.9520,0.0540
2026-04-03,215793810361.76,1.6417,0.5325,2.0537,1.6146,1.4104,0.4782,0.0387,1.0705,0.8784,0.5348,5.0617,0.2245,9.7060,7.0664,4.9524,0.0536
2026-04-02,218704698091.46,1.6639,0.5587,2.0540,1.6146,1.4100,0.4847,0.0519,1.0712,0.8787,0.5348,5.1299,0.2398,9.7234,7.0664,4.9520,0.0529
2026-04-01,216375987907.7,1.6462,0.5379,2.0540,1.6145,1.4100,0.4795,0.0408,1.0712,0.8790,0.5348,5.0753,0.2267,9.7234,7.0664,4.9520,0.0535
2026-03-31,215017573633.84,1.6358,0.5256,2.0540,1.6145,1.4100,0.4765,0.0354,1.0712,0.8793,0.5348,5.0435,0.2201,9.7234,7.0664,4.9520,0.0538
2026-03-30,213271040996.02,1.6225,0.5103,2.0540,1.6138,1.4100,0.4726,0.0251,1.0712,0.8793,0.5348,5.0025,0.2143,9.7234,7.0664,4.9520,0.0542
2026-03-27,213853218541.96,1.6270,0.5165,2.0537,1.6129,1.4104,0.4739,0.0272,1.0705,0.8793,0.5354,5.0161,0.2162,9.7060,7.0664,4.9524,0.0541
2026-03-26,212300745086.12,1.6152,0.5031,2.0540,1.6128,1.4100,0.4705,0.0218,1.0712,0.8793,0.5354,4.9797,0.2081,9.7234,7.0664,4.9520,0.0545
2026-03-25,212300745086.12,1.6152,0.5033,2.0540,1.6127,1.4100,0.4705,0.0218,1.0712,0.8793,0.5358,4.9797,0.2082,9.7234,7.0664,4.9520,0.0545
2026-03-24,211136389994.24,1.6063,0.4905,2.0540,1.6123,1.4100,0.4679,0.0210,1.0712,0.8793,0.5358,4.9524,0.2003,9.7234,7.0664,4.9520,0.0548
2026-03-23,202791845169.1,1.5428,0.4077,2.0540,1.6123,1.4100,0.4494,0.0049,1.0712,0.8800,0.5358,4.7567,0.1348,9.7234,7.0664,4.9520,0.0570
2026-03-20,209001738992.46,1.5392,0.4036,2.0537,1.6122,1.4104,0.4714,0.0218,1.0705,0.8803,0.5362,4.8472,0.1631,9.7060,7.0664,4.9574,0.0555
2026-03-19,211136389994.24,1.5550,0.4265,2.0540,1.6122,1.4100,0.4762,0.0309,1.0712,0.8803,0.5362,4.8967,0.1796,9.7234,7.0670,4.9574,0.0550
2026-03-18,212688863450.08,1.5664,0.4431,2.0540,1.6123,1.4100,0.4797,0.0371,1.0712,0.8803,0.5367,4.9327,0.1921,9.7234,7.0676,4.9590,0.0546
2026-03-17,214047277723.94,1.5764,0.4542,2.0540,1.6123,1.4100,0.4827,0.0429,1.0712,0.8803,0.5371,4.9642,0.2007,9.7234,7.0676,4.9618,0.0542
2026-03-16,211912626722.16,1.5607,0.4357,2.0540,1.6123,1.4100,0.4779,0.0346,1.0712,0.8805,0.5371,4.9147,0.1867,9.7234,7.0676,4.9618,0.0548
2026-03-13,212106685904.14,1.5621,0.4382,2.0537,1.6122,1.4104,0.4784,0.0346,1.0705,0.8813,0.5374,4.9192,0.1882,9.7060,7.0664,4.9652,0.0547
2026-03-12,212300745086.12,1.5635,0.4405,2.0540,1.6122,1.4100,0.4788,0.0350,1.0712,0.8813,0.5374,4.9237,0.1895,9.7234,7.0670,4.9652,0.0547
2026-03-11,211330449176.22,1.5564,0.4299,2.0540,1.6123,1.4100,0.4766,0.0322,1.0712,0.8813,0.5376,4.9012,0.1822,9.7234,7.0676,4.9662,0.0549
2026-03-10,209777975720.38,1.5450,0.4110,2.0540,1.6123,1.4100,0.4731,0.0235,1.0712,0.8813,0.5376,4.8652,0.1686,9.7234,7.0676,4.9677,0.0553
2026-03-09,208807679810.48,1.5378,0.4040,2.0540,1.6123,1.4100,0.4709,0.0210,1.0712,0.8813,0.5380,4.8427,0.1616,9.7234,7.0676,4.9677,0.0556
2026-03-06,209972034902.36,1.5464,0.4119,2.0537,1.6129,1.4104,0.4736,0.0239,1.0705,0.8813,0.5381,4.8697,0.1689,9.7060,7.0664,4.9694,0.0553
2026-03-05,209777975720.38,1.5450,0.4108,2.0540,1.6132,1.4100,0.4731,0.0231,1.0712,0.8813,0.5381,4.8652,0.1681,9.7234,7.0670,4.9694,0.0553
2026-03-04,207837383900.58,1.5307,0.3974,2.0540,1.6134,1.4100,0.4687,0.0206,1.0712,0.8813,0.5381,4.8202,0.1554,9.7234,7.0676,4.9732,0.0558
2026-03-03,211136389994.24,1.5550,0.4270,2.0540,1.6138,1.4100,0.4762,0.0289,1.0712,0.8818,0.5383,4.8967,0.1777,9.7234,7.0676,4.9759,0.0550
2026-03-02,210554212448.3,1.5507,0.4204,2.0540,1.6138,1.4100,0.4749,0.0260,1.0712,0.8818,0.5383,4.8832,0.1731,9.7234,7.0676,4.9759,0.0551
2026-02-27,211524508358.2,1.5578,0.4300,2.0537,1.6134,1.4104,0.4771,0.0292,1.0705,0.8822,0.5385,4.9057,0.1808,9.7060,7.0664,4.9777,0.0549
2026-02-26,210942330812.26,1.5535,0.4248,2.0540,1.6136,1.4100,0.4757,0.0280,1.0712,0.8822,0.5385,4.8922,0.1759,9.7234,7.0670,4.9777,0.0550
2026-02-25,210748271630.28,1.5521,0.4223,2.0540,1.6136,1.4100,0.4753,0.0268,1.0712,0.8822,0.5390,4.8877,0.1735,9.7234,7.0670,4.9792,0.0551
2026-02-24,211718567540.18,1.5593,0.4314,2.0540,1.6136,1.4100,0.4775,0.0293,1.0712,0.8822,0.5393,4.9102,0.1805,9.7234,7.0670,4.9819,0.0548
2026-02-13,211718567540.18,1.5593,0.4306,2.0509,1.6134,1.4112,0.4775,0.0292,1.0704,0.8832,0.5397,4.9102,0.1800,9.7019,7.0654,4.9822,0.0548
2026-02-12,212688863450.08,1.5664,0.4398,2.0509,1.6136,1.4112,0.4797,0.0304,1.0704,0.8832,0.5399,4.9327,0.1850,9.7019,7.0654,4.9822,0.0546
2026-02-11,214823514451.86,1.5821,0.4572,2.0537,1.6138,1.4104,0.4845,0.0374,1.0705,0.8832,0.5399,4.9822,0.1986,9.7060,7.0654,4.9822,0.0540
2026-02-10,214629455269.88,1.5807,0.4554,2.0537,1.6141,1.4104,0.4841,0.0370,1.0705,0.8832,0.5404,4.9777,0.1974,9.7060,7.0659,4.9836,0.0541
2026-02-09,214823514451.86,1.5821,0.4572,2.0537,1.6145,1.4104,0.4845,0.0370,1.0705,0.8832,0.5404,4.9822,0.1984,9.7060,7.0664,4.9851,0.0540
2026-02-06,214435396087.9,1.5793,0.4541,2.0537,1.6145,1.4104,0.4836,0.0366,1.0705,0.8832,0.5408,4.9732,0.1960,9.7060,7.0664,4.9902,0.0541
2026-02-05,215211632815.82,1.5850,0.4617,2.0537,1.6145,1.4104,0.4854,0.0395,1.0705,0.8833,0.5408,4.9912,0.2002,9.7060,7.0664,4.9912,0.0539
2026-02-04,212882922632.06,1.5678,0.4432,2.0537,1.6145,1.4104,0.4801,0.0325,1.0705,0.8835,0.5413,4.9372,0.1866,9.7060,7.0664,4.9923,0.0545
2026-02-03,210360153266.32,1.5492,0.4185,2.0537,1.6145,1.4104,0.4744,0.0243,1.0705,0.8835,0.5413,4.8787,0.1705,9.7060,7.0664,4.9923,0.0552
2026-02-02,210748271630.28,1.5521,0.4222,2.0537,1.6145,1.4104,0.4753,0.0264,1.0705,0.8842,0.5422,4.8877,0.1730,9.7060,7.0664,4.9923,0.0551
2026-01-30,210166094084.34,1.5478,0.4158,2.0537,1.6145,1.4104,0.4740,0.0235,1.0705,0.8842,0.5422,4.8742,0.1688,9.7060,7.0664,4.9964,0.0552
2026-01-29,212688863450.08,1.5664,0.4399,2.0537,1.6145,1.4104,0.4797,0.0292,1.0705,0.8842,0.5436,4.9327,0.1841,9.7060,7.0664,5.0047,0.0546
2026-01-28,210360153266.32,1.5492,0.4180,2.0537,1.6145,1.4104,0.4744,0.0239,1.0705,0.8842,0.5441,4.8787,0.1701,9.7060,7.0664,5.0098,0.0552
2026-01-27,212300745086.12,1.5635,0.4370,2.0537,1.6145,1.4104,0.4788,0.0280,1.0705,0.8842,0.5441,4.9237,0.1825,9.7060,7.0664,5.0098,0.0547
2026-01-26,212688863450.08,1.5664,0.4395,2.0537,1.6145,1.4104,0.4797,0.0284,1.0705,0.8842,0.5450,4.9327,0.1833,9.7060,7.0664,5.0128,0.0546
2026-01-23,213271040996.02,1.5707,0.4438,2.0537,1.6146,1.4104,0.4810,0.0309,1.0705,0.8845,0.5450,4.9462,0.1869,9.7060,7.0664,5.0141,0.0544
2026-01-22,214823514451.86,1.5821,0.4559,2.0537,1.6146,1.4104,0.4845,0.0329,1.0705,0.8845,0.5450,4.9822,0.1944,9.7060,7.0664,5.0168,0.0540
2026-01-21,214823514451.86,1.5821,0.4559,2.0537,1.6146,1.4104,0.4845,0.0329,1.0705,0.8852,0.5454,4.9822,0.1944,9.7060,7.0664,5.0227,0.0540
2026-01-20,216570047089.68,1.5950,0.4732,2.0537,1.6154,1.4104,0.4884,0.0416,1.0705,0.8853,0.5454,5.0227,0.1998,9.7060,7.0664,5.0228,0.0536
2026-01-19,215793810361.76,1.5893,0.4633,2.0537,1.6154,1.4104,0.4867,0.0371,1.0705,0.8853,0.5458,5.0047,0.1973,9.7060,7.0664,5.0334,0.0538
2026-01-16,217152224635.62,1.5993,0.4784,2.0537,1.6157,1.4104,0.4897,0.0449,1.0705,0.8857,0.5458,5.0362,0.2005,9.7060,7.0664,5.0334,0.0534
2026-01-15,219480934819.38,1.6164,0.5004,2.0537,1.6159,1.4104,0.4950,0.0556,1.0705,0.8861,0.5459,5.0902,0.2109,9.7060,7.0664,5.0334,0.0529
2026-01-14,220451230729.28,1.6236,0.5082,2.0537,1.6159,1.4104,0.4972,0.0610,1.0705,0.8861,0.5463,5.1127,0.2162,9.7060,7.0664,5.0334,0.0526
2026-01-13,222585881731.06,1.6393,0.5251,2.0537,1.6159,1.4104,0.5020,0.0737,1.0705,0.8871,0.5463,5.1622,0.2249,9.7060,7.0664,5.0334,0.0521
2026-01-12,222779940913.04,1.6407,0.5268,2.0537,1.6159,1.4104,0.5024,0.0758,1.0705,0.8871,0.5464,5.1668,0.2253,9.7060,7.0664,5.0334,0.0521
2026-01-09,222391822549.08,1.6379,0.5237,2.0537,1.6168,1.4104,0.5016,0.0712,1.0705,0.8878,0.5468,5.1577,0.2235,9.7060,7.0670,5.0334,0.0522
2026-01-08,223362118458.98,1.6450,0.5313,2.0537,1.6159,1.4104,0.5038,0.0811,1.0705,0.8878,0.5468,5.1803,0.2269,9.7060,7.0676,5.0334,0.0520
2026-01-07,225884887824.72,1.6636,0.5548,2.0537,1.6159,1.4104,0.5094,0.1075,1.0705,0.8880,0.5473,5.2388,0.2451,9.7060,7.0709,5.0334,0.0514
2026-01-06,226467065370.66,1.6679,0.5581,2.0537,1.6159,1.4104,0.5108,0.1104,1.0705,0.8880,0.5473,5.2523,0.2484,9.7060,7.0715,5.0334,0.0512
2026-01-05,223168059277.0,1.6436,0.5297,2.0537,1.6159,1.4104,0.5033,0.0803,1.0705,0.8880,0.5473,5.1758,0.2265,9.7060,7.0729,5.0334,0.0520
2025-12-31,221421526639.18,1.6307,0.5150,2.0537,1.6168,1.4104,0.4994,0.0663,1.0705,0.8886,0.5490,5.1352,0.2194,9.7060,7.0739,5.0334,0.0524
2025-12-30,222779940913.04,1.6407,0.5257,2.0537,1.6168,1.4104,0.5024,0.0749,1.0712,0.8890,0.5494,5.1668,0.2244,9.7060,7.0755,5.0334,0.0521
2025-12-29,224332414368.88,1.6522,0.5397,2.0537,1.6168,1.4104,0.5059,0.0910,1.0726,0.8892,0.5496,5.2028,0.2347,9.7060,7.0779,5.0334,0.0517
2025-12-26,223944296004.92,1.6493,0.5370,2.0537,1.6177,1.4104,0.5051,0.0872,1.0734,0.8895,0.5501,5.1938,0.2317,9.7060,7.0797,5.0334,0.0518
2025-12-25,224332414368.88,1.6522,0.5393,2.0537,1.6168,1.4104,0.5059,0.0906,1.0734,0.8897,0.5502,5.2028,0.2343,9.7060,7.0801,5.0334,0.0517
2025-12-24,223944296004.92,1.6493,0.5373,2.0537,1.6168,1.4104,0.5051,0.0873,1.0734,0.8899,0.5515,5.1938,0.2318,9.7060,7.0804,5.0334,0.0518
2025-12-23,224332414368.88,1.6522,0.5389,2.0537,1.6168,1.4104,0.5059,0.0902,1.0735,0.8899,0.5517,5.2028,0.2338,9.7060,7.0806,5.0334,0.0517
2025-12-22,223556177640.96,1.6464,0.5323,2.0537,1.6168,1.4104,0.5042,0.0823,1.0735,0.8900,0.5517,5.1848,0.2273,9.7060,7.0842,5.0334,0.0519
2025-12-19,225496769460.76,1.6607,0.5481,2.0537,1.6177,1.4104,0.5086,0.0996,1.0740,0.8901,0.5524,5.2298,0.2383,9.7060,7.0879,5.0334,0.0515
2025-12-18,225884887824.72,1.6636,0.5504,2.0537,1.6168,1.4104,0.5094,0.1033,1.0740,0.8903,0.5531,5.2388,0.2408,9.7060,7.0879,5.0334,0.0514
2025-12-17,223750236822.94,1.6479,0.5352,2.0537,1.6168,1.4104,0.5046,0.0844,1.0748,0.8906,0.5544,5.1893,0.2293,9.7060,7.0879,5.0334,0.0519
2025-12-16,222779940913.04,1.6407,0.5257,2.0537,1.6168,1.4104,0.5024,0.0749,1.0758,0.8907,0.5553,5.1668,0.2244,9.7060,7.0901,5.0334,0.0521
2025-12-15,223362118458.98,1.6450,0.5294,2.0537,1.6168,1.4104,0.5038,0.0795,1.0771,0.8909,0.5561,5.1803,0.2252,9.7060,7.0930,5.0334,0.0520
2025-12-12,220257171547.3,1.6221,0.5049,2.0537,1.6177,1.4104,0.4967,0.0605,1.0777,0.8912,0.5562,5.1082,0.2152,9.7060,7.0942,5.0334,0.0527
2025-12-11,220645289911.26,1.6250,0.5097,2.0537,1.6168,1.4104,0.4976,0.0622,1.0777,0.8913,0.5562,5.1172,0.2157,9.7060,7.0945,5.0334,0.0526
2025-12-10,219869053183.34,1.6193,0.5039,2.0537,1.6168,1.4104,0.4959,0.0580,1.0777,0.8915,0.5562,5.0992,0.2137,9.7060,7.0951,5.0334,0.0528
2025-12-09,221809645003.14,1.6336,0.5167,2.0537,1.6168,1.4104,0.5003,0.0671,1.0783,0.8916,0.5571,5.1442,0.2194,9.7060,7.0955,5.0334,0.0523
2025-12-08,223556177640.96,1.6464,0.5298,2.0537,1.6168,1.4104,0.5042,0.0799,1.0786,0.8918,0.5576,5.1848,0.2248,9.7060,7.0986,5.0334,0.0519
2025-12-05,223750236822.94,1.6479,0.5321,2.0537,1.6177,1.4104,0.5046,0.0815,1.0797,0.8919,0.5576,5.1893,0.2263,9.7060,7.1018,5.0334,0.0519
2025-12-04,222974000095.02,1.6421,0.5253,2.0537,1.6168,1.4104,0.5029,0.0758,1.0797,0.8921,0.5580,5.1713,0.2227,9.7060,7.1024,5.0334,0.0520
2025-12-03,224138355186.9,1.6507,0.5331,2.0537,1.6168,1.4104,0.5055,0.0836,1.0799,0.8924,0.5585,5.1983,0.2277,9.7060,7.1030,5.0334,0.0518
2025-12-02,225884887824.72,1.6636,0.5459,2.0537,1.6168,1.4104,0.5094,0.0988,1.0800,0.8926,0.5585,5.2388,0.2363,9.7060,7.1030,5.0334,0.0514
2025-12-01,226855183734.62,1.6707,0.5521,2.0537,1.6168,1.4104,0.5116,0.1046,1.0803,0.8927,0.5585,5.2613,0.2408,9.7060,7.1030,5.0334,0.0512
2025-11-28,225302710278.78,1.6593,0.5416,2.0537,1.6177,1.4104,0.5081,0.0930,1.0803,0.8929,0.5586,5.2253,0.2313,9.7060,7.1105,5.0334,0.0515
2025-11-27,227243302098.58,1.6736,0.5554,2.0537,1.6168,1.4104,0.5125,0.1075,1.0803,0.8929,0.5586,5.2703,0.2429,9.7060,7.1105,5.0334,0.0511
2025-11-26,226855183734.62,1.6707,0.5517,2.0537,1.6168,1.4104,0.5116,0.1042,1.0803,0.8929,0.5591,5.2613,0.2404,9.7060,7.1129,5.0334,0.0512
2025-11-25,228989834736.4,1.6865,0.5648,2.0537,1.6168,1.4104,0.5164,0.1194,1.0813,0.8929,0.5596,5.3108,0.2462,9.7060,7.1154,5.0334,0.0507
2025-11-24,225108651096.8,1.6579,0.5410,2.0537,1.6168,1.4104,0.5077,0.0897,1.0822,0.8929,0.5596,5.2208,0.2310,9.7060,7.1168,5.0334,0.0516
2025-11-21,226855183734.62,1.6707,0.5510,2.0537,1.6177,1.4104,0.5116,0.1037,1.0827,0.8931,0.5607,5.2613,0.2399,9.7060,7.1200,5.0334,0.0512
2025-11-20,229960130646.3,1.6936,0.5706,2.0537,1.6168,1.4104,0.5186,0.1231,1.0827,0.8932,0.5612,5.3333,0.2483,9.7060,7.1218,5.0334,0.0505
2025-11-19,228989834736.4,1.6865,0.5640,2.0537,1.6168,1.4104,0.5164,0.1186,1.0829,0.8933,0.5612,5.3108,0.2454,9.7060,7.1240,5.0334,0.0507
2025-11-18,224914591914.82,1.6564,0.5397,2.0537,1.6168,1.4104,0.5073,0.0877,1.0831,0.8933,0.5635,5.2163,0.2297,9.7060,7.1244,5.0334,0.0516
2025-11-17,226467065370.66,1.6679,0.5471,2.0537,1.6168,1.4104,0.5108,0.0996,1.0832,0.8935,0.5635,5.2523,0.2375,9.7060,7.1250,5.0334,0.0512
2025-11-14,228019538826.5,1.6793,0.5568,2.0537,1.6177,1.4104,0.5143,0.1128,1.0834,0.8937,0.5639,5.2883,0.2424,9.7060,7.1255,5.0334,0.0509
2025-11-13,227049242916.6,1.6722,0.5521,2.0537,1.6168,1.4104,0.5121,0.1033,1.0834,0.8937,0.5639,5.2658,0.2396,9.7060,7.1255,5.0334,0.0511
2025-11-12,226661124552.64,1.6693,0.5488,2.0537,1.6168,1.4104,0.5112,0.1009,1.0848,0.8938,0.5642,5.2568,0.2380,9.7060,7.1255,5.0334,0.0512
2025-11-11,226467065370.66,1.6679,0.5471,2.0537,1.6168,1.4104,0.5108,0.0996,1.0854,0.8940,0.5642,5.2523,0.2375,9.7060,7.1277,5.0334,0.0512
2025-11-10,225690828642.74,1.6622,0.5434,2.0537,1.6168,1.4104,0.5090,0.0963,1.0866,0.8942,0.5645,5.2343,0.2343,9.7060,7.1298,5.0334,0.0514
2025-11-07,224138355186.9,1.6507,0.5329,2.0540,1.6177,1.4104,0.5055,0.0835,1.0874,0.8943,0.5648,5.1983,0.2276,9.7060,7.1305,5.0334,0.0518
2025-11-06,223362118458.98,1.6450,0.5274,2.0540,1.6168,1.4104,0.5038,0.0774,1.0874,0.8945,0.5648,5.1803,0.2231,9.7060,7.1307,5.0334,0.0520
2025-11-05,223556177640.96,1.6464,0.5290,2.0540,1.6168,1.4104,0.5042,0.0790,1.0874,0.8947,0.5652,5.1848,0.2240,9.7060,7.1319,5.0334,0.0519
2025-11-04,224914591914.82,1.6564,0.5385,2.0540,1.6168,1.4104,0.5073,0.0865,1.0880,0.8951,0.5652,5.2163,0.2285,9.7060,7.1330,5.0334,0.0516
2025-11-03,221809645003.14,1.6336,0.5167,2.0540,1.6168,1.4104,0.5003,0.0671,1.0880,0.8954,0.5652,5.1442,0.2194,9.7060,7.1342,5.0334,0.0523
2025-10-31,219674994001.36,1.6179,0.5004,2.0540,1.6177,1.4104,0.4954,0.0564,1.0880,0.8957,0.5662,5.0947,0.2123,9.7060,7.1368,5.0334,0.0528
2025-10-30,220839349093.24,1.6264,0.5097,2.0540,1.6168,1.4104,0.4981,0.0622,1.0880,0.8957,0.5666,5.1217,0.2149,9.7060,7.1376,5.0334,0.0525
2025-10-29,221033408275.22,1.6279,0.5105,2.0540,1.6168,1.4104,0.4985,0.0630,1.0880,0.8957,0.5667,5.1262,0.2153,9.7060,7.1394,5.0334,0.0525
2025-10-28,222585881731.06,1.6393,0.5208,2.0540,1.6168,1.4104,0.5020,0.0696,1.0880,0.8957,0.5672,5.1622,0.2207,9.7060,7.1405,5.0334,0.0521
2025-10-27,223556177640.96,1.6464,0.5270,2.0540,1.6168,1.4104,0.5042,0.0770,1.0880,0.8958,0.5673,5.1848,0.2219,9.7060,7.1406,5.0334,0.0519
