date,资产合计,流动负债合计,流动比率,应收账款,总资产收益率(ROA),有息负债率,净资产收益率(ROE),基本每股收益,经营活动产生的现金流量净额对净利润的比率,货币资金,长期负债合计,资本回报率(ROIC),营业收入,速动比率,毛利率(GM),经营活动产生的现金流量净额,所有者权益合计,资产负债率,负债合计,流动资产合计,自由现金流量,净利润率,归属于母公司普通股股东的净利润
2026-03-31,59614755270,3342384074,2.3886,3574025664,0.1388,0.0058,0.1852,1.9225,1.2255,199640599936.04,272785,0.1847,8352015912,1.9144,0.6016,1381035479,44845563266,0.2477,14769192004,0,7936639872,0.2451,2329658005
