date,流动负债合计,有息负债率,资产合计,流动比率,应收账款,归属于母公司普通股股东的净利润,净资产收益率(ROE),总资产收益率(ROA),经营活动产生的现金流量净额,基本每股收益,营业收入,资产负债率,货币资金,长期负债合计,资本回报率(ROIC),速动比率,经营活动产生的现金流量净额对净利润的比率,流动资产合计,负债合计,毛利率(GM),所有者权益合计,自由现金流量,净利润率
2026-03-31,725000000,0.0607,1151563000000,3.1663,55140000000,39144000000,0.1535,0.1107,55148000000,0.82,116079000000,0.2709,1901198159360,4770000000,0.1425,3.0683,1.6589,0,311987000000,0.5055,839576000000,92380000000,0.3061
